skill,prompt,id_prompt
division-multiplication,"Write a true-or-false question with a brief explanation where equal groups of garden plants are formed and then divided. Ask for a written answer, not a drawing.",625
division-multiplication,Generate a true-or-false question with a brief explanation that connects a multiplication fact with its related division fact using toy cars. Avoid decimals and negative numbers.,626
division-multiplication,Write a fill-in-the-blank question where students decide whether multiplication or division is needed in a situation with colored blocks. Make the numbers easy to calculate mentally.,627
division-multiplication,Create a multiple-choice question with four options about pencils that uses both multiplication and division. Make it slightly challenging. Include the correct answer.,628
division-multiplication,Create a question that asks students to explain their reasoning about fruit baskets that uses both multiplication and division. Make it slightly challenging. Use whole numbers only.,629
division-multiplication,"Create a true-or-false question with a brief explanation about arrays or equal groups using coins. Include one multiplication and one division step. Ask for a written answer, not a drawing.",630
division-multiplication,Write a short word problem where equal groups of sports balls are formed and then divided. Make the numbers easy to calculate mentally.,631
division-multiplication,"Write a fill-in-the-blank question where students decide whether multiplication or division is needed in a situation with colored blocks. Ask for a written answer, not a drawing.",632
division-multiplication,Generate a true-or-false question with a brief explanation that asks students to multiply to find a total and divide to share equally. Use cookies. Add one short hint.,633
division-multiplication,Generate a real-life classroom problem that asks students to multiply to find a total and divide to share equally. Use birthday candles. Use whole numbers only.,634
division-multiplication,Write a question that asks students to explain their reasoning where students decide whether multiplication or division is needed in a situation with garden plants. Make the numbers easy to calculate mentally.,635
division-multiplication,Create a fill-in-the-blank question about animals on a farm that uses both multiplication and division. Make it easy. Use simple vocabulary suitable for elementary students.,636
division-multiplication,Create a true-or-false question with a brief explanation about fruit baskets that uses both multiplication and division. Make it very easy. Use simple vocabulary suitable for elementary students.,637
division-multiplication,Create a short word problem about sports balls that uses both multiplication and division. Make it very easy. Use simple vocabulary suitable for elementary students.,638
division-multiplication,Create a real-life classroom problem about coins that uses both multiplication and division. Make it very easy. Add one short hint.,639
division-multiplication,Write a two-step problem where equal groups of pencils are formed and then divided. Use simple vocabulary suitable for elementary students.,640
division-multiplication,Write a simple challenge question where students decide whether multiplication or division is needed in a situation with sports balls. Include the correct answer.,641
division-multiplication,"Write a short word problem where equal groups of fruit baskets are formed and then divided. Ask for a written answer, not a drawing.",642
division-multiplication,Create a real-life classroom problem about notebooks that uses both multiplication and division. Make it moderate. Make the numbers easy to calculate mentally.,643
division-multiplication,Create a real-life classroom problem about toy cars that uses both multiplication and division. Make it easy. Keep the question under 45 words.,644
division-multiplication,Write a fill-in-the-blank question where students decide whether multiplication or division is needed in a situation with toy cars. Include the correct answer.,645
division-multiplication,Generate a fill-in-the-blank question that connects a multiplication fact with its related division fact using pencils. Include the correct answer.,646
division-multiplication,Generate a real-life classroom problem that connects a multiplication fact with its related division fact using stickers. Use simple vocabulary suitable for elementary students.,647
division-multiplication,Create a fill-in-the-blank question about recycling bins that uses both multiplication and division. Make it very easy. Make the numbers easy to calculate mentally.,648
division-multiplication,Generate a two-step problem that connects a multiplication fact with its related division fact using fruit baskets. Use simple vocabulary suitable for elementary students.,649
division-multiplication,Create a real-life classroom problem about arrays or equal groups using coins. Include one multiplication and one division step. Add one short hint.,650
division-multiplication,Create a simple challenge question about pencils that uses both multiplication and division. Make it easy. Use whole numbers only.,651
division-multiplication,Create a simple challenge question about marbles that uses both multiplication and division. Make it slightly challenging. Keep the question under 45 words.,652
division-multiplication,Write a short word problem where students decide whether multiplication or division is needed in a situation with coins. Make the numbers easy to calculate mentally.,653
division-multiplication,"Write a question that asks students to explain their reasoning where equal groups of fruit baskets are formed and then divided. Ask for a written answer, not a drawing.",654
division-multiplication,Create a question that asks students to explain their reasoning about colored blocks that uses both multiplication and division. Make it easy. Include the correct answer.,655
division-multiplication,Write a fill-in-the-blank question where students decide whether multiplication or division is needed in a situation with animals on a farm. Use simple vocabulary suitable for elementary students.,656
division-multiplication,Create a simple challenge question about books that uses both multiplication and division. Make it very easy. Avoid decimals and negative numbers.,657
division-multiplication,Create a two-step problem about books that uses both multiplication and division. Make it very easy. Keep the question under 45 words.,658
division-multiplication,Write a true-or-false question with a brief explanation where equal groups of stickers are formed and then divided. Keep the question under 45 words.,659
division-multiplication,Create a short word problem about coins that uses both multiplication and division. Make it very easy. Keep the question under 45 words.,660
division-multiplication,"Create a real-life classroom problem about recycling bins that uses both multiplication and division. Make it moderate. Ask for a written answer, not a drawing.",661
division-multiplication,Generate a real-life classroom problem that connects a multiplication fact with its related division fact using toy cars. Keep the question under 45 words.,662
division-multiplication,Generate a fill-in-the-blank question that asks students to multiply to find a total and divide to share equally. Use stickers. Make the numbers easy to calculate mentally.,663
division-multiplication,Create a short word problem about school supplies that uses both multiplication and division. Make it moderate. Add one short hint.,664
division-multiplication,Write a true-or-false question with a brief explanation where equal groups of garden plants are formed and then divided. Keep the question under 45 words.,665
division-multiplication,Create a fill-in-the-blank question about bus passengers that uses both multiplication and division. Make it moderate. Keep the question under 45 words.,666
division-multiplication,Create a fill-in-the-blank question about school supplies that uses both multiplication and division. Make it moderate. Keep the question under 45 words.,667
division-multiplication,"Generate a simple challenge question that connects a multiplication fact with its related division fact using cookies. Ask for a written answer, not a drawing.",668
division-multiplication,Generate a question that asks students to explain their reasoning that asks students to multiply to find a total and divide to share equally. Use colored blocks. Use simple vocabulary suitable for elementary students.,669
division-multiplication,Generate a real-life classroom problem that connects a multiplication fact with its related division fact using sports balls. Include the correct answer.,670
division-multiplication,Generate a short word problem that asks students to multiply to find a total and divide to share equally. Use notebooks. Avoid decimals and negative numbers.,671
division-multiplication,Create a two-step problem about animals on a farm that uses both multiplication and division. Make it moderate. Include the correct answer.,672
division-multiplication,Create a real-life classroom problem about sports balls that uses both multiplication and division. Make it easy. Include the correct answer.,673
division-multiplication,Create a short word problem about garden plants that uses both multiplication and division. Make it moderate. Include the correct answer.,674
division-multiplication,Generate a real-life classroom problem that connects a multiplication fact with its related division fact using stickers. Add one short hint.,675
division-multiplication,"Generate a two-step problem that connects a multiplication fact with its related division fact using notebooks. Ask for a written answer, not a drawing.",676
division-multiplication,Create a two-step problem about animals on a farm that uses both multiplication and division. Make it easy. Avoid decimals and negative numbers.,677
division-multiplication,"Generate a two-step problem that connects a multiplication fact with its related division fact using sports balls. Ask for a written answer, not a drawing.",678
division-multiplication,Write a short word problem where equal groups of colored blocks are formed and then divided. Use simple vocabulary suitable for elementary students.,679
division-multiplication,Write a question that asks students to explain their reasoning where equal groups of flowers are formed and then divided. Use whole numbers only.,680
division-multiplication,Create a fill-in-the-blank question about flowers that uses both multiplication and division. Make it moderate. Include the correct answer.,681
division-multiplication,Write a short word problem where equal groups of marbles are formed and then divided. Avoid decimals and negative numbers.,682
division-multiplication,Create a two-step problem about arrays or equal groups using toy cars. Include one multiplication and one division step. Add one short hint.,683
division-multiplication,Create a simple challenge question about cookies that uses both multiplication and division. Make it moderate. Use whole numbers only.,684
division-multiplication,Create a multiple-choice question with four options about garden plants that uses both multiplication and division. Make it moderate. Add one short hint.,685
division-multiplication,Write a two-step problem where equal groups of animals on a farm are formed and then divided. Use whole numbers only.,686
division-multiplication,"Create a multiple-choice question with four options about arrays or equal groups using coins. Include one multiplication and one division step. Ask for a written answer, not a drawing.",687
division-multiplication,Generate a true-or-false question with a brief explanation that connects a multiplication fact with its related division fact using notebooks. Use simple vocabulary suitable for elementary students.,688
division-multiplication,Create a fill-in-the-blank question about classroom chairs that uses both multiplication and division. Make it very easy. Make the numbers easy to calculate mentally.,689
division-multiplication,Generate a fill-in-the-blank question that asks students to multiply to find a total and divide to share equally. Use sports balls. Make the numbers easy to calculate mentally.,690
division-multiplication,"Create a two-step problem about arrays or equal groups using stickers. Include one multiplication and one division step. Ask for a written answer, not a drawing.",691
division-multiplication,"Create a true-or-false question with a brief explanation about pencils that uses both multiplication and division. Make it very easy. Ask for a written answer, not a drawing.",692
division-multiplication,Generate a multiple-choice question with four options that connects a multiplication fact with its related division fact using recycling bins. Use whole numbers only.,693
division-multiplication,Write a question that asks students to explain their reasoning where equal groups of marbles are formed and then divided. Keep the question under 45 words.,694
division-multiplication,Generate a simple challenge question that asks students to multiply to find a total and divide to share equally. Use flowers. Make the numbers easy to calculate mentally.,695
division-multiplication,Generate a multiple-choice question with four options that asks students to multiply to find a total and divide to share equally. Use flowers. Use whole numbers only.,696
division-multiplication,Write a short word problem where equal groups of flowers are formed and then divided. Avoid decimals and negative numbers.,697
division-multiplication,Create a multiple-choice question with four options about arrays or equal groups using stickers. Include one multiplication and one division step. Use whole numbers only.,698
division-multiplication,Generate a multiple-choice question with four options that asks students to multiply to find a total and divide to share equally. Use books. Use simple vocabulary suitable for elementary students.,699
division-multiplication,Create a two-step problem about fruit baskets that uses both multiplication and division. Make it moderate. Add one short hint.,700
division-multiplication,"Generate a real-life classroom problem that asks students to multiply to find a total and divide to share equally. Use garden plants. Ask for a written answer, not a drawing.",701
division-multiplication,Create a true-or-false question with a brief explanation about birthday candles that uses both multiplication and division. Make it easy. Add one short hint.,702
division-multiplication,Create a fill-in-the-blank question about arrays or equal groups using notebooks. Include one multiplication and one division step. Add one short hint.,703
division-multiplication,Create a multiple-choice question with four options about animals on a farm that uses both multiplication and division. Make it slightly challenging. Avoid decimals and negative numbers.,704
division-multiplication,Create a true-or-false question with a brief explanation about arrays or equal groups using toy cars. Include one multiplication and one division step. Include the correct answer.,705
division-multiplication,Write a simple challenge question where students decide whether multiplication or division is needed in a situation with birthday candles. Make the numbers easy to calculate mentally.,706
division-multiplication,Create a true-or-false question with a brief explanation about recycling bins that uses both multiplication and division. Make it very easy. Include the correct answer.,707
division-multiplication,"Create a simple challenge question about coins that uses both multiplication and division. Make it slightly challenging. Ask for a written answer, not a drawing.",708
division-multiplication,"Create a short word problem about school supplies that uses both multiplication and division. Make it slightly challenging. Ask for a written answer, not a drawing.",709
division-multiplication,Write a true-or-false question with a brief explanation where students decide whether multiplication or division is needed in a situation with cookies. Make the numbers easy to calculate mentally.,710
division-multiplication,Create a short word problem about classroom chairs that uses both multiplication and division. Make it very easy. Include the correct answer.,711
division-multiplication,Create a multiple-choice question with four options about stickers that uses both multiplication and division. Make it slightly challenging. Add one short hint.,712
division-multiplication,Write a true-or-false question with a brief explanation where equal groups of water bottles are formed and then divided. Include the correct answer.,713
division-multiplication,Generate a question that asks students to explain their reasoning that connects a multiplication fact with its related division fact using books. Include the correct answer.,714
division-multiplication,Create a question that asks students to explain their reasoning about arrays or equal groups using marbles. Include one multiplication and one division step. Include the correct answer.,715
division-multiplication,Create a fill-in-the-blank question about colored blocks that uses both multiplication and division. Make it easy. Keep the question under 45 words.,716
division-multiplication,Write a question that asks students to explain their reasoning where students decide whether multiplication or division is needed in a situation with school supplies. Include the correct answer.,717
division-multiplication,Create a multiple-choice question with four options about books that uses both multiplication and division. Make it moderate. Add one short hint.,718
division-multiplication,Write a multiple-choice question with four options where equal groups of sports balls are formed and then divided. Keep the question under 45 words.,719
algebra,Create a real-life classroom problem about finding an unknown number in a simple equation. Use toy cars. Make it moderate. Include the correct answer.,720
algebra,"Generate a real-life classroom problem that asks students to identify and continue a simple numerical pattern related to toy cars. Ask for a written answer, not a drawing.",721
algebra,Write a two-step problem where students translate a short situation about classroom chairs into a simple equation. Use whole numbers only.,722
algebra,Create a simple challenge question using an equation such as x + a = b or x - a = b. Use school supplies. Keep the question under 45 words.,723
algebra,Write a question that asks students to explain their reasoning with a missing value represented by a box or letter in a situation about books. Make the numbers easy to calculate mentally.,724
algebra,Write a true-or-false question with a brief explanation with a missing value represented by a box or letter in a situation about pencils. Add one short hint.,725
algebra,Create a question that asks students to explain their reasoning about finding an unknown number in a simple equation. Use recycling bins. Make it moderate. Make the numbers easy to calculate mentally.,726
algebra,Write a simple challenge question where students translate a short situation about school supplies into a simple equation. Include the correct answer.,727
algebra,"Write a question that asks students to explain their reasoning where students translate a short situation about school supplies into a simple equation. Ask for a written answer, not a drawing.",728
algebra,Generate a short word problem that asks students to identify and continue a simple numerical pattern related to marbles. Keep the question under 45 words.,729
algebra,Create a true-or-false question with a brief explanation about finding an unknown number in a simple equation. Use stickers. Make it moderate. Make the numbers easy to calculate mentally.,730
algebra,Create a simple challenge question using an equation such as x + a = b or x - a = b. Use bus passengers. Avoid decimals and negative numbers.,731
algebra,Create a short word problem about finding an unknown number in a simple equation. Use school supplies. Make it easy. Add one short hint.,732
algebra,Write a true-or-false question with a brief explanation where students translate a short situation about school supplies into a simple equation. Include the correct answer.,733
algebra,Create a simple challenge question about finding an unknown number in a simple equation. Use bus passengers. Make it very easy. Add one short hint.,734
algebra,Generate a multiple-choice question with four options that asks students to check which value makes an equation true. Use flowers. Include the correct answer.,735
algebra,Generate a question that asks students to explain their reasoning that asks students to check which value makes an equation true. Use pencils. Avoid decimals and negative numbers.,736
algebra,Create a true-or-false question with a brief explanation about finding an unknown number in a simple equation. Use bus passengers. Make it easy. Make the numbers easy to calculate mentally.,737
algebra,Create a true-or-false question with a brief explanation about finding an unknown number in a simple equation. Use marbles. Make it slightly challenging. Add one short hint.,738
algebra,"Write a true-or-false question with a brief explanation with a missing value represented by a box or letter in a situation about birthday candles. Ask for a written answer, not a drawing.",739
algebra,Create a simple challenge question about finding an unknown number in a simple equation. Use marbles. Make it easy. Avoid decimals and negative numbers.,740
algebra,Create a multiple-choice question with four options about finding an unknown number in a simple equation. Use classroom chairs. Make it easy. Avoid decimals and negative numbers.,741
algebra,"Write a simple challenge question with a missing value represented by a box or letter in a situation about books. Ask for a written answer, not a drawing.",742
algebra,Create a real-life classroom problem about finding an unknown number in a simple equation. Use animals on a farm. Make it very easy. Avoid decimals and negative numbers.,743
algebra,Write a fill-in-the-blank question where students translate a short situation about stickers into a simple equation. Use whole numbers only.,744
algebra,Create a two-step problem about finding an unknown number in a simple equation. Use stickers. Make it slightly challenging. Use simple vocabulary suitable for elementary students.,745
algebra,Create a fill-in-the-blank question using an equation such as x + a = b or x - a = b. Use marbles. Include the correct answer.,746
algebra,Create a true-or-false question with a brief explanation about finding an unknown number in a simple equation. Use coins. Make it easy. Avoid decimals and negative numbers.,747
algebra,Write a true-or-false question with a brief explanation where students translate a short situation about notebooks into a simple equation. Keep the question under 45 words.,748
algebra,Write a real-life classroom problem where students translate a short situation about sports balls into a simple equation. Use whole numbers only.,749
algebra,"Write a short word problem with a missing value represented by a box or letter in a situation about garden plants. Ask for a written answer, not a drawing.",750
algebra,Create a true-or-false question with a brief explanation about finding an unknown number in a simple equation. Use colored blocks. Make it very easy. Use simple vocabulary suitable for elementary students.,751
algebra,Write a real-life classroom problem where students translate a short situation about flowers into a simple equation. Keep the question under 45 words.,752
algebra,Create a true-or-false question with a brief explanation about finding an unknown number in a simple equation. Use colored blocks. Make it easy. Add one short hint.,753
algebra,Write a question that asks students to explain their reasoning where students translate a short situation about water bottles into a simple equation. Keep the question under 45 words.,754
algebra,Generate a two-step problem that asks students to check which value makes an equation true. Use fruit baskets. Avoid decimals and negative numbers.,755
algebra,Generate a question that asks students to explain their reasoning that asks students to check which value makes an equation true. Use toy cars. Add one short hint.,756
algebra,Generate a real-life classroom problem that asks students to identify and continue a simple numerical pattern related to pencils. Avoid decimals and negative numbers.,757
algebra,Create a simple challenge question about finding an unknown number in a simple equation. Use fruit baskets. Make it moderate. Use simple vocabulary suitable for elementary students.,758
algebra,"Create a fill-in-the-blank question about finding an unknown number in a simple equation. Use books. Make it very easy. Ask for a written answer, not a drawing.",759
algebra,Create a real-life classroom problem about finding an unknown number in a simple equation. Use school supplies. Make it very easy. Add one short hint.,760
algebra,Generate a short word problem that asks students to identify and continue a simple numerical pattern related to notebooks. Keep the question under 45 words.,761
algebra,Generate a two-step problem that asks students to identify and continue a simple numerical pattern related to coins. Make the numbers easy to calculate mentally.,762
algebra,Create a simple challenge question about finding an unknown number in a simple equation. Use water bottles. Make it moderate. Include the correct answer.,763
algebra,Generate a real-life classroom problem that asks students to identify and continue a simple numerical pattern related to toy cars. Use simple vocabulary suitable for elementary students.,764
algebra,Create a question that asks students to explain their reasoning about finding an unknown number in a simple equation. Use garden plants. Make it slightly challenging. Use simple vocabulary suitable for elementary students.,765
algebra,Generate a short word problem that asks students to check which value makes an equation true. Use school supplies. Make the numbers easy to calculate mentally.,766
algebra,Create a fill-in-the-blank question about finding an unknown number in a simple equation. Use bus passengers. Make it slightly challenging. Keep the question under 45 words.,767
algebra,Generate a real-life classroom problem that asks students to identify and continue a simple numerical pattern related to water bottles. Keep the question under 45 words.,768
algebra,Create a real-life classroom problem about finding an unknown number in a simple equation. Use books. Make it slightly challenging. Include the correct answer.,769
algebra,Create a question that asks students to explain their reasoning about finding an unknown number in a simple equation. Use colored blocks. Make it very easy. Make the numbers easy to calculate mentally.,770
algebra,Write a two-step problem with a missing value represented by a box or letter in a situation about pencils. Use simple vocabulary suitable for elementary students.,771
algebra,"Write a true-or-false question with a brief explanation where students translate a short situation about water bottles into a simple equation. Ask for a written answer, not a drawing.",772
algebra,Create a question that asks students to explain their reasoning about finding an unknown number in a simple equation. Use toy cars. Make it easy. Make the numbers easy to calculate mentally.,773
algebra,Write a fill-in-the-blank question where students translate a short situation about garden plants into a simple equation. Include the correct answer.,774
algebra,Create a fill-in-the-blank question about finding an unknown number in a simple equation. Use sports balls. Make it moderate. Keep the question under 45 words.,775
algebra,Create a fill-in-the-blank question about finding an unknown number in a simple equation. Use books. Make it easy. Keep the question under 45 words.,776
algebra,Generate a simple challenge question that asks students to check which value makes an equation true. Use cookies. Make the numbers easy to calculate mentally.,777
algebra,Create a multiple-choice question with four options using an equation such as x + a = b or x - a = b. Use recycling bins. Avoid decimals and negative numbers.,778
algebra,Create a true-or-false question with a brief explanation about finding an unknown number in a simple equation. Use flowers. Make it easy. Add one short hint.,779
algebra,Create a two-step problem about finding an unknown number in a simple equation. Use animals on a farm. Make it very easy. Keep the question under 45 words.,780
algebra,Create a question that asks students to explain their reasoning using an equation such as x + a = b or x - a = b. Use animals on a farm. Make the numbers easy to calculate mentally.,781
algebra,Create a short word problem about finding an unknown number in a simple equation. Use flowers. Make it slightly challenging. Include the correct answer.,782
algebra,Create a simple challenge question about finding an unknown number in a simple equation. Use sports balls. Make it very easy. Use whole numbers only.,783
algebra,Create a short word problem about finding an unknown number in a simple equation. Use books. Make it slightly challenging. Make the numbers easy to calculate mentally.,784
algebra,Create a short word problem about finding an unknown number in a simple equation. Use marbles. Make it slightly challenging. Include the correct answer.,785
algebra,Generate a two-step problem that asks students to identify and continue a simple numerical pattern related to notebooks. Avoid decimals and negative numbers.,786
algebra,Write a question that asks students to explain their reasoning with a missing value represented by a box or letter in a situation about sports balls. Use whole numbers only.,787
algebra,Create a short word problem about finding an unknown number in a simple equation. Use pencils. Make it moderate. Keep the question under 45 words.,788
algebra,Create a true-or-false question with a brief explanation about finding an unknown number in a simple equation. Use flowers. Make it moderate. Make the numbers easy to calculate mentally.,789
algebra,"Create a two-step problem about finding an unknown number in a simple equation. Use cookies. Make it very easy. Ask for a written answer, not a drawing.",790
algebra,Create a question that asks students to explain their reasoning about finding an unknown number in a simple equation. Use stickers. Make it slightly challenging. Use simple vocabulary suitable for elementary students.,791
algebra,Generate a question that asks students to explain their reasoning that asks students to identify and continue a simple numerical pattern related to marbles. Keep the question under 45 words.,792
algebra,Create a fill-in-the-blank question about finding an unknown number in a simple equation. Use animals on a farm. Make it slightly challenging. Make the numbers easy to calculate mentally.,793
algebra,Create a simple challenge question about finding an unknown number in a simple equation. Use classroom chairs. Make it slightly challenging. Use whole numbers only.,794
algebra,Generate a fill-in-the-blank question that asks students to check which value makes an equation true. Use garden plants. Include the correct answer.,795
algebra,"Write a question that asks students to explain their reasoning with a missing value represented by a box or letter in a situation about colored blocks. Ask for a written answer, not a drawing.",796
algebra,Create a fill-in-the-blank question about finding an unknown number in a simple equation. Use sports balls. Make it slightly challenging. Avoid decimals and negative numbers.,797
algebra,Create a short word problem about finding an unknown number in a simple equation. Use notebooks. Make it very easy. Keep the question under 45 words.,798
algebra,Create a short word problem about finding an unknown number in a simple equation. Use stickers. Make it moderate. Use whole numbers only.,799
algebra,Write a multiple-choice question with four options with a missing value represented by a box or letter in a situation about colored blocks. Avoid decimals and negative numbers.,800
algebra,Create a true-or-false question with a brief explanation about finding an unknown number in a simple equation. Use flowers. Make it very easy. Make the numbers easy to calculate mentally.,801
algebra,Generate a true-or-false question with a brief explanation that asks students to check which value makes an equation true. Use bus passengers. Avoid decimals and negative numbers.,802
algebra,Generate a short word problem that asks students to check which value makes an equation true. Use animals on a farm. Use simple vocabulary suitable for elementary students.,803
algebra,Generate a simple challenge question that asks students to identify and continue a simple numerical pattern related to flowers. Include the correct answer.,804
algebra,Write a real-life classroom problem with a missing value represented by a box or letter in a situation about toy cars. Make the numbers easy to calculate mentally.,805
algebra,Create a true-or-false question with a brief explanation using an equation such as x + a = b or x - a = b. Use flowers. Use whole numbers only.,806
algebra,Create a true-or-false question with a brief explanation about finding an unknown number in a simple equation. Use books. Make it slightly challenging. Use whole numbers only.,807
algebra,Create a real-life classroom problem about finding an unknown number in a simple equation. Use colored blocks. Make it slightly challenging. Make the numbers easy to calculate mentally.,808
algebra,Create a multiple-choice question with four options about finding an unknown number in a simple equation. Use pencils. Make it very easy. Include the correct answer.,809
algebra,Create a question that asks students to explain their reasoning using an equation such as x + a = b or x - a = b. Use classroom chairs. Include the correct answer.,810
algebra,Write a fill-in-the-blank question where students translate a short situation about coins into a simple equation. Avoid decimals and negative numbers.,811
algebra,Create a simple challenge question about finding an unknown number in a simple equation. Use colored blocks. Make it easy. Include the correct answer.,812
algebra,Create a simple challenge question using an equation such as x + a = b or x - a = b. Use recycling bins. Add one short hint.,813
algebra,Write a short word problem where students translate a short situation about school supplies into a simple equation. Include the correct answer.,814
algebra,Write a multiple-choice question with four options with a missing value represented by a box or letter in a situation about sports balls. Use whole numbers only.,815
algebra,Create a real-life classroom problem about finding an unknown number in a simple equation. Use flowers. Make it very easy. Make the numbers easy to calculate mentally.,816
algebra,Write a question that asks students to explain their reasoning with a missing value represented by a box or letter in a situation about colored blocks. Include the correct answer.,817
algebra,Create a short word problem about finding an unknown number in a simple equation. Use animals on a farm. Make it slightly challenging. Add one short hint.,818
algebra,Generate a multiple-choice question with four options that asks students to identify and continue a simple numerical pattern related to pencils. Use simple vocabulary suitable for elementary students.,819
algebra,Create a question that asks students to explain their reasoning about finding an unknown number in a simple equation. Use bus passengers. Make it easy. Use whole numbers only.,820
algebra,Create a simple challenge question about finding an unknown number in a simple equation. Use marbles. Make it moderate. Make the numbers easy to calculate mentally.,821
algebra,Write a simple challenge question where students translate a short situation about coins into a simple equation. Make the numbers easy to calculate mentally.,822
algebra,Create a multiple-choice question with four options using an equation such as x + a = b or x - a = b. Use pencils. Keep the question under 45 words.,823
algebra,Create a true-or-false question with a brief explanation about finding an unknown number in a simple equation. Use bus passengers. Make it easy. Include the correct answer.,824
algebra,Create a real-life classroom problem using an equation such as x + a = b or x - a = b. Use cookies. Make the numbers easy to calculate mentally.,825
algebra,Create a two-step problem about finding an unknown number in a simple equation. Use stickers. Make it easy. Avoid decimals and negative numbers.,826
algebra,Create a simple challenge question about finding an unknown number in a simple equation. Use water bottles. Make it moderate. Use simple vocabulary suitable for elementary students.,827
algebra,Create a question that asks students to explain their reasoning about finding an unknown number in a simple equation. Use books. Make it very easy. Use simple vocabulary suitable for elementary students.,828
algebra,"Write a real-life classroom problem with a missing value represented by a box or letter in a situation about fruit baskets. Ask for a written answer, not a drawing.",829
algebra,Write a short word problem where students translate a short situation about bus passengers into a simple equation. Use simple vocabulary suitable for elementary students.,830
algebra,Create a true-or-false question with a brief explanation about finding an unknown number in a simple equation. Use notebooks. Make it very easy. Use simple vocabulary suitable for elementary students.,831
algebra,Write a question that asks students to explain their reasoning where students translate a short situation about school supplies into a simple equation. Use whole numbers only.,832
algebra,Create a short word problem about finding an unknown number in a simple equation. Use toy cars. Make it moderate. Make the numbers easy to calculate mentally.,833
algebra,Create a short word problem about finding an unknown number in a simple equation. Use flowers. Make it very easy. Add one short hint.,834
algebra,Generate a short word problem that asks students to check which value makes an equation true. Use stickers. Add one short hint.,835
algebra,"Write a two-step problem where students translate a short situation about marbles into a simple equation. Ask for a written answer, not a drawing.",836
algebra,Create a question that asks students to explain their reasoning about finding an unknown number in a simple equation. Use bus passengers. Make it moderate. Make the numbers easy to calculate mentally.,837
algebra,Generate a real-life classroom problem that asks students to check which value makes an equation true. Use garden plants. Add one short hint.,838
algebra,Create a true-or-false question with a brief explanation about finding an unknown number in a simple equation. Use flowers. Make it very easy. Include the correct answer.,839
algebra,Write a multiple-choice question with four options with a missing value represented by a box or letter in a situation about toy cars. Include the correct answer.,840
algebra,Create a real-life classroom problem about finding an unknown number in a simple equation. Use fruit baskets. Make it easy. Make the numbers easy to calculate mentally.,841
algebra,Create a short word problem about finding an unknown number in a simple equation. Use marbles. Make it easy. Use whole numbers only.,842
algebra,Create a two-step problem about finding an unknown number in a simple equation. Use notebooks. Make it very easy. Avoid decimals and negative numbers.,843
algebra,Generate a fill-in-the-blank question that asks students to identify and continue a simple numerical pattern related to animals on a farm. Use simple vocabulary suitable for elementary students.,844
algebra,Create a real-life classroom problem about finding an unknown number in a simple equation. Use school supplies. Make it slightly challenging. Use simple vocabulary suitable for elementary students.,845
algebra,"Create a two-step problem about finding an unknown number in a simple equation. Use marbles. Make it moderate. Ask for a written answer, not a drawing.",846
algebra,Create a true-or-false question with a brief explanation using an equation such as x + a = b or x - a = b. Use stickers. Make the numbers easy to calculate mentally.,847
algebra,Generate a true-or-false question with a brief explanation that asks students to identify and continue a simple numerical pattern related to colored blocks. Avoid decimals and negative numbers.,848
algebra,Write a true-or-false question with a brief explanation with a missing value represented by a box or letter in a situation about toy cars. Include the correct answer.,849
algebra,Write a two-step problem where students translate a short situation about school supplies into a simple equation. Make the numbers easy to calculate mentally.,850
algebra,Write a true-or-false question with a brief explanation with a missing value represented by a box or letter in a situation about recycling bins. Make the numbers easy to calculate mentally.,851
algebra,Create a fill-in-the-blank question about finding an unknown number in a simple equation. Use flowers. Make it easy. Use whole numbers only.,852
algebra,Create a two-step problem about finding an unknown number in a simple equation. Use marbles. Make it very easy. Keep the question under 45 words.,853
algebra,Create a multiple-choice question with four options about finding an unknown number in a simple equation. Use flowers. Make it moderate. Keep the question under 45 words.,854
algebra,Create a simple challenge question about finding an unknown number in a simple equation. Use pencils. Make it easy. Add one short hint.,855
algebra,Create a short word problem about finding an unknown number in a simple equation. Use recycling bins. Make it easy. Avoid decimals and negative numbers.,856
algebra,Create a multiple-choice question with four options about finding an unknown number in a simple equation. Use toy cars. Make it easy. Make the numbers easy to calculate mentally.,857
algebra,Write a multiple-choice question with four options where students translate a short situation about marbles into a simple equation. Add one short hint.,858
algebra,Create a multiple-choice question with four options about finding an unknown number in a simple equation. Use garden plants. Make it easy. Avoid decimals and negative numbers.,859
algebra,Write a two-step problem with a missing value represented by a box or letter in a situation about recycling bins. Include the correct answer.,860
algebra,Create a question that asks students to explain their reasoning about finding an unknown number in a simple equation. Use cookies. Make it slightly challenging. Include the correct answer.,861
algebra,Write a true-or-false question with a brief explanation where students translate a short situation about school supplies into a simple equation. Use simple vocabulary suitable for elementary students.,862
algebra,Write a true-or-false question with a brief explanation where students translate a short situation about toy cars into a simple equation. Keep the question under 45 words.,863
algebra,Create a short word problem about finding an unknown number in a simple equation. Use books. Make it easy. Keep the question under 45 words.,864
algebra,"Create a fill-in-the-blank question using an equation such as x + a = b or x - a = b. Use water bottles. Ask for a written answer, not a drawing.",865
algebra,Create a multiple-choice question with four options about finding an unknown number in a simple equation. Use stickers. Make it moderate. Avoid decimals and negative numbers.,866
algebra,"Create a real-life classroom problem about finding an unknown number in a simple equation. Use recycling bins. Make it very easy. Ask for a written answer, not a drawing.",867
