education_level,skill,prompt,id_prompt
upper-secondary,systems of equations,Create a fill-in-the-blank problem for upper secondary students to develop systems of equations using a context related to projectile motion. Include one hint and the final answer.,431
upper-secondary,analytic geometry,Create an error-analysis question for upper secondary students to develop analytic geometry using a context related to business costs. Use clear instructions and avoid unnecessary information.,432
upper-secondary,quadratic functions,Create a real-life word problem for upper secondary students to develop quadratic functions using a context related to architecture. Make the answer possible using text and numbers only.,433
upper-secondary,analytic geometry,Create a conceptual question for upper secondary students to develop analytic geometry using a context related to navigation. Use clear instructions and avoid unnecessary information.,434
upper-secondary,systems of equations,Create a real-life word problem for upper secondary students to develop systems of equations using a context related to business costs. Ask the student to justify the answer briefly.,435
upper-secondary,exponential functions,Create a question that requires showing the reasoning for upper secondary students to develop exponential functions using a context related to navigation. Include one hint and the final answer.,436
upper-secondary,probability,Create a real-life word problem for upper secondary students to develop probability using a context related to environmental models. Include the correct answer and a brief solution.,437
upper-secondary,analytic geometry,Create a fill-in-the-blank problem for upper secondary students to develop analytic geometry using a context related to data analysis. Connect the task to a realistic situation.,438
upper-secondary,trigonometry,Create a short problem for upper secondary students to develop trigonometry using a context related to technology. Connect the task to a realistic situation.,439
upper-secondary,probability,Create a real-life word problem for upper secondary students to develop probability using a context related to architecture. Include the correct answer and a brief solution.,440
upper-secondary,quadratic functions,Create an error-analysis question for upper secondary students to develop quadratic functions using a context related to business costs. Keep the wording concise and include an answer key.,441
upper-secondary,analytic geometry,Create a two-step problem for upper secondary students to develop analytic geometry using a context related to projectile motion. Include the correct answer and a brief solution.,442
upper-secondary,quadratic functions,Create a multiple-choice question with four options for upper secondary students to develop quadratic functions using a context related to projectile motion. Include the correct answer and a brief solution.,443
upper-secondary,exponential functions,Create a fill-in-the-blank problem for upper secondary students to develop exponential functions using a context related to environmental models. Keep the wording concise and include an answer key.,444
upper-secondary,probability,Create a two-step problem for upper secondary students to develop probability using a context related to environmental models. Connect the task to a realistic situation.,445
upper-secondary,quadratic functions,Create a real-life word problem for upper secondary students to develop quadratic functions using a context related to projectile motion. Use values appropriate for the educational level.,446
upper-secondary,probability,Create a two-step problem for upper secondary students to develop probability using a context related to business costs. Make the answer possible using text and numbers only.,447
upper-secondary,quadratic functions,Create an error-analysis question for upper secondary students to develop quadratic functions using a context related to business costs. Make the answer possible using text and numbers only.,448
upper-secondary,probability,Create a two-step problem for upper secondary students to develop probability using a context related to data analysis. Use values appropriate for the educational level.,449
upper-secondary,analytic geometry,Create a two-step problem for upper secondary students to develop analytic geometry using a context related to projectile motion. Include one hint and the final answer.,450
upper-secondary,trigonometry,Create a short problem for upper secondary students to develop trigonometry using a context related to data analysis. Use clear instructions and avoid unnecessary information.,451
upper-secondary,trigonometry,Create a two-step problem for upper secondary students to develop trigonometry using a context related to navigation. Make the answer possible using text and numbers only.,452
upper-secondary,analytic geometry,Create a fill-in-the-blank problem for upper secondary students to develop analytic geometry using a context related to navigation. Keep the wording concise and include an answer key.,453
upper-secondary,trigonometry,Create a two-step problem for upper secondary students to develop trigonometry using a context related to technology. Ask the student to justify the answer briefly.,454
upper-secondary,trigonometry,Create a question that requires showing the reasoning for upper secondary students to develop trigonometry using a context related to projectile motion. Use values appropriate for the educational level.,455
upper-secondary,probability,Create a short problem for upper secondary students to develop probability using a context related to population growth. Ask the student to justify the answer briefly.,456
upper-secondary,exponential functions,Create a short problem for upper secondary students to develop exponential functions using a context related to architecture. Keep the wording concise and include an answer key.,457
upper-secondary,analytic geometry,Create a multiple-choice question with four options for upper secondary students to develop analytic geometry using a context related to environmental models. Include the correct answer and a brief solution.,458
upper-secondary,exponential functions,Create a two-step problem for upper secondary students to develop exponential functions using a context related to navigation. Use values appropriate for the educational level.,459
upper-secondary,probability,Create a conceptual question for upper secondary students to develop probability using a context related to technology. Include one hint and the final answer.,460
upper-secondary,systems of equations,Create a two-step problem for upper secondary students to develop systems of equations using a context related to data analysis. Use values appropriate for the educational level.,461
upper-secondary,probability,Create a real-life word problem for upper secondary students to develop probability using a context related to population growth. Make the answer possible using text and numbers only.,462
upper-secondary,systems of equations,Create a question that requires showing the reasoning for upper secondary students to develop systems of equations using a context related to business costs. Keep the wording concise and include an answer key.,463
upper-secondary,analytic geometry,Create a multiple-choice question with four options for upper secondary students to develop analytic geometry using a context related to population growth. Use clear instructions and avoid unnecessary information.,464
upper-secondary,probability,Create a conceptual question for upper secondary students to develop probability using a context related to environmental models. Use clear instructions and avoid unnecessary information.,465
upper-secondary,quadratic functions,Create an error-analysis question for upper secondary students to develop quadratic functions using a context related to data analysis. Ask the student to justify the answer briefly.,466
upper-secondary,quadratic functions,Create a real-life word problem for upper secondary students to develop quadratic functions using a context related to architecture. Include the correct answer and a brief solution.,467
upper-secondary,quadratic functions,Create a fill-in-the-blank problem for upper secondary students to develop quadratic functions using a context related to population growth. Include one hint and the final answer.,468
upper-secondary,exponential functions,Create a two-step problem for upper secondary students to develop exponential functions using a context related to environmental models. Use values appropriate for the educational level.,469
upper-secondary,analytic geometry,Create a conceptual question for upper secondary students to develop analytic geometry using a context related to business costs. Ask the student to justify the answer briefly.,470
upper-secondary,exponential functions,Create a multiple-choice question with four options for upper secondary students to develop exponential functions using a context related to architecture. Include the correct answer and a brief solution.,471
upper-secondary,analytic geometry,Create a multiple-choice question with four options for upper secondary students to develop analytic geometry using a context related to data analysis. Include one hint and the final answer.,472
upper-secondary,trigonometry,Create a fill-in-the-blank problem for upper secondary students to develop trigonometry using a context related to business costs. Use clear instructions and avoid unnecessary information.,473
upper-secondary,quadratic functions,Create a fill-in-the-blank problem for upper secondary students to develop quadratic functions using a context related to architecture. Use clear instructions and avoid unnecessary information.,474
upper-secondary,quadratic functions,Create an error-analysis question for upper secondary students to develop quadratic functions using a context related to data analysis. Keep the wording concise and include an answer key.,475
upper-secondary,systems of equations,Create a question that requires showing the reasoning for upper secondary students to develop systems of equations using a context related to architecture. Use values appropriate for the educational level.,476
upper-secondary,exponential functions,Create a two-step problem for upper secondary students to develop exponential functions using a context related to navigation. Make the answer possible using text and numbers only.,477
upper-secondary,analytic geometry,Create a short problem for upper secondary students to develop analytic geometry using a context related to population growth. Connect the task to a realistic situation.,478
upper-secondary,systems of equations,Create a fill-in-the-blank problem for upper secondary students to develop systems of equations using a context related to projectile motion. Use clear instructions and avoid unnecessary information.,479
