"Category folder (optional)","Category code","Question title","Question text","Question Type","Tolerance (for Numerical Questions)","Question answer value 1 (for all questions)","Question matching value (for Matching Questions) 1","Percentage Correct (for Multiple Choice questions) 1",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/mzzjjh.png"" > ","Numerical Question","2","35",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/dphqvd.png"" > ","Numerical Question","2","6",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/ozygss.png"" > ","Numerical Question","2","20",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/efcrxx.png"" > ","Numerical Question","2","21",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/okhoim.png"" > ","Numerical Question","2","30",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/pyyxju.png"" > ","Numerical Question","2","63",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/dbmbbd.png"" > ","Numerical Question","2","40",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/tcrjuz.png"" > ","Numerical Question","2","6",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/aqwgvo.png"" > ","Numerical Question","2","50",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/tpwpie.png"" > ","Numerical Question","2","53",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/wbdofk.png"" > ","Numerical Question","2","9",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/pucjfj.png"" > ","Numerical Question","2","30",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/zernpf.png"" > ","Numerical Question","2","39",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/noqnva.png"" > ","Numerical Question","2","10",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/qwkqdu.png"" > ","Numerical Question","2","48",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/rhwtjd.png"" > ","Numerical Question","2","15",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/njbpzc.png"" > ","Numerical Question","2","45",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/gsiaij.png"" > ","Numerical Question","2","42",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/usjnut.png"" > ","Numerical Question","2","12",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/qamoqr.png"" > ","Numerical Question","2","62",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/gzxosv.png"" > ","Numerical Question","2","5",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/cnggor.png"" > ","Numerical Question","2","39",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/gfgyqn.png"" > ","Numerical Question","2","25",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/vyctth.png"" > ","Numerical Question","2","13",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/qocjqf.png"" > ","Numerical Question","2","45",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/liuswv.png"" > ","Numerical Question","2","44",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/obwzyn.png"" > ","Numerical Question","2","0",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/aihhgg.png"" > ","Numerical Question","2","33",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/lcamuh.png"" > ","Numerical Question","2","46",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/yqoffn.png"" > ","Numerical Question","2","61",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/qpzfeu.png"" > ","Numerical Question","2","19",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/ydwweh.png"" > ","Numerical Question","2","55",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/vkyjzu.png"" > ","Numerical Question","2","-18",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/mhemaj.png"" > ","Numerical Question","2","-3",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/kustzc.png"" > ","Numerical Question","2","34",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/ajuzxc.png"" > ","Numerical Question","2","50",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/tuuema.png"" > ","Numerical Question","2","35",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/gfippg.png"" > ","Numerical Question","2","50",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/aplkha.png"" > ","Numerical Question","2","5",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/rytdbd.png"" > ","Numerical Question","2","29",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/yjlzxh.png"" > ","Numerical Question","2","10",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/uliydd.png"" > ","Numerical Question","2","31",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/mslsqn.png"" > ","Numerical Question","2","39",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/fuukmk.png"" > ","Numerical Question","2","36",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/ccdhzy.png"" > ","Numerical Question","2","28",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/xnsgpr.png"" > ","Numerical Question","2","16",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/bpkvqz.png"" > ","Numerical Question","2","32",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/sjztly.png"" > ","Numerical Question","2","0",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/mfsdpn.png"" > ","Numerical Question","2","0",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/mwfezo.png"" > ","Numerical Question","2","48",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/bckyat.png"" > ","Numerical Question","2","0",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/glwumx.png"" > ","Numerical Question","2","13",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/qzlbbr.png"" > ","Numerical Question","2","8",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/mizzwp.png"" > ","Numerical Question","2","44",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/qmjldh.png"" > ","Numerical Question","2","23",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/tnlrdc.png"" > ","Numerical Question","2","29",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/jzvwvy.png"" > ","Numerical Question","2","16",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/nxhhin.png"" > ","Numerical Question","2","0",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/yrydbv.png"" > ","Numerical Question","2","23",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/oenorh.png"" > ","Numerical Question","2","38",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/isnyqj.png"" > ","Numerical Question","2","0",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/fspogq.png"" > ","Numerical Question","2","30",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/sasttl.png"" > ","Numerical Question","2","18",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/gdpdit.png"" > ","Numerical Question","2","60",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/hjmvgd.png"" > ","Numerical Question","2","15",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/utewmp.png"" > ","Numerical Question","2","25",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/ocpbzg.png"" > ","Numerical Question","2","17",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/xcsxbf.png"" > ","Numerical Question","2","12",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/uqjrox.png"" > ","Numerical Question","2","33",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/imqsau.png"" > ","Numerical Question","2","15",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/oymwth.png"" > ","Numerical Question","2","30",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/qazpnf.png"" > ","Numerical Question","2","0",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/czdzor.png"" > ","Numerical Question","2","30",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/dulzml.png"" > ","Numerical Question","2","30",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/eyxqae.png"" > ","Numerical Question","2","17",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/ouvvrm.png"" > ","Numerical Question","2","9",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/qmktxz.png"" > ","Numerical Question","2","45",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/hiwlfr.png"" > ","Numerical Question","2","17",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/akofou.png"" > ","Numerical Question","2","15",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/prmcqx.png"" > ","Numerical Question","2","0",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/dwhuty.png"" > ","Numerical Question","2","38",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/bjzxuh.png"" > ","Numerical Question","2","15",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/eonrcy.png"" > ","Numerical Question","2","30",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/bbrrng.png"" > ","Numerical Question","2","25",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/tojuby.png"" > ","Numerical Question","2","32",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/jrqvit.png"" > ","Numerical Question","2","0",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/vegkhz.png"" > ","Numerical Question","2","33",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/lpbgbl.png"" > ","Numerical Question","2","25",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/gyijzd.png"" > ","Numerical Question","2","0",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/umepsj.png"" > ","Numerical Question","2","39",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/kjazrz.png"" > ","Numerical Question","2","49",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/dcmkif.png"" > ","Numerical Question","2","36",""," ",
"//Programming/matlab programming quizzes/if-else and while","if_else_while_matlab","If-else statments and while loops","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_while_matlab_df/dclavj.png"" > ","Numerical Question","2","31",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/euwuzu.png"" > ","Numerical Question","2","-7",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/oqmxit.png"" > ","Numerical Question","2","37",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/ahesqb.png"" > ","Numerical Question","2","16",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/rrmmnd.png"" > ","Numerical Question","2","1",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/jcdqtq.png"" > ","Numerical Question","2","30",""," ",
"//Programming/matlab programming quizzes/if-else statements","if_else_statements_matlab","If-else statements","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_matlab_df/gistzd.png"" > ","Numerical Question","2","5",""," ",
