habilidad,prompt
geometry,"Generate one basic question about sides and vertices for a student learning basic mathematics in the context of a book fair, about identifying a shape. Use one direct question at the end. Output only the question in text form, without hints or an answer."
geometry,"Generate a single basic question comparing two geometric shapes for a young math learner in the context of a school cafeteria, using whole-number side lengths. Make all needed information explicit. Return one question only, written as plain text."
geometry,"Prepare one moderate question about sides and vertices for an elementary student in the context of a playground, without using a diagram. Use one direct question at the end. Return one question only, written as plain text."
geometry,"Prepare a single basic question about area for a student learning basic mathematics in the context of a beach visit, using rectangles and squares. Use one direct question at the end. Output only the question in text form, without hints or an answer."
geometry,"Write one slightly challenging question about perimeter for a primary school student in the context of a bus trip, using only a written shape description. Use whole numbers only. Give only the question as plain text. Do not include the solution."
geometry,"Create one basic geometry question about shape properties for a young math learner in the context of a music class, using whole-number side lengths. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation."
geometry,"Generate one simple geometry question about shape properties for an upper elementary student in the context of a garden, about finding one missing side length. Keep the question concise. Return only the question in plain text, with no answer or explanation."
geometry,"Prepare one simple question about sides and vertices for a student learning basic mathematics in the context of a school library, about finding one missing side length. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation."
lcm,"Prepare one moderate question asking when two schedules meet again for a young learner ready for a challenge in the context of a sports day, using a repeating-pattern situation. Use whole numbers only. Give only the question as plain text. Do not include the solution."
lcm,"Generate a single moderate question about two repeating events for a primary school student learning advanced topics in the context of a book fair, using numbers below 15. Use one direct question at the end. Return one question only, written as plain text."
lcm,"Generate one moderate question asking when two schedules meet again for an upper elementary student in the context of a pet shelter, using numbers below 15. Keep the question concise. Return only the question in plain text, with no answer or explanation."
lcm,"Make one slightly challenging question about the least common multiple for a primary school student learning advanced topics in the context of a camping trip, using two repeating time intervals. Make the situation realistic. Give only the question as plain text. Do not include the solution."
lcm,"Make a single basic question about the least common multiple for a young learner ready for a challenge in the context of a camping trip, using a school schedule situation. Use one direct question at the end. Give only the question as plain text. Do not include the solution."
lcm,"Make a single basic simple LCM word problem for a young learner ready for a challenge in the context of a book fair, using a school schedule situation. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation."
lcm,"Write a single basic question about two repeating events for a young learner ready for a challenge in the context of a bakery, using two small multiples. Make all needed information explicit. Return only the question in plain text, with no answer or explanation."
lcm,"Write one basic question about two repeating events for a primary school student learning advanced topics in the context of a pet shelter, using a school schedule situation. Make all needed information explicit. Return only the question in plain text, with no answer or explanation."
lcm,"Create a single moderate simple LCM word problem for a primary school student learning advanced topics in the context of a playground, using a school schedule situation. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation."
lcm,"Make a single slightly challenging question about two repeating events for a young learner ready for a challenge in the context of a camping trip, using a school schedule situation. Make the situation realistic. Return only the question in plain text, with no answer or explanation."
lcm,"Create a single moderate question about the least common multiple for a young learner ready for a challenge in the context of a beach visit, with an LCM below 60. Make all needed information explicit. Return only the question in plain text, with no answer or explanation."
lcm,"Make a single moderate question about the least common multiple for a young learner ready for a challenge in the context of a book fair, with no more than two numbers. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation."
lcm,"Prepare one moderate question asking when two schedules meet again for a primary school student learning advanced topics in the context of a sports day, using numbers from 2 to 10. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer."
lcm,"Make a single basic question requiring the LCM of two numbers for a young learner ready for a challenge in the context of a classroom, using a school schedule situation. Use whole numbers only. Use plain text only and provide no solution or explanation."
lcm,"Generate a single slightly challenging question requiring the LCM of two numbers for a primary school student learning advanced topics in the context of a camping trip, using two repeating time intervals. Use one direct question at the end. Output only the question in text form, without hints or an answer."
lcm,"Generate one basic question about two repeating events for a young learner ready for a challenge in the context of a bus trip, using two repeating time intervals. Make all needed information explicit. Return one question only, written as plain text."
lcm,"Create one slightly challenging question about two repeating events for a primary school student learning advanced topics in the context of a book fair, with no more than two numbers. Avoid unnecessary details. Return one question only, written as plain text."
lcm,"Make a single simple question about the least common multiple for a young learner ready for a challenge in the context of a community park, with an LCM below 60. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation."
lcm,"Prepare a single moderate question asking when two schedules meet again for a primary school student learning advanced topics in the context of a camping trip, with an LCM below 60. Use one direct question at the end. Return one question only, written as plain text."
lcm,"Make one moderate question about the least common multiple for an upper elementary student in the context of a bakery, using two small multiples. Keep the question concise. Output only the question in text form, without hints or an answer."
lcm,"Create a single easy question asking when two schedules meet again for an upper elementary student in the context of a school cafeteria, using a repeating-pattern situation. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation."
lcm,"Make one simple question requiring the LCM of two numbers for an upper elementary student in the context of a school library, using numbers from 2 to 10. Make the situation realistic. Use plain text only and provide no solution or explanation."
lcm,"Make a single slightly challenging question requiring the LCM of two numbers for a primary school student learning advanced topics in the context of a birthday party, using numbers below 15. Make all needed information explicit. Output only the question in text form, without hints or an answer."
lcm,"Create a single easy question about the least common multiple for a young learner ready for a challenge in the context of a toy store, using two small multiples. Keep the question concise. Return one question only, written as plain text."
lcm,"Create a single slightly challenging question requiring the LCM of two numbers for a primary school student learning advanced topics in the context of a farm, using a repeating-pattern situation. Avoid unnecessary details. Use plain text only and provide no solution or explanation."
lcm,"Create one easy simple LCM word problem for a young learner ready for a challenge in the context of a school cafeteria, using two small multiples. Keep the question concise. Return one question only, written as plain text."
lcm,"Generate a single easy question about two repeating events for a primary school student learning advanced topics in the context of a book fair, using two small multiples. Use familiar vocabulary. Give only the question as plain text. Do not include the solution."
lcm,"Write one moderate question about two repeating events for a young learner ready for a challenge in the context of a sports day, using numbers below 15. Use familiar vocabulary. Give only the question as plain text. Do not include the solution."
lcm,"Write a single moderate question about the least common multiple for a young learner ready for a challenge in the context of a playground, using a school schedule situation. Use familiar vocabulary. Return one question only, written as plain text."
lcm,"Create a single moderate question about two repeating events for a primary school student learning advanced topics in the context of a camping trip, with an LCM below 60. Avoid unnecessary details. Return one question only, written as plain text."
lcm,"Write one slightly challenging question about two repeating events for an upper elementary student in the context of a playground, using numbers from 2 to 10. Make all needed information explicit. Output only the question in text form, without hints or an answer."
lcm,"Make a single slightly challenging question about two repeating events for a primary school student learning advanced topics in the context of a sports day, using a school schedule situation. Avoid unnecessary details. Use plain text only and provide no solution or explanation."
lcm,"Create one slightly challenging question requiring the LCM of two numbers for a young learner ready for a challenge in the context of a sports day, using numbers below 15. Make the situation realistic. Use plain text only and provide no solution or explanation."
lcm,"Generate a single basic question about two repeating events for an upper elementary student in the context of a fruit shop, using a school schedule situation. Avoid unnecessary details. Output only the question in text form, without hints or an answer."
lcm,"Prepare one simple simple LCM word problem for an upper elementary student in the context of a school library, using numbers from 2 to 10. Use whole numbers only. Use plain text only and provide no solution or explanation."
lcm,"Write one simple question asking when two schedules meet again for a primary school student learning advanced topics in the context of a beach visit, using numbers from 2 to 10. Keep the wording clear and age-appropriate. Give only the question as plain text. Do not include the solution."
lcm,"Create one easy question about the least common multiple for a primary school student learning advanced topics in the context of a beach visit, using two repeating time intervals. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation."
lcm,"Create a single simple simple LCM word problem for a primary school student learning advanced topics in the context of a music class, using a school schedule situation. Use familiar vocabulary. Return only the question in plain text, with no answer or explanation."
lcm,"Generate a single simple question asking when two schedules meet again for an upper elementary student in the context of a playground, using numbers below 15. Avoid unnecessary details. Output only the question in text form, without hints or an answer."
lcm,"Create one simple simple LCM word problem for an upper elementary student in the context of a fruit shop, using two small multiples. Keep the question concise. Output only the question in text form, without hints or an answer."
lcm,"Create a single easy question about two repeating events for an upper elementary student in the context of a school library, using numbers below 15. Use familiar vocabulary. Return one question only, written as plain text."
lcm,"Write a single simple question requiring the LCM of two numbers for a primary school student learning advanced topics in the context of a camping trip, using two repeating time intervals. Make all needed information explicit. Output only the question in text form, without hints or an answer."
lcm,"Generate a single slightly challenging question requiring the LCM of two numbers for a primary school student learning advanced topics in the context of a pet shelter, with an LCM below 60. Make all needed information explicit. Return only the question in plain text, with no answer or explanation."
lcm,"Create one simple question asking when two schedules meet again for an upper elementary student in the context of a farm, using a school schedule situation. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer."
lcm,"Prepare one basic simple LCM word problem for a young learner ready for a challenge in the context of a pet shelter, with an LCM below 60. Make all needed information explicit. Use plain text only and provide no solution or explanation."
lcm,"Make a single slightly challenging question about two repeating events for a young learner ready for a challenge in the context of a playground, with an LCM below 60. Avoid unnecessary details. Use plain text only and provide no solution or explanation."
lcm,"Generate one simple question requiring the LCM of two numbers for a primary school student learning advanced topics in the context of a garden, using two repeating time intervals. Use one direct question at the end. Output only the question in text form, without hints or an answer."
lcm,"Make a single basic question about two repeating events for an upper elementary student in the context of a bakery, using two repeating time intervals. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation."
lcm,"Generate one moderate question asking when two schedules meet again for an upper elementary student in the context of a garden, using a school schedule situation. Keep the question concise. Return only the question in plain text, with no answer or explanation."
lcm,"Make a single basic question asking when two schedules meet again for a young learner ready for a challenge in the context of a pet shelter, with an LCM below 60. Make the situation realistic. Use plain text only and provide no solution or explanation."
lcm,"Generate a single easy question requiring the LCM of two numbers for an upper elementary student in the context of a book fair, using a school schedule situation. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation."
lcm,"Create a single easy question about two repeating events for an upper elementary student in the context of a community park, using a repeating-pattern situation. Keep the wording clear and age-appropriate. Give only the question as plain text. Do not include the solution."
lcm,"Prepare one basic simple LCM word problem for an upper elementary student in the context of a bakery, using two repeating time intervals. Keep the question concise. Return only the question in plain text, with no answer or explanation."
lcm,"Create a single easy question about two repeating events for a young learner ready for a challenge in the context of a pet shelter, using numbers below 15. Keep the wording clear and age-appropriate. Return one question only, written as plain text."
lcm,"Prepare one basic question about two repeating events for an upper elementary student in the context of a camping trip, using two repeating time intervals. Use familiar vocabulary. Use plain text only and provide no solution or explanation."
lcm,"Generate one basic question requiring the LCM of two numbers for an upper elementary student in the context of a birthday party, using two small multiples. Keep the question concise. Give only the question as plain text. Do not include the solution."
lcm,"Make a single basic question about two repeating events for a young learner ready for a challenge in the context of a sports day, with no more than two numbers. Use one direct question at the end. Use plain text only and provide no solution or explanation."
lcm,"Prepare a single easy question about the least common multiple for a young learner ready for a challenge in the context of a family picnic, using two small multiples. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation."
lcm,"Generate one basic question about the least common multiple for an upper elementary student in the context of a garden, with no more than two numbers. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer."
lcm,"Generate a single basic simple LCM word problem for a primary school student learning advanced topics in the context of a fruit shop, with no more than two numbers. Make the situation realistic. Give only the question as plain text. Do not include the solution."
lcm,"Create a single easy question requiring the LCM of two numbers for an upper elementary student in the context of a birthday party, using two repeating time intervals. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation."
lcm,"Create one basic question requiring the LCM of two numbers for a primary school student learning advanced topics in the context of a garden, using a school schedule situation. Keep the question concise. Return one question only, written as plain text."
lcm,"Write one basic question about the least common multiple for a young learner ready for a challenge in the context of a school library, using two repeating time intervals. Make all needed information explicit. Output only the question in text form, without hints or an answer."
lcm,"Write one easy simple LCM word problem for an upper elementary student in the context of a science fair, using numbers below 15. Use familiar vocabulary. Use plain text only and provide no solution or explanation."
lcm,"Generate a single easy question asking when two schedules meet again for an upper elementary student in the context of a camping trip, using two small multiples. Make the situation realistic. Give only the question as plain text. Do not include the solution."
lcm,"Generate a single basic question asking when two schedules meet again for an upper elementary student in the context of a family picnic, using a repeating-pattern situation. Use one direct question at the end. Use plain text only and provide no solution or explanation."
lcm,"Write a single easy question asking when two schedules meet again for a young learner ready for a challenge in the context of a school cafeteria, using numbers from 2 to 10. Keep the question concise. Return only the question in plain text, with no answer or explanation."
lcm,"Make a single basic simple LCM word problem for a primary school student learning advanced topics in the context of a community park, using a repeating-pattern situation. Use whole numbers only. Use plain text only and provide no solution or explanation."
lcm,"Generate a single basic question about the least common multiple for a primary school student learning advanced topics in the context of a birthday party, using numbers below 15. Use familiar vocabulary. Output only the question in text form, without hints or an answer."
lcm,"Write one basic question about the least common multiple for a primary school student learning advanced topics in the context of a birthday party, with an LCM below 60. Avoid unnecessary details. Give only the question as plain text. Do not include the solution."
lcm,"Prepare a single slightly challenging simple LCM word problem for a primary school student learning advanced topics in the context of a playground, with an LCM below 60. Use one direct question at the end. Return one question only, written as plain text."
lcm,"Prepare a single easy question about the least common multiple for a young learner ready for a challenge in the context of a toy store, using two repeating time intervals. Use whole numbers only. Return only the question in plain text, with no answer or explanation."
lcm,"Write a single simple question asking when two schedules meet again for an upper elementary student in the context of a beach visit, using two repeating time intervals. Use one direct question at the end. Output only the question in text form, without hints or an answer."
lcm,"Create one moderate question about two repeating events for a primary school student learning advanced topics in the context of a beach visit, using numbers below 15. Make the situation realistic. Return one question only, written as plain text."
lcm,"Create one easy question requiring the LCM of two numbers for a young learner ready for a challenge in the context of a beach visit, using two repeating time intervals. Make all needed information explicit. Return only the question in plain text, with no answer or explanation."
lcm,"Write one basic question about two repeating events for a young learner ready for a challenge in the context of a garden, using numbers below 15. Use whole numbers only. Give only the question as plain text. Do not include the solution."
lcm,"Write one simple question asking when two schedules meet again for an upper elementary student in the context of a bakery, using a school schedule situation. Use one direct question at the end. Give only the question as plain text. Do not include the solution."
gcd,"Create a single easy question about making equal groups for an upper elementary student in the context of a pet shelter, with a GCD greater than one. Use familiar vocabulary. Output only the question in text form, without hints or an answer."
gcd,"Prepare one easy simple GCD word problem for an upper elementary student in the context of a bus trip, using an equal-packaging situation. Use whole numbers only. Return only the question in plain text, with no answer or explanation."
gcd,"Create one easy simple GCD word problem for a young learner ready for a challenge in the context of a classroom, with no remainder after grouping. Keep the question concise. Output only the question in text form, without hints or an answer."
gcd,"Make a single basic question about the greatest common factor for an upper elementary student in the context of a bakery, using an equal-row situation. Make all needed information explicit. Output only the question in text form, without hints or an answer."
gcd,"Write one simple question about the greatest common divisor for an upper elementary student in the context of a playground, using numbers below 30. Make all needed information explicit. Return one question only, written as plain text."
gcd,"Create one slightly challenging question about the greatest common divisor for a young learner ready for a challenge in the context of a birthday party, using numbers below 50. Make the situation realistic. Return only the question in plain text, with no answer or explanation."
gcd,"Create a single easy question about making equal groups for a young learner ready for a challenge in the context of a school library, using an equal-packaging situation. Use familiar vocabulary. Return only the question in plain text, with no answer or explanation."
gcd,"Make a single moderate question requiring the GCD of two numbers for a primary school student learning advanced topics in the context of a beach visit, asking for the largest possible group size. Use one direct question at the end. Return only the question in plain text, with no answer or explanation."
gcd,"Prepare one moderate question about the greatest common divisor for a primary school student learning advanced topics in the context of a school cafeteria, using numbers below 50. Make all needed information explicit. Return one question only, written as plain text."
gcd,"Create one slightly challenging question about making equal groups for an upper elementary student in the context of a birthday party, with no remainder after grouping. Make the situation realistic. Return one question only, written as plain text."
gcd,"Create one moderate question about making equal groups for an upper elementary student in the context of a beach visit, using numbers below 50. Keep the question concise. Output only the question in text form, without hints or an answer."
gcd,"Make one slightly challenging question about the greatest common divisor for a primary school student learning advanced topics in the context of a family picnic, using an equal-packaging situation. Avoid unnecessary details. Output only the question in text form, without hints or an answer."
gcd,"Write one simple question about making equal groups for a young learner ready for a challenge in the context of a garden, with no remainder after grouping. Use whole numbers only. Return only the question in plain text, with no answer or explanation."
gcd,"Prepare a single slightly challenging simple GCD word problem for an upper elementary student in the context of a playground, with no remainder after grouping. Use whole numbers only. Return one question only, written as plain text."
gcd,"Generate one easy question requiring the GCD of two numbers for an upper elementary student in the context of a playground, using numbers below 50. Make the situation realistic. Return one question only, written as plain text."
gcd,"Generate one simple question requiring the GCD of two numbers for a young learner ready for a challenge in the context of a farm, with no remainder after grouping. Use one direct question at the end. Use plain text only and provide no solution or explanation."
gcd,"Prepare a single moderate simple GCD word problem for a primary school student learning advanced topics in the context of a book fair, using numbers below 50. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer."
gcd,"Prepare a single moderate question requiring the GCD of two numbers for a primary school student learning advanced topics in the context of a bus trip, using two small whole numbers. Make all needed information explicit. Use plain text only and provide no solution or explanation."
gcd,"Create one easy question about making equal groups for an upper elementary student in the context of a playground, using numbers below 30. Use one direct question at the end. Return only the question in plain text, with no answer or explanation."
gcd,"Make one simple question requiring the GCD of two numbers for an upper elementary student in the context of a camping trip, using numbers below 30. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation."
gcd,"Create one slightly challenging question about the greatest common factor for an upper elementary student in the context of a music class, using numbers below 30. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation."
gcd,"Write one basic question about the greatest common factor for an upper elementary student in the context of a toy store, using an equal-packaging situation. Use familiar vocabulary. Give only the question as plain text. Do not include the solution."
gcd,"Make one easy question requiring the GCD of two numbers for a young learner ready for a challenge in the context of a school library, using numbers below 30. Avoid unnecessary details. Return one question only, written as plain text."
gcd,"Make a single simple question requiring the GCD of two numbers for a young learner ready for a challenge in the context of a book fair, with a GCD greater than one. Make the situation realistic. Return one question only, written as plain text."
gcd,"Make a single simple question about the greatest common divisor for a young learner ready for a challenge in the context of a family picnic, using two small whole numbers. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer."
gcd,"Create a single simple question about the greatest common factor for a young learner ready for a challenge in the context of a fruit shop, using numbers below 50. Keep the question concise. Use plain text only and provide no solution or explanation."
gcd,"Write a single easy question about making equal groups for an upper elementary student in the context of a science fair, using numbers below 30. Avoid unnecessary details. Give only the question as plain text. Do not include the solution."
gcd,"Write a single moderate question about making equal groups for a young learner ready for a challenge in the context of a playground, with a GCD greater than one. Use familiar vocabulary. Give only the question as plain text. Do not include the solution."
gcd,"Prepare a single simple question about the greatest common factor for an upper elementary student in the context of a school cafeteria, with no remainder after grouping. Make the situation realistic. Return one question only, written as plain text."
gcd,"Make a single easy question requiring the GCD of two numbers for a young learner ready for a challenge in the context of a book fair, with a GCD greater than one. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation."
gcd,"Create a single easy question requiring the GCD of two numbers for a primary school student learning advanced topics in the context of a playground, using numbers below 50. Make the situation realistic. Return only the question in plain text, with no answer or explanation."
gcd,"Make one simple question about making equal groups for an upper elementary student in the context of a farm, asking for the largest possible group size. Make the situation realistic. Return one question only, written as plain text."
gcd,"Make a single moderate simple GCD word problem for a young learner ready for a challenge in the context of a pet shelter, with a GCD greater than one. Use familiar vocabulary. Use plain text only and provide no solution or explanation."
gcd,"Write a single moderate simple GCD word problem for an upper elementary student in the context of a sports day, asking for the largest possible group size. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation."
gcd,"Write a single easy question about the greatest common divisor for a primary school student learning advanced topics in the context of a book fair, using an equal-packaging situation. Avoid unnecessary details. Return one question only, written as plain text."
gcd,"Generate one basic question requiring the GCD of two numbers for a primary school student learning advanced topics in the context of a bakery, with no remainder after grouping. Make all needed information explicit. Use plain text only and provide no solution or explanation."
gcd,"Write a single slightly challenging question about making equal groups for a primary school student learning advanced topics in the context of a toy store, using an equal-packaging situation. Use one direct question at the end. Output only the question in text form, without hints or an answer."
gcd,"Generate one moderate question about the greatest common factor for a primary school student learning advanced topics in the context of a fruit shop, with no remainder after grouping. Avoid unnecessary details. Use plain text only and provide no solution or explanation."
gcd,"Write one simple question about the greatest common factor for an upper elementary student in the context of a birthday party, using an equal-packaging situation. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer."
gcd,"Create a single basic question requiring the GCD of two numbers for a primary school student learning advanced topics in the context of a toy store, asking for the largest possible group size. Use whole numbers only. Give only the question as plain text. Do not include the solution."
gcd,"Create a single basic question about the greatest common factor for a primary school student learning advanced topics in the context of a bakery, with a GCD greater than one. Use one direct question at the end. Return one question only, written as plain text."
gcd,"Write one basic question requiring the GCD of two numbers for a young learner ready for a challenge in the context of a book fair, with a GCD greater than one. Use one direct question at the end. Use plain text only and provide no solution or explanation."
gcd,"Make one basic question about the greatest common factor for an upper elementary student in the context of a book fair, using an equal-row situation. Keep the question concise. Output only the question in text form, without hints or an answer."
gcd,"Make one basic question about the greatest common factor for a young learner ready for a challenge in the context of a birthday party, with no remainder after grouping. Keep the wording clear and age-appropriate. Give only the question as plain text. Do not include the solution."
gcd,"Prepare one basic question about the greatest common divisor for an upper elementary student in the context of a fruit shop, using numbers below 30. Use familiar vocabulary. Return one question only, written as plain text."
gcd,"Make one easy simple GCD word problem for an upper elementary student in the context of a music class, using two small whole numbers. Use whole numbers only. Return one question only, written as plain text."
gcd,"Generate one moderate question about making equal groups for a young learner ready for a challenge in the context of a fruit shop, asking for the largest possible group size. Avoid unnecessary details. Give only the question as plain text. Do not include the solution."
gcd,"Create one slightly challenging question about the greatest common factor for a young learner ready for a challenge in the context of a playground, asking for the largest possible group size. Use whole numbers only. Return one question only, written as plain text."
gcd,"Create a single slightly challenging question requiring the GCD of two numbers for a young learner ready for a challenge in the context of a playground, using numbers below 50. Use whole numbers only. Output only the question in text form, without hints or an answer."
gcd,"Write a single slightly challenging simple GCD word problem for an upper elementary student in the context of a bakery, with no remainder after grouping. Use one direct question at the end. Return one question only, written as plain text."
gcd,"Make a single easy question about the greatest common factor for a young learner ready for a challenge in the context of a playground, with no remainder after grouping. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation."
gcd,"Make a single basic question about the greatest common divisor for a young learner ready for a challenge in the context of a classroom, using numbers below 30. Use one direct question at the end. Return one question only, written as plain text."
gcd,"Create one basic question about the greatest common factor for an upper elementary student in the context of a classroom, with no remainder after grouping. Make all needed information explicit. Return one question only, written as plain text."
gcd,"Generate one easy question about the greatest common divisor for a primary school student learning advanced topics in the context of a birthday party, using two small whole numbers. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer."
gcd,"Create one slightly challenging question about making equal groups for a young learner ready for a challenge in the context of a beach visit, using numbers below 50. Use one direct question at the end. Output only the question in text form, without hints or an answer."
gcd,"Prepare one basic question requiring the GCD of two numbers for an upper elementary student in the context of a pet shelter, using an equal-row situation. Use whole numbers only. Output only the question in text form, without hints or an answer."
gcd,"Create a single slightly challenging simple GCD word problem for a primary school student learning advanced topics in the context of a school library, using an equal-packaging situation. Make the situation realistic. Output only the question in text form, without hints or an answer."
gcd,"Prepare a single basic question about making equal groups for a primary school student learning advanced topics in the context of a book fair, asking for the largest possible group size. Use whole numbers only. Use plain text only and provide no solution or explanation."
gcd,"Create one slightly challenging simple GCD word problem for a young learner ready for a challenge in the context of a community park, using an equal-row situation. Avoid unnecessary details. Return one question only, written as plain text."
gcd,"Make one simple question about the greatest common factor for a young learner ready for a challenge in the context of a camping trip, with no remainder after grouping. Avoid unnecessary details. Return one question only, written as plain text."
gcd,"Prepare a single slightly challenging simple GCD word problem for a young learner ready for a challenge in the context of a pet shelter, with a GCD greater than one. Use one direct question at the end. Give only the question as plain text. Do not include the solution."
gcd,"Write a single basic question about making equal groups for a young learner ready for a challenge in the context of a family picnic, using numbers below 30. Use one direct question at the end. Give only the question as plain text. Do not include the solution."
gcd,"Prepare one slightly challenging question about the greatest common factor for a young learner ready for a challenge in the context of a classroom, with a GCD greater than one. Make the situation realistic. Output only the question in text form, without hints or an answer."
gcd,"Prepare one easy question requiring the GCD of two numbers for a young learner ready for a challenge in the context of a birthday party, using an equal-packaging situation. Make all needed information explicit. Give only the question as plain text. Do not include the solution."
gcd,"Generate a single easy question requiring the GCD of two numbers for a young learner ready for a challenge in the context of a family picnic, using numbers below 30. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer."
gcd,"Generate one slightly challenging question requiring the GCD of two numbers for an upper elementary student in the context of a birthday party, using an equal-packaging situation. Use familiar vocabulary. Output only the question in text form, without hints or an answer."
gcd,"Make one basic question about the greatest common divisor for an upper elementary student in the context of a bus trip, using numbers below 30. Use familiar vocabulary. Return one question only, written as plain text."
gcd,"Prepare a single basic question requiring the GCD of two numbers for a young learner ready for a challenge in the context of a birthday party, using numbers below 50. Use familiar vocabulary. Give only the question as plain text. Do not include the solution."
gcd,"Make one simple question about the greatest common divisor for an upper elementary student in the context of a bakery, using numbers below 30. Make all needed information explicit. Use plain text only and provide no solution or explanation."
gcd,"Create one easy question about the greatest common divisor for a primary school student learning advanced topics in the context of a fruit shop, using two small whole numbers. Make all needed information explicit. Output only the question in text form, without hints or an answer."
gcd,"Make a single simple question about the greatest common divisor for an upper elementary student in the context of a community park, using an equal-row situation. Use familiar vocabulary. Return one question only, written as plain text."
gcd,"Write one slightly challenging simple GCD word problem for a primary school student learning advanced topics in the context of a birthday party, using an equal-row situation. Use familiar vocabulary. Output only the question in text form, without hints or an answer."
gcd,"Prepare one moderate question about the greatest common divisor for a primary school student learning advanced topics in the context of a beach visit, using numbers below 50. Avoid unnecessary details. Output only the question in text form, without hints or an answer."
gcd,"Write a single easy question about the greatest common factor for an upper elementary student in the context of a school library, with no remainder after grouping. Keep the question concise. Return one question only, written as plain text."
gcd,"Make a single moderate question about making equal groups for a young learner ready for a challenge in the context of a farm, using two small whole numbers. Avoid unnecessary details. Output only the question in text form, without hints or an answer."
gcd,"Prepare a single slightly challenging question about the greatest common factor for a primary school student learning advanced topics in the context of a fruit shop, using an equal-packaging situation. Keep the question concise. Give only the question as plain text. Do not include the solution."
gcd,"Generate a single easy question requiring the GCD of two numbers for an upper elementary student in the context of a family picnic, using numbers below 30. Use one direct question at the end. Use plain text only and provide no solution or explanation."
ratio,"Write one basic ratio word problem for an upper elementary student in the context of a family picnic, using an equivalent-ratio situation described with words. Make the situation realistic. Give only the question as plain text. Do not include the solution."
ratio,"Create one easy question comparing two groups with a ratio for a young learner ready for a challenge in the context of a music class, using two types of objects. Make all needed information explicit. Return only the question in plain text, with no answer or explanation."
ratio,"Make one basic simple ratio question for a primary school student learning advanced topics in the context of a pet shelter, using two types of objects. Make the situation realistic. Use plain text only and provide no solution or explanation."
ratio,"Prepare a single moderate ratio word problem for a primary school student learning advanced topics in the context of a bus trip, with a ratio that can be simplified. Use whole numbers only. Return one question only, written as plain text."
ratio,"Create a single basic simple ratio question for a primary school student learning advanced topics in the context of a toy store, using a clear part-to-part comparison. Use familiar vocabulary. Use plain text only and provide no solution or explanation."
ratio,"Prepare a single easy question asking for a part-to-part ratio for a young learner ready for a challenge in the context of a community park, using two types of objects. Avoid unnecessary details. Give only the question as plain text. Do not include the solution."
ratio,"Prepare one simple simple ratio question for an upper elementary student in the context of a beach visit, with a ratio that can be simplified. Keep the wording clear and age-appropriate. Return one question only, written as plain text."
ratio,"Create a single easy ratio word problem for an upper elementary student in the context of a bakery, without fractions or decimals. Keep the question concise. Return one question only, written as plain text."
