,text,labels
712,What is the highest common factor of 26 and 702?,division-multiplication
713,What is the highest common factor of 570 and 38?,division-multiplication
714,What is the highest common factor of 2230 and 30?,division-multiplication
715,What is the highest common factor of 418 and 22?,division-multiplication
716,What is the greatest common divisor of 38 and 171?,division-multiplication
717,Calculate the greatest common divisor of 4608 and 36.,division-multiplication
718,What is the greatest common factor of 1507 and 198?,division-multiplication
719,What is the greatest common divisor of 177 and 59?,division-multiplication
720,What is the greatest common factor of 48 and 1520?,division-multiplication
721,Calculate the greatest common factor of 90 and 144.,division-multiplication
722,Calculate the highest common divisor of 342 and 18.,division-multiplication
723,Calculate the greatest common factor of 1862 and 98.,division-multiplication
724,What is the greatest common factor of 54 and 1809?,division-multiplication
725,What is the greatest common divisor of 120 and 36?,division-multiplication
726,What is the highest common factor of 158 and 52930?,division-multiplication
727,Calculate the highest common factor of 17797 and 13.,division-multiplication
728,Calculate the highest common divisor of 600 and 1680.,division-multiplication
729,What is the highest common factor of 800 and 350?,division-multiplication
730,Calculate the highest common factor of 117 and 65.,division-multiplication
731,What is the highest common divisor of 32 and 20?,division-multiplication
732,Calculate the greatest common divisor of 2222 and 55.,division-multiplication
733,Calculate the highest common divisor of 16 and 4.,division-multiplication
734,Calculate the highest common factor of 800 and 325.,division-multiplication
735,Calculate the greatest common divisor of 30 and 16690.,division-multiplication
736,What is the greatest common factor of 5037 and 69?,division-multiplication
737,What is the greatest common factor of 7 and 21?,division-multiplication
738,Calculate the greatest common factor of 3549 and 42.,division-multiplication
739,Calculate the highest common factor of 7410 and 104.,division-multiplication
740,What is the highest common factor of 6 and 1497?,division-multiplication
741,What is the greatest common factor of 12 and 102?,division-multiplication
742,What is the greatest common factor of 100 and 4?,division-multiplication
743,Calculate the highest common divisor of 299 and 23.,division-multiplication
744,What is the greatest common factor of 105 and 2058?,division-multiplication
745,What is the highest common factor of 53 and 53?,division-multiplication
746,Calculate the greatest common divisor of 5 and 640.,division-multiplication
747,What is the greatest common factor of 10 and 1070?,division-multiplication
748,What is the highest common divisor of 75 and 390?,division-multiplication
749,Calculate the greatest common divisor of 44 and 154.,division-multiplication
750,Calculate the greatest common factor of 8943 and 66.,division-multiplication
751,What is the greatest common factor of 17856 and 16?,division-multiplication
752,Calculate the greatest common divisor of 1370 and 450.,division-multiplication
753,What is the highest common factor of 104 and 351?,division-multiplication
754,What is the greatest common divisor of 810 and 6615?,division-multiplication
755,Calculate the highest common divisor of 7 and 2.,division-multiplication
756,What is the greatest common divisor of 779 and 95?,division-multiplication
757,Calculate the greatest common factor of 303 and 12.,division-multiplication
758,Calculate the greatest common factor of 506 and 1748.,division-multiplication
759,What is the highest common factor of 95 and 5?,division-multiplication
760,What is the greatest common divisor of 56 and 14?,division-multiplication
761,Calculate the greatest common divisor of 1392 and 48.,division-multiplication
762,Calculate the greatest common divisor of 65 and 1625.,division-multiplication
763,What is the highest common factor of 32 and 55?,division-multiplication
764,What is the highest common divisor of 66 and 294?,division-multiplication
765,Calculate the highest common factor of 21342 and 12.,division-multiplication
766,What is the highest common factor of 867 and 408?,division-multiplication
767,What is the highest common factor of 32 and 7376?,division-multiplication
768,What is the highest common factor of 198 and 110?,division-multiplication
769,What is the highest common divisor of 4 and 716?,division-multiplication
770,Calculate the greatest common divisor of 2255 and 495.,division-multiplication
771,Calculate the greatest common factor of 338 and 130.,division-multiplication
772,Calculate the highest common factor of 64 and 1696.,division-multiplication
773,What is the greatest common divisor of 143 and 3016?,division-multiplication
774,What is the greatest common factor of 16432 and 948?,division-multiplication
775,What is the highest common factor of 1890 and 2100?,division-multiplication
776,Calculate the highest common divisor of 74 and 592.,division-multiplication
777,What is the highest common divisor of 6972 and 210?,division-multiplication
778,Calculate the greatest common divisor of 1155 and 616.,division-multiplication
779,Calculate the greatest common divisor of 108 and 234.,division-multiplication
780,Calculate the highest common factor of 372 and 24.,division-multiplication
781,What is the common denominator of 11/45 and -3/335?,division-multiplication
782,Find the common denominator of -87/704 and -14/187.,division-multiplication
783,What is the lowest common multiple of 33 and 408?,division-multiplication
784,What is the smallest common multiple of 44 and 16?,division-multiplication
785,Find the common denominator of -99/140 and -113/30.,division-multiplication
786,Calculate the common denominator of 71/2244 and 83/1428.,division-multiplication
787,Calculate the common denominator of 32/145 and 28/23.,division-multiplication
788,What is the lowest common multiple of 245 and 5495?,division-multiplication
789,Find the common denominator of 53/33 and 58/231.,division-multiplication
790,Find the common denominator of 115/24 and -131/576.,division-multiplication
791,What is the least common multiple of 6728 and 40?,division-multiplication
792,Find the common denominator of 139/2640 and -109/660.,division-multiplication
793,Calculate the least common multiple of 5061 and 42.,division-multiplication
794,What is the least common multiple of 90 and 288?,division-multiplication
795,Find the common denominator of -43/9 and 5/1494.,division-multiplication
796,What is the common denominator of 15/8 and 97/416?,division-multiplication
797,What is the common denominator of -82/2415 and -109/8970?,division-multiplication
798,What is the common denominator of 62/9 and -19/1892?,division-multiplication
799,Find the common denominator of -59/8 and 25/88.,division-multiplication
800,Calculate the least common multiple of 24498 and 8.,division-multiplication
801,What is the smallest common multiple of 12 and 8?,division-multiplication
802,Calculate the common denominator of -16/35 and -76/39.,division-multiplication
803,What is the lowest common multiple of 20 and 8?,division-multiplication
804,What is the smallest common multiple of 525 and 35?,division-multiplication
805,Find the common denominator of -4/57 and 47/54.,division-multiplication
806,Calculate the common denominator of 17/156 and 113/572.,division-multiplication
807,What is the common denominator of -93/58 and -5/58?,division-multiplication
808,What is the smallest common multiple of 3 and 325?,division-multiplication
809,Find the common denominator of 157/60 and 103/50.,division-multiplication
810,Find the common denominator of -139/350 and 151/210.,division-multiplication
811,Calculate the lowest common multiple of 48 and 36.,division-multiplication
812,Calculate the lowest common multiple of 298 and 2.,division-multiplication
813,What is the least common multiple of 10 and 5?,division-multiplication
814,Calculate the common denominator of -1/8 and 99/10.,division-multiplication
815,Find the common denominator of 107/12 and -25/4.,division-multiplication
816,What is the lowest common multiple of 44 and 176?,division-multiplication
817,Calculate the lowest common multiple of 1368 and 1368.,division-multiplication
818,Calculate the smallest common multiple of 7272 and 909.,division-multiplication
819,Calculate the lowest common multiple of 1355 and 80.,division-multiplication
820,Calculate the smallest common multiple of 286 and 364.,division-multiplication
821,Calculate the smallest common multiple of 66 and 1572.,division-multiplication
822,What is the smallest common multiple of 24 and 24?,division-multiplication
823,Calculate the common denominator of 83/14 and -41/6.,division-multiplication
824,What is the common denominator of 15/746 and -67/1492?,division-multiplication
825,Find the common denominator of -79/222 and -7/1776.,division-multiplication
826,Calculate the smallest common multiple of 22 and 12.,division-multiplication
827,Calculate the least common multiple of 5480 and 40.,division-multiplication
828,What is the lowest common multiple of 196 and 6?,division-multiplication
829,Calculate the common denominator of -125/1278 and -79/4.,division-multiplication
830,Calculate the least common multiple of 112 and 182.,division-multiplication
831,Calculate the smallest common multiple of 40 and 230.,division-multiplication
832,Calculate the least common multiple of 19567 and 12661.,division-multiplication
833,Find the common denominator of -47/10 and 19/681.,division-multiplication
834,What is the common denominator of -59/120 and -29/24?,division-multiplication
835,Calculate the common denominator of 40/119 and 29/28.,division-multiplication
836,Calculate the common denominator of 115/582 and -4/11.,division-multiplication
837,What is the lowest common multiple of 330 and 180?,division-multiplication
838,What is the smallest common multiple of 8093 and 3?,division-multiplication
839,Find the common denominator of 34/63 and 54/7.,division-multiplication
840,Calculate the lowest common multiple of 34 and 816.,division-multiplication
841,What is the common denominator of 83/34 and 41/17?,division-multiplication
842,Find the common denominator of 8/77 and 37/33.,division-multiplication
843,Calculate the common denominator of -91/76 and -33/133.,division-multiplication
844,What is the common denominator of -34/11 and -187/3810?,division-multiplication
845,What is the common denominator of 97/66 and 45/14?,division-multiplication
846,Calculate the common denominator of 11/226 and -87/8.,division-multiplication
847,What is the smallest common multiple of 33 and 102?,division-multiplication
848,What is the lowest common multiple of 1080 and 270?,division-multiplication
849,Calculate the lowest common multiple of 4 and 460.,division-multiplication
850,Calculate the common denominator of -101/270 and 67/360.,division-multiplication
851,Find the common denominator of 23/123 and 76/3.,division-multiplication
994,-1 times -70,division-multiplication
996,What is the lowest common multiple of 9 and 297?,division-multiplication
997,Calculate the remainder when 2921 is divided by 79.,division-multiplication
998,What is the remainder when 52 is divided by 3?,division-multiplication
999,Calculate the highest common divisor of 3 and 1203.,division-multiplication
0,Joan found 70 seashells on the beach . she gave Sam some of her seashells . She has 27 seashell . How many seashells did she give to Sam ? ,addition-subtraction
1,There were 28 bales of hay in the barn . Tim stacked bales in the barn today . There are now 54 bales of hay in the barn . How many bales did he store in the barn ? ,addition-subtraction
2,Mary is baking a cake . The recipe wants 8 cups of flour . She already put in 2 cups . How many cups does she need to add ? ,addition-subtraction
3,Sara 's high school played 12 basketball games this year . The team won most of their games . They were defeated during 4 games . How many games did they win ? ,addition-subtraction
4,There are 22 walnut trees currently in the park . Park workers will plant walnut trees today . When the workers are finished there will be 55 walnut trees in the park . How many walnut trees did the workers plant today ? ,addition-subtraction
5,Mike had 34 peaches at his roadside fruit dish . He went to the orchard and picked peaches to stock up . There are now 86 peaches . how many did he pick ? ,addition-subtraction
6,There were 6 roses in the vase . Mary cut some roses from her flower garden . There are now 16 roses in the vase . How many roses did she cut ? ,addition-subtraction
7,Joan went to 4 football games this year . She went to 9 games last year . How many football games did Joan go to in all ? ,addition-subtraction
8,Tom has 9 yellow balloons Sara has 8 yellow balloons . How many yellow balloons do they have in total ? ,addition-subtraction
9,There are 4 walnut trees currently in the park . Park workers will plant 6 walnut trees today . How many walnut trees will the park have when the workers are finished ? ,addition-subtraction
10,Sam had 9 dimes in his bank . His dad gave him 7 dimes . How many dimes does Sam have now ? ,addition-subtraction
11,Alyssa 's dog had puppies . She gave 7 to her friends . She now has 5 puppies . How many puppies did she have to start with ? ,addition-subtraction
12,A restaurant served 9 pizzas during lunch and 6 during dinner today . How many pizzas were served today ? ,addition-subtraction
13,There are 2 pencils in the drawer . Tim placed 3 pencils in the drawer . How many pencils are now there in total ? ,addition-subtraction
14,Joan found 6 seashells and Jessica found 8 seashells on the beach . How many seashells did they find together ? ,addition-subtraction
15,Sandy grew 6 carrots . Sam grew 3 carrots . How many carrots did they grow in total ? ,addition-subtraction
16,Benny picked 2 apples and Dan picked 9 apples from the apple tree . How many apples were picked in total ? ,addition-subtraction
17,"Sally found 9 seashells , Tom found 7 seashells , and Jessica found 5 seashells on the beach . How many seashells did they find together ? ",addition-subtraction
18,Tim 's cat had kittens . He gave 3 to Jessica and 6 to Sara . He now has 9 kittens . How many kittens did he have to start with ? ,addition-subtraction
19,"Joan has 9 blue balloons , Sally has 5 blue balloons , and Jessica has 2 blue balloons . How many blue balloons do they have in total ? ",addition-subtraction
20,Melanie had 7 dimes in her bank . Her dad gave her 8 dimes and her mother gave her 4 dimes . How many dimes does Melanie have now ? ,addition-subtraction
21,A restaurant served 5 cakes during lunch and 6 during dinner today . The restaurant served 3 cakes yesterday . How many cakes were served in total ? ,addition-subtraction
22,"Melanie picked 4 plums , Dan picked 9 plums , and Sally picked 3 plums from the plum tree . How many plums were picked in total ? ",addition-subtraction
23,There are 7 dogwood trees currently in the park . Park workers will plant 3 dogwood trees today and 2 dogwood trees tomorrow . How many dogwood trees will the park have when the workers are finished ? ,addition-subtraction
24,"Sara grew 4 onions , Sally grew 5 onions , and Fred grew 9 onions . How many onions did they grow in all ? ",addition-subtraction
25,Jason has 43 blue and 16 red marbles . Tom has 24 blue marbles . How many blue marbles do they have in all ? ,addition-subtraction
26,Sam found 18 seashells and Mary found 47 seashells on the beach . How many seashells did they find together ? ,addition-subtraction
27,Jason grew 23 watermelons and 18 turnips . Nancy grew 28 watermelons . How many watermelons did they grow in total ? ,addition-subtraction
28,There are 11 rulers and 34 crayons in the drawer . Tim placed 14 rulers in the drawer . How many rulers are now there in all ? ,addition-subtraction
29,Sara picked 45 pears and Sally picked 11 pears from the pear tree . How many pears were picked in total ? ,addition-subtraction
30,Keith has 20 books . Jason has 21 books . How many books do they have together ? ,addition-subtraction
31,Jason had 49 quarters in his bank . His dad gave him 25 quarters . How many quarters does he have now ? ,addition-subtraction
32,"Tom found 15 seashells and Fred found 43 seashells on the beach . When they cleaned them , they discovered that 29 were cracked . How many seashells did they find together ? ",addition-subtraction
33,Sara has 31 red and 15 green balloons . Sandy has 24 red balloons . How many red balloons do they have in total ? ,addition-subtraction
34,Joan picked 37 oranges and Sara picked 10 oranges . Alyssa picked 30 pears . How many oranges were picked in total ? ,addition-subtraction
35,"Fred went to 36 basketball games this year , but missed 35 . He went to 11 games last year . How many basketball games did Fred go to in total ? ",addition-subtraction
36,There are 33 pencils and 44 crayons in the drawer . Joan placed 27 pencils in the drawer . How many pencils are now there in total ? ,addition-subtraction
37,Sam had 49 pennies and 24 nickels in his bank . His dad gave him 39 nickels and 31 quarters . How many nickels does he have now ? ,addition-subtraction
38,Dan grew 42 turnips and 38 cantelopes . Jessica grew 47 turnips . How many turnips did they grow in total ? ,addition-subtraction
39,There are 33 walnut trees currently in the park . Park workers will plant 44 walnut trees today . How many walnut trees will the park have when the workers are finished ? ,addition-subtraction
40,Sara had 21 quarters in her bank . Her dad gave her 49 quarters . How many quarters does she have now ? ,addition-subtraction
41,There are 41 pencils in the drawer . Mike placed 30 pencils in the drawer . How many pencils are now there in total ? ,addition-subtraction
42,Joan has 10 books . Tom has 38 books . How many books do they have together ? ,addition-subtraction
43,Joan has 40 blue balloons Melanie has 41 blue balloons . How many blue balloons do they have in total ? ,addition-subtraction
44,Fred grew 38 cantelopes . Tim grew 44 cantelopes . How many cantelopes did they grow in total ? ,addition-subtraction
45,Sam went to 14 football games this year . He went to 29 games last year . How many football games did Sam go to in all ? ,addition-subtraction
46,Mary found 18 seashells and Jessica found 41 seashells on the beach . How many seashells did they find together ? ,addition-subtraction
47,There are 39 dogwood trees currently in the park . Park workers will plant 41 dogwood trees today and 20 dogwood trees tomorrow . How many dogwood trees will the park have when the workers are finished ? ,addition-subtraction
48,"Sandy has 10 books , Benny has 24 books , and Tim has 33 books . How many books do they have together ? ",addition-subtraction
49,"Jason picked 46 pears , Keith picked 47 pears , and Mike picked 12 pears from the pear tree . How many pears were picked in total ? ",addition-subtraction
50,"Keith grew 29 cantelopes , Fred grew 16 cantelopes , and Jason grew 20 cantelopes . How many cantelopes did they grow in total ? ",addition-subtraction
51,Melanie had 19 dimes in her bank . Her dad gave her 39 dimes and her mother gave her 25 dimes . How many dimes does Melanie have now ? ,addition-subtraction
52,"Alyssa has 37 blue balloons , Sandy has 28 blue balloons , and Sally has 39 blue balloons . How many blue balloons do they have in all ? ",addition-subtraction
53,Sally had 27 Pokemon cards . Dan gave her 41 new Pokemon cards . Sally bought 20 Pokemon cards . How many Pokemon cards does Sally have now ? ,addition-subtraction
54,"Jason went to 11 football games this month . He went to 17 games last month , and plans to go to 16 games next month . How many games will he attend in all ? ",addition-subtraction
55,There are 43 pencils in the drawer and 19 pencils on the desk . Dan placed 16 pencils on the desk . How many pencils are now there in total ? ,addition-subtraction
56,Mike has 35 books in his library . He bought several books at a yard sale over the weekend . He now has 56 books in his library . How many books did he buy at the yard sale ? ,addition-subtraction
57,There are 53 maple trees currently in the park . Park workers will plant maple trees today . When the workers are finished there will be 64 maple trees in the park . How many maple trees did the workers plant today ? ,addition-subtraction
58,"Dan found 56 seashells on the beach , he gave Jessica some of his seashells . He has 22 seashell . How many seashells did he give to Jessica ? ",addition-subtraction
59,Sally had 13 peaches at her roadside fruit dish . She went to the orchard and picked peaches to stock up . There are now 55 peaches . how many did she pick ? ,addition-subtraction
60,"Benny received 67 dollars for his birthday . He went to a sporting goods store and bought a baseball glove , baseball , and bat . He had 33 dollars over , how much did he spent on the baseball gear ? ",addition-subtraction
61,There were 3 roses in the vase . Alyssa cut some roses from her flower garden . There are now 14 roses in the vase . How many roses did she cut ? ,addition-subtraction
62,Last week Tom had 74 dollars . He washed cars over the weekend and now has 86 dollars . How much money did he make washing cars ? ,addition-subtraction
63,There were 73 bales of hay in the barn . Jason stacked bales in the barn today . There are now 96 bales of hay in the barn . How many bales did he store in the barn ? ,addition-subtraction
64,Nancy grew 6 potatoes . Sandy grew 7 potatoes . How many potatoes did they grow in total ? ,addition-subtraction
65,There are 9 crayons in the drawer . Benny placed 3 crayons in the drawer . How many crayons are now there in total ? ,addition-subtraction
66,There are 5 oak trees currently in the park . Park workers will plant 4 oak trees today . How many oak trees will the park have when the workers are finished ? ,addition-subtraction
67,Tom found 7 seashells but 4 were broken . How many unbroken seashells did Tom find ? ,addition-subtraction
68,Sally picked 7 lemons and Mary picked 9 lemons from the lemon tree . How many lemons were picked in total ? ,addition-subtraction
69,A restaurant served 6 cakes during lunch and 9 during dinner today . How many cakes were served today ? ,addition-subtraction
70,Joan has 8 orange balloons but lost 2 of them . How many orange balloons does Joan have now ? ,addition-subtraction
71,Fred had 7 dimes in his bank . His sister borrowed 3 of his dimes . How many dimes does Fred have now ? ,addition-subtraction
72,Joan 's cat had 8 kittens . She gave 2 to her friends . How many kittens does she have now ? ,addition-subtraction
73,There are 34 dogwood trees currently in the park . Park workers will plant 49 dogwood trees today . How many dogwood trees will the park have when the workers are finished ? ,addition-subtraction
74,There are 27 pencils in the drawer . Nancy placed 45 pencils in the drawer . How many pencils are now there in total ? ,addition-subtraction
75,"Sam found 35 seashells on the beach , he gave Joan 18 of the seashells . How many seashells does he now have ? ",addition-subtraction
76,Tim has 22 books . Mike has 20 books . How many books do they have together ? ,addition-subtraction
77,Mike has 87 baseball cards . Sam bought 13 of Mike 's baseball cards . How many baseball cards does Mike have now ? ,addition-subtraction
78,Sandy grew 51 pumpkins . Mike grew 23 pumpkins . How many pumpkins did they grow in total ? ,addition-subtraction
79,Tim has 44 books . Sam has 52 books . How many books do they have together ? ,addition-subtraction
80,"Dan has 64 violet marbles , he gave Mary 14 of the marbles . How many violet marbles does he now have ? ",addition-subtraction
81,There are 25 popular trees currently in the park . Park workers will plant 73 popular trees today . How many popular trees will the park have when the workers are finished ? ,addition-subtraction
82,There are 54 scissors in the drawer . Keith placed 22 scissors in the drawer . How many scissors are now there in all ? ,addition-subtraction
83,Alyssa picked 42 pears and Nancy picked 17 pears from the pear tree . How many pears were picked in all ? ,addition-subtraction
84,Sam had 98 pennies in his bank . He spent 93 of his pennies . How many pennies does he have now ? ,addition-subtraction
85,"Joan found 79 seashells on the beach , she gave Mike 63 of the seashells . How many seashells does she now have ? ",addition-subtraction
86,Sam has 110 books . Joan has 102 books . How many books do they have together ? ,addition-subtraction
87,Mary picked 122 oranges and Jason picked 105 oranges from the orange tree . How many oranges were picked in total ? ,addition-subtraction
88,Sally had 760 quarters in her bank . She spent 418 of her quarters . How many quarters does she have now ? ,addition-subtraction
89,Melanie grew 139 turnips . Benny grew 113 turnips . How many turnips did they grow in all ? ,addition-subtraction
90,Jason has 676 Pokemon cards . Alyssa bought 224 of Jason 's Pokemon cards . How many Pokemon cards does Jason have now ? ,addition-subtraction
91,There are 107 walnut trees currently in the park . Park workers will plant 104 walnut trees today . How many walnut trees will the park have when the workers are finished ? ,addition-subtraction
92,"Fred has 709 green balloons , he gave Sandy 221 of the balloons . How many green balloons does he now have ? ",addition-subtraction
93,There are 115 pencils in the drawer . Sara placed 100 pencils in the drawer . How many pencils are now there in all ? ,addition-subtraction
94,Jason has 3 Pokemon cards . Benny bought 2 of Jason 's Pokemon cards . How many Pokemon cards does Jason have now ? ,addition-subtraction
95,"Mike has 8 orange marbles , he gave Sam 4 of the marbles . How many orange marbles does he now have ? ",addition-subtraction
96,Joan had 5 dimes in her bank . She spent 2 of her dimes . How many dimes does she have now ? ,addition-subtraction
97,There are 2 orchid bushes currently in the park . Park workers will plant 4 orchid bushes today . How many orchid bushes will the park have when the workers are finished ? ,addition-subtraction
98,Sara picked 6 pears and Tim picked 5 pears from the pear tree . How many pears were picked in total ? ,addition-subtraction
99,"Sam grew 4 watermelons , but the rabbits ate 3 watermelons . How many watermelons does Sam have ? ",addition-subtraction
100,Jason had Pokemon cards . He gave 9 to his friends . He now has 4 Pokemon cards . How many Pokemon cards did he have to start with ? ,addition-subtraction
101,Mary had 7 nickels in her bank . Her dad gave her 5 nickels . How many nickels does Mary have now ? ,addition-subtraction
102,Keith grew 6 turnips . Alyssa grew 9 turnips . How many turnips did they grow in all ? ,addition-subtraction
103,Mary has 9 yellow marbles Joan has 3 yellow marbles . How many yellow marbles do they have in all ? ,addition-subtraction
104,Sally grew 6 carrots . Fred grew 4 carrots . How many carrots did they grow in all ? ,addition-subtraction
105,Tom found 5 seashells on the beach . he gave Jessica 2 of the seashells . How many seashells does he now have ? ,addition-subtraction
106,Fred has 5 baseball cards . Melanie bought 3 of Fred 's baseball cards . How many baseball cards does Fred have now ? ,addition-subtraction
107,Mary had 8 potatoes in the garden . The rabbits ate 3 of the potatoes . How many potatoes does Mary now have ? ,addition-subtraction
108,There are 9 oak trees currently in the park . Park workers had to cut down 2 oak trees that were damaged . How many oak trees will the park have when the workers are finished ? ,addition-subtraction
109,Jessica had 8 quarters in her bank . Her sister borrowed 3 of her quarters . How many quarters does Jessica have now ? ,addition-subtraction
110,A restaurant made 9 hamburgers to serve during lunch . Only 3 were actually served . How many hamburgers were over from lunch ? ,addition-subtraction
111,There are 7 crayons in the drawer . Mary took 3 crayons out of the drawer . How many crayons are there now ? ,addition-subtraction
112,Dan picked 9 limes and gave Sara 4 of the limes . How many limes does Dan have now ? ,addition-subtraction
113,Joan has 9 blue balloons but lost 2 of them . How many blue balloons does Joan have now ? ,addition-subtraction
114,"Joan picked 43 apples from the orchard , and gave 27 apples to Melanie . How many apples does Joan have now ? ",addition-subtraction
115,"Tom has 30 violet balloons , he gave Fred 16 of the balloons . How many violet balloons does he now have ? ",addition-subtraction
116,Fred has 40 baseball cards . Keith bought 22 of Fred 's baseball cards . How many baseball cards does Fred have now ? ,addition-subtraction
117,"Fred found 47 seashells on the beach , he gave Jessica 25 of the seashells . How many seashells does he now have ? ",addition-subtraction
118,"Sara grew 43 pumpkins , but the rabbits ate 23 pumpkins . How many pumpkins does Sara have ? ",addition-subtraction
119,Joan decided to sell all of her old books . She gathered up 33 books to sell . She sold 26 books in a yard sale . How many books does Joan now have ? ,addition-subtraction
120,There are 46 rulers in the drawer . Tim took 25 rulers from the drawer . How many rulers are now in the drawer ? ,addition-subtraction
121,There are 33 oak trees currently in the park . Park workers had to cut down 18 oak trees that were damaged . How many oak trees will be in the park when the workers are finished ? ,addition-subtraction
122,"Joan purchased a basketball game for $ 5.20 , and a racing game for $ 4.23 . How much did Joan spend on video games ? ",addition-subtraction
123,"Mike joined his school 's band . He bought a trumpet for $ 145.16 , and a song book which was $ 5.84 . How much did Mike spend at the music store ? ",addition-subtraction
124,"Alyssa bought some toys . She bought a football for $ 5.71 , and spent $ 6.59 on marbles . In total , how much did Alyssa spend on toys ? ",addition-subtraction
125,"Jessica spent $ 10.22 on a cat toy , and a cage cost her $ 11.73 . What was the total cost of Jessica 's purchases ? ",addition-subtraction
126,Sara got fast food for lunch . Sara spent $ 5.36 on a hotdog and $ 5.10 on a salad . What was the total of the lunch bill ? ,addition-subtraction
127,"Jason went to the mall on Saturday to buy clothes . He spent $ 14.28 on shorts and $ 4.74 on a jacket . In total , how much money did Jason spend on clothing ? ",addition-subtraction
128,"Alyssa loves eating fruits . Alyssa paid $ 12.08 for grapes , and $ 9.85 for cherries . In total , how much money did Alyssa spend ? ",addition-subtraction
129,"Mary loves eating fruits . Mary paid $ 11.08 for berries , $ 14.33 for apples , and $ 9.31 for peaches . In total , how much money did she spend ? ",addition-subtraction
130,"Sandy went to the mall to buy clothes . She spent $ 13.99 on shorts , $ 12.14 on a shirt , and $ 7.43 on a jacket . How much money did Sandy spend on clothes ? ",addition-subtraction
131,"Jason joined his school 's band . He bought a flute for $ 142.46 , a music tool for $ 8.89 , and a song book for $ 7 . How much did Jason spend at the music store ? ",addition-subtraction
132,"Tom purchased a football game for $ 14.02 , a strategy game for $ 9.46 , and a Batman game for $ 12.04 . How much did Tom spend on video games ? ",addition-subtraction
133,"Mike bought some toys . He bought marbles for $ 9.05 , a football for $ 4.95 , and spent $ 6.52 on a baseball . In total , how much did Mike spend on toys ? ",addition-subtraction
134,"A ship is filled with 5973 tons of cargo . It stops in the Bahamas , where sailors load 8723 tons of cargo onboard . How many tons of cargo does the ship hold now ? ",addition-subtraction
135,"Before December , customers buy 1346 ear muffs from the mall . During December , they buy 6444 , and there are none . In all , how many ear muffs do the customers buy ? ",addition-subtraction
136,"Diane is a beekeeper . Last year , she harvested 2479 pounds of honey . This year , she bought some new hives and increased her honey harvest by 6085 pounds . How many pounds of honey did Diane harvest this year ? ",addition-subtraction
137,"An oil pipe in the sea broke . Before engineers started to fix the pipe , 6522 liters of oil leaked into the water . While the engineers worked , the pipe leaked 5165 liters of oil . In all , how many liters of oil leaked into the water ? ",addition-subtraction
138,A car company produced 3884 cars in North America and 2871 cars in Europe . How many cars is that in all ? ,addition-subtraction
139,"Abe 's family moved from the Bahamas to Japan , so they had convert their money into Japanese yen . Their checking account now has 6359 yen and their savings account now has 3485 yen . How many yen do they have ? ",addition-subtraction
140,"There are 1986 books in Oak Grove 's public library . In addition , there are 5106 books in its school libraries . How many books do the libraries in Oak Grove have overall ? ",addition-subtraction
141,"There were originally 20817 houses in Lincoln County . During a housing boom , developers built 97741 . How many houses are there now in Lincoln County ? ",addition-subtraction
142,"A farmer estimates that he will harvest 48097 bushels of wheat . The weather is perfect during the growing season , so he harvests 684 bushels of wheat than expected . How many bushels of wheat does the farmer harvest ? ",addition-subtraction
143,"Christina just transferred $ 69 out of her bank account . As a result , the account now has $ 26935 in it . How much money was in the account before the transfer ? ",addition-subtraction
144,"Last year at Newberg 's airport , 14507 passengers landed on time . Unfortunately , 213 passengers landed late . In all , how many passengers landed in Newberg last year ? ",addition-subtraction
145,"A dust storm sweeps across the prairie . It covers 64535 acres of the prairie in dust , but leaves 522 acres untouched . How many acres does the prairie cover ? ",addition-subtraction
146,"Some insects called aphids attack a large farm . In response , the farmer releases ladybugs onto the fields . There are 12170 ladybugs with spots and 54912 ladybugs without spots . How many ladybugs are there in all ? ",addition-subtraction
147,"Last year , 90171 people were born in a country , and 16320 people immigrated to it . How many new people began living in the country last year ? ",addition-subtraction
148,"A ship full of grain crashes into a coral reef . By the time the ship is fixed , 49952 tons of grain have spilled into the water . Only 918 tons of grain remain onboard . How many tons of grain did the ship originally contain ? ",addition-subtraction
149,"To fill an order , the factory dyed 61921 yards of silk green and 49500 yards pink . How many yards of silk did it dye for that order ? ",addition-subtraction
150,A multi-national corporation has 2041 part-time employees and 63093 full-time employees . How many employees work for the corporation ? ,addition-subtraction
151,"Each year , salmon travel upstream , going from the ocean to the rivers where they were born . This year , 712261 male and 259378 female salmon returned to their rivers . How many salmon made the trip ? ",addition-subtraction
152,"A bathing suit manufacturer has a supply of 14797 bathing suits for men . In addition , it has 4969 bathing suits for women . How many bathing suits are available overall ? ",addition-subtraction
153,"Before the recent housing boom , there were 1426 houses in Lawrence County . Now , there are 2000 houses . How many houses did developers build during the housing boom ? ",addition-subtraction
154,A worker at a medical lab is studying blood samples . 2 samples contained a total of 7341 blood cells . The first sample contained 4221 blood cells . How many blood cells were in the second sample ? ,addition-subtraction
155,"So far , an orchard has sold a combined total of 9792 pounds of fresh and frozen fruit this season . If they have sold 3513 pounds of frozen fruit , how many pounds of fresh fruit have been sold so far ? ",addition-subtraction
156,"Recently , the value of Kate 's retirement fund decreased by $ 12 . If her fund was worth $ 1472 before , how much is it worth now ? ",addition-subtraction
157,"The Richmond Tigers sold a total of 9570 tickets last season . If they sold 3867 tickets in the first half of the season , how many tickets did they sell in the second half ? ",addition-subtraction
