prompt,response_1,calificacion_response_1,response_2,calificacion_response_2,response_3,calificacion_response_3,response_4,calificacion_response_4
"Generate one easy question about equal sharing for a student learning basic mathematics in the context of a toy store, with no remainder. Keep the question concise. Use plain text only and provide no solution or explanation.","system
How many toys must be equally shared among 5 children so that each child gets exactly the same number without any leftovers?",2,"system
A toy store has 24 toys to be equally shared among 6 children. How many toys does each child get?",1,"system
How many toys must be equally shared among 5 children so that each child gets exactly the same number of toys without any leftovers?",3,"system
How many toys must be equally shared among 5 children so that each child gets exactly the same number without any leftovers?",4
"Generate one easy geometry question about shape properties for a student learning basic mathematics in the context of a bakery, using rectangles and squares. Use whole numbers only. Return one question only, written as plain text.","system
What is the perimeter of a rectangle with length 8 inches and width 5 inches?",1,"system
What is the perimeter of a rectangle with length 8 inches and width 5 inches?",2,"system
What is the perimeter of a rectangle with length 8 inches and width 5 inches?",3,"system
What is the area of a rectangle with a length of 8 inches and a width of 5 inches?",4
"Create a single slightly challenging short division fact problem for an upper elementary student in the context of a science fair, using a dividend below 100. Keep the question concise. Output only the question in text form, without hints or an answer.","system
What is 45 divided by 9?",1,"system
What is 72 divided by 8?",2,"system
What is 42 divided by 7?",3,"system
What is 72 divided by 8?",4
"Generate a single moderate question about making equal groups for a student learning basic mathematics in the context of a bus trip, using a dividend below 50. Keep the question concise. Use plain text only and provide no solution or explanation.","system
How many groups can be made if there are 42 students on a bus trip, each group should have fewer than 10 students?",1,"system
How many groups can you make if each group has 7 students on a bus trip with 28 students total?",2,"system
How many groups can be made if there are 42 students on a bus trip and each group should have fewer than 7 students?",3,"system
How many groups can be made if there are 42 students on a bus trip and each group should have exactly 7 students?",4
"Create one simple subtraction question with a missing number for an upper elementary student in the context of a toy store, using two-digit numbers. Use one direct question at the end. Give only the question as plain text. Do not include the solution.","system
What is 56 minus what number equals 42?",1,"system
What is 56 minus what number equals 42?",2,"system
What is 56 minus what number equals 42?",3,"system
What is 45 - ? = 38?",4
"Generate a single moderate problem that requires two or three steps for an upper elementary student in the context of a toy store, combining subtraction and division. Make the situation realistic. Output only the question in text form, without hints or an answer.","system
A toy store is having a sale where each toy costs $15. If you buy 3 toys, how much will it cost?",1,"system
A toy store has 120 toys to sell at $5 each. If they decide to offer a discount where customers can buy 3 toys for the price of 2, how much money will they make if all toys are sold?",2,"system
A toy store has 120 toys to sell at $5 each. If they decide to offer a discount where customers can buy 3 toys for $15 instead of buying them individually, how many more dollars will it cost a customer to buy all 120 toys under the new pricing compared to buying them individually?",3,"system
A toy store is having a sale where each toy costs $15. If a customer buys 4 toys, how much money does the customer save compared to buying them individually at full price?",4
"Generate a single easy subtraction word problem for an elementary student in the context of a science fair, using numbers up to 100. Keep the question concise. Return one question only, written as plain text.","system
A science project used 45 colorful balloons at the start and added 37 more balloons during the day. How many balloons were there at the end?",3,"system
Question: During the science fair, Sarah's project used 23 colorful balloons. She had already blown up 45 balloons before she started her experiment. How many more balloons does Sarah need to blow up?",4,"system
Question: In the science fair, Sarah has 75 stickers. She gives away 23 stickers to her friends. How many stickers does Sarah have left?",1,"system
Question: During the science fair, Sarah had 45 stickers. She gave away 23 stickers to her friends. How many stickers does Sarah have left?",2
"Make one basic question using repeated addition for a student learning basic mathematics in the context of a family picnic, with a product below 100. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation.","system
How many sandwiches will there be if each person gets two sandwiches at the family picnic?",1,"system
How many sandwiches will there be if each person gets 2 sandwiches and there are 5 people at the picnic?",4,"system
How many sandwiches will there be if each person gets 2 sandwiches at the family picnic?",2,"system
How many sandwiches will you need if each person gets 2 sandwiches at the family picnic?",3
"Prepare one easy mixed-skills mathematics challenge for an upper elementary student in the context of a toy store, without requiring a drawing. Keep the question concise. Output only the question in text form, without hints or an answer.","system
A toy store has 150 toys in stock. If they sell 30% of their inventory and then receive a new shipment of 75 toys, how many toys does the store have now?",1,"system
A toy store has 120 toys in total. If they sell 30% of their toys on Monday and then receive a new shipment of 45 toys on Tuesday, how many toys do they have left?",2,"system
A toy store has 150 toys in stock. If they sell 30% of their inventory and then receive a new shipment of 75 toys, how many toys does the store have now?",3,"system
A toy store has 150 toys to sell. If they decide to split these toys equally into 5 different boxes and then randomly select one box to display on the main shelf, what is the probability that a specific type of toy (let's say action figures) will be displayed on the main shelf?",4
"Make a single slightly challenging question about finding a total and then what remains for an elementary student in the context of a family picnic, using numbers up to 50. Keep the question concise. Return only the question in plain text, with no answer or explanation.","user
How much more money does Sarah need if she has $24 and each sandwich costs $3?",4,"system
At the family picnic, there were 30 sandwiches and 20 juice boxes. How many items were there in total? What is left after giving out all the sandwiches and juice boxes equally among 5 children?",1,"system
A family has 4 children at the picnic. If each child eats 3 sandwiches, how many sandwiches do they need in total? How many sandwiches will be left over if there are exactly 60 sandwiches available?",3,"system
A family has 3 children. The oldest child is twice as old as the youngest. If the middle child is 12 years old, how many years older is the oldest child than the youngest?",2
"Make one easy challenging multi-step math word problem for an upper elementary student in the context of a family picnic, with a clear and solvable situation. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","system
At the family picnic, there were 12 sandwiches prepared for lunch. If each person ate 3 sandwiches, how many people could be served at the picnic?",1,"system
At the family picnic, there were 12 sandwiches prepared. If each person ate 3 sandwiches, how many people could be served?",2,"system
At the family picnic, there were 12 sandwiches prepared. If each person ate 3 sandwiches, how many people could be served at the picnic?",3,"system
At the family picnic, there were 12 sandwiches prepared for lunch. If each person ate 3 sandwiches, how many people could be served at the picnic?",4
"Write a single easy question asking when two schedules meet again for a young learner ready for a challenge in the context of a school cafeteria, using numbers from 2 to 10. Keep the question concise. Return only the question in plain text, with no answer or explanation.","system
When will Schedule A and Schedule B next meet at the school cafeteria?",1,"system
When do the lunch schedule and recess schedule next coincide?",4,"system
When will Schedule A and Schedule B next meet at the school cafeteria?",2,"system
When will Schedule A and Schedule B next meet at the school cafeteria?",3
"Prepare one basic question about two repeating events for an upper elementary student in the context of a camping trip, using two repeating time intervals. Use familiar vocabulary. Use plain text only and provide no solution or explanation.","system
When do you think we'll need to set up camp again after dinner?",2,"system
What is the first thing you do when you wake up at 6:00 AM on your camping trip?",1,"system
What is the first thing you do when setting up your tent at night?",3,"system
What is the first thing you do when setting up your tent at night?",4
"Write a single simple question asking when two schedules meet again for an upper elementary student in the context of a beach visit, using two repeating time intervals. Use one direct question at the end. Output only the question in text form, without hints or an answer.","system
When will the morning schedule and afternoon schedule meet again during our beach trip?",4,"system
When will the first schedule and the second schedule meet again during our beach visit?",1,"system
When will we see the sun and the moon both be high up in the sky together during our beach visit?",2,"system
When will the tide be high and low again during our beach visit?",3
"Create a single easy subtraction word problem for an upper elementary student in the context of a music class, with no borrowing. Keep the wording clear and age-appropriate. Return one question only, written as plain text.","system
At the end of the day, there were 25 students practicing their instruments. If 17 students left early to eat lunch, how many students stayed behind?",3,"system
In Ms. Johnson's music class, there were 24 students playing instruments. After half of them left to join another group, how many students remained?",1,"system
In Ms. Johnson's music class, there were 24 students practicing their instruments. After half an hour, 8 more students joined them. How many students are now in the music class?",4,"system
In Ms. Johnson's music class, there were 24 students playing instruments. After half of them left to join another group, how many students remained?",2
"Prepare one moderate addition word problem for an upper elementary student in the context of a birthday party, using numbers up to 100. Make the situation realistic. Output only the question in text form, without hints or an answer.","system
At the birthday party, there were 35 cupcakes on the table. If each guest received 4 cupcakes and there were 7 guests at the party, how many cupcakes were left over?",1,"system
At the birthday party, there were 35 cupcakes on the table. If each guest received 4 cupcakes and there were 7 guests at the party, how many cupcakes were left over?",2,"system
At the birthday party, there were 25 cupcakes on the table. If each child at the party ate 3 cupcakes, how many children attended the party?",3,"system
At the birthday party, there were 25 cupcakes on the table. If each child at the party ate 3 cupcakes, how many children attended the party?",4
"Generate a single slightly challenging division word problem for an upper elementary student in the context of a garden, using a dividend below 50. Avoid unnecessary details. Output only the question in text form, without hints or an answer.","system
A gardener wants to plant flowers in rows. If each row has 7 flowers and there are 49 flowers total, how many rows can the gardener make?",2,"system
A gardener wants to plant flowers in rows with each row containing exactly 7 plants. If she has 43 seeds available, how many full rows can she plant and how many seeds will be left over?",1,"system
A gardener has 34 seeds to plant in rows. If each row can hold exactly 7 seeds, how many full rows can he plant, and will there be any seeds left over?",3,"system
A gardener has 42 seeds to plant in rows. If each row can hold 7 seeds, how many full rows will she have?",4
"Prepare one moderate question about sides and vertices for an elementary student in the context of a playground, without using a diagram. Use one direct question at the end. Return one question only, written as plain text.","system
What is the difference between a side and a vertex on a polygon?",3,"system
What is the difference between a side and a vertex on a polygon?",4,"system
What is the difference between sides and vertices in a shape?",1,"system
What is the difference between sides and vertices in a polygon?",2
"Generate one simple addition question with three addends for a young math learner in the context of a science fair, using numbers up to 100. Make the situation realistic. Give only the question as plain text. Do not include the solution.","system
A scientist is measuring water levels in three different containers. The first container has 45 liters, the second has 37 liters, and the third has 28 liters. How many liters of water do all three containers hold together?",4,"system
A science experiment requires collecting data from three different sources: 45 leaves, 37 insects, and 28 flowers. How many items will be collected in total?",1,"system
A science experiment requires combining 35 grams of water, 28 grams of salt, and 49 grams of sugar to create a solution. How many grams of the solution will be made?",2,"system
A science experiment requires combining 35 grams of water, 28 grams of salt, and 47 grams of sugar to make a saline solution. How many grams of the mixture does the experiment require?",3
"Make one moderate addition word problem for an upper elementary student in the context of a bakery, using two-digit numbers. Use whole numbers only. Use plain text only and provide no solution or explanation.","system
At the local bakery, they sell cupcakes at $2 each and cookies at $1.50 each. If Lucy buys 4 cupcakes and 3 cookies, how much does she spend?",4,"system
At the bakery, they made 42 cupcakes and 56 cookies. How many baked goods did they make in total?",1,"system
At the bakery, they made 47 cupcakes and 38 cookies. How many baked goods did they make in total?",2,"system
At the local bakery, they made 42 cupcakes and 56 cookies. How many desserts did they make in total?",3
"Write one slightly challenging multiplication word problem for an upper elementary student in the context of a garden, using facts from 2 to 5. Use whole numbers only. Give only the question as plain text. Do not include the solution.","system
A gardener has 4 rows of tomato plants and each row contains 6 plants. If each plant produces 3 tomatoes, how many tomatoes does the gardener have in total?",1,"system
A gardener has planted two rows of flowers. In the first row, there are 4 tulips and 3 daisies. In the second row, there are 5 roses and 2 sunflowers. How many total flowers does the gardener have?",3,"system
A gardener has 4 rows of tomato plants and each row contains 6 plants. If each plant produces 3 tomatoes, how many tomatoes does the gardener have in total?",2,"system
A gardener plans to plant flowers in rows along the perimeter of her circular garden bed. The diameter of the garden is 10 meters. If she plants one flower every meter around the edge, how many flowers will she need?",4
"Make one easy question comparing two quantities for a student learning basic mathematics in the context of a pet shelter, without using a table. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","system
How many more cats than dogs are there if there are 12 cats and 8 dogs at the pet shelter?",1,"system
How many more cats than dogs are there if there are 12 cats and 8 dogs at the pet shelter?",2,"system
How many more cats than dogs are there if there are 15 cats and 8 dogs at the pet shelter?",3,"system
How many more cats than dogs are there if there are 12 cats and 8 dogs at the shelter?",4
"Create one slightly challenging question comparing two geometric shapes for a student learning basic mathematics in the context of a beach visit, about finding one missing side length. Use whole numbers only. Give only the question as plain text. Do not include the solution.","system
What is the perimeter of a rectangle with a width of 5 units and an area of 30 square units?",1,"system
What is the perimeter of a rectangle with a width of 5 units and an area of 30 square units?",2,"system
What is the perimeter of a rectangle with a width of 5 units and an area of 30 square units?",3,"system
What is the perimeter of a rectangle with a width of 5 units and an area of 30 square units?",4
"Create one slightly challenging question about finding a total and then what remains for an elementary student in the context of a toy store, using numbers up to 50. Use familiar vocabulary. Return one question only, written as plain text.","system
How much money is left if you buy two toys priced at $12 each from a toy store where all items cost less than $50?",1,"system
How much money is left if you buy two toys that cost $12 each from a toy store where all items have a 5% sales tax?",2,"system
How much money is left if you buy 3 toys that cost $12 each from a toy store where all items have a 5% discount?",3,"system
How much money is left if you buy 3 toys that cost $12 each from a toy store where all items are priced at $5?",4
"Generate one basic question about the least common multiple for an upper elementary student in the context of a garden, with no more than two numbers. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","system
What is the smallest number that can be evenly divided by both 3 and 4?",4,"system
What is the least common multiple (LCM) of 4 and 6?",1,"system
What is the least common multiple (LCM) of 4 and 6?",2,"system
What is the least common multiple (LCM) of 4 and 6?",3
"Generate a single easy question asking for a part-to-part ratio for a primary school student learning advanced topics in the context of a camping trip, with a ratio that can be simplified. Make all needed information explicit. Return only the question in plain text, with no answer or explanation.","system
What is the ratio of boys to girls on the camping trip if there are 12 boys and 8 girls?",1,"system
What is the simplified ratio of boys to girls if there are 12 boys and 8 girls on a camping trip?",2,"system
What is the ratio of boys to girls at the campsite if there are 12 boys and 8 girls?",3,"system
What is the simplified ratio of boys to girls at a campsite where there are 12 boys and 8 girls?",4
"Prepare one slightly challenging subtraction question with a missing number for an upper elementary student in the context of a family picnic, with simple borrowing. Make all needed information explicit. Output only the question in text form, without hints or an answer.","system
At the family picnic, there were 15 sandwiches and 20 cookies. After sharing equally among 5 family members, how many sandwiches and cookies does each person get?",1,"system
At the family picnic, there were 15 sandwiches and 8 apples. After sharing equally among 4 people, how many sandwiches and apples did each person get?",3,"system
At the family picnic, there were 15 sandwiches and 20 cookies. After sharing equally among 4 people, how many sandwiches and cookies does each person get? Assume you need to borrow from the next place value when necessary.",4,"system
At the family picnic, there were 15 sandwiches and 8 juice boxes. After sharing equally among 4 people, how many sandwiches and juice boxes did each person get?",2
"Prepare a single easy division word problem for an upper elementary student in the context of a music class, using divisors from 2 to 10. Use familiar vocabulary. Give only the question as plain text. Do not include the solution.","system
How many 4-bar measures can fit into a 36-bar piece of music?",1,"system
How many 4-bar measures can fit into a 36-bar piece of music?",2,"system
How many 3/4 notes can fit into one whole note?",3,"system
How many 4-bar measures can fit into a 36-bar piece of music?",4
"Prepare a single slightly challenging question asking which amount is larger for an elementary student in the context of a playground, using numbers up to 20. Make all needed information explicit. Return only the question in plain text, with no answer or explanation.","system
Which number is greater: 15 or 18?",1,"system
Which number is greater: 15 or 18?",2,"system
Which number is greater: 15 or 18?",3,"system
Which number is greater: 15 or 18?",4
"Make one simple short division fact problem for a primary school student in the context of a book fair, using divisors from 2 to 5. Avoid unnecessary details. Return one question only, written as plain text.","system
Question: If there are 14 books on each shelf and you want to know how many shelves can be filled with 70 books total, what is the number of shelves?",2,"system
Question: If there are 14 books on each shelf at the book fair and you want to know how many shelves can be filled with 70 books total, what is the number of shelves?",1,"system
How many books can you buy if each costs $3 and you have $15?",4,"system
Question: If there are 14 books on each shelf and you have 70 shelves, how many books do you have in total?",3
"Generate one simple question asking how many groups can be formed for an elementary student in the context of a bakery, with equal group sizes. Use whole numbers only. Output only the question in text form, without hints or an answer.","system
How many different ways can 24 cupcakes be divided into equal groups?",1,"system
How many different ways can you divide 24 cupcakes into equal-sized groups?",2,"system
How many different ways can you divide 24 cupcakes into equal-sized groups?",3,"system
How many different ways can you divide 24 cupcakes into equal-sized groups?",4
"Generate a single moderate two-step addition and subtraction word problem for a student learning basic mathematics in the context of a book fair, using three quantities. Keep the question concise. Return one question only, written as plain text.","system
At the book fair, there were 15 fiction books and 20 non-fiction books on display. If 7 fiction books and 3 non-fiction books were sold, how many books of each type remain?",2,"system
At the book fair, there were 150 books on display. By noon, 72 books had been sold. How many books remain at the end of the day?",3,"system
At the book fair, there were initially 150 books on display. By noon, 75 books had been sold. How many books remain after the sales?",4,"system
At the book fair, Sarah bought 5 books on Monday and 3 more on Tuesday. How many books did she buy in total?",1
"Make one easy two-step addition and subtraction word problem for an upper elementary student in the context of a garden, with simple regrouping. Keep the question concise. Use plain text only and provide no solution or explanation.","system
At the garden, there are 23 flowers in total. If you pick 15 flowers to make a bouquet, how many flowers will be left?",1,"system
In the garden, there are 15 flowers. If you add 7 more flowers to the garden, how many flowers will be there? Then, if you decide to remove 3 flowers from the total, what is the final number of flowers left in the garden?",4,"system
A gardener has 23 flowers. She gives away 15 to her friend. How many flowers does she have left?",3,"system
In the garden, there are 23 flowers. The gardener adds 15 more flowers to the garden. How many flowers are there now?",2
"Generate a single easy question requiring the GCD of two numbers for a young learner ready for a challenge in the context of a family picnic, using numbers below 30. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","system
What is the greatest common divisor (GCD) of 24 and 36?",1,"system
What is the greatest common divisor (GCD) of 24 and 36?",2,"system
What is the greatest common divisor (GCD) of 24 and 36?",3,"system
What is the greatest common divisor (GCD) of 24 and 36?",4
"Make one simple question asking how much more one group has for a young math learner in the context of a music class, using three quantities. Use one direct question at the end. Return one question only, written as plain text.","system
How many more instruments did Group A have compared to Group B if Group A had 15 violins and Group B had 9 violins?",2,"system
How many more songs did Group A play compared to Group B during their music class?",1,"system
What is the difference between the total number of students participating in the singing and dancing groups?",3,"system
What is the difference between the number of students who participated in the singing competition and those who joined the dance team?",4
"Write one basic question about making equal groups for a young math learner in the context of a bakery, with no remainder. Use whole numbers only. Return one question only, written as plain text.","system
How many cookies can you put in each group if you have 24 cookies and want to make 6 equal groups?",1,"system
How many cookies can you put in each group if you want to make 6 equal groups from 30 cookies?",2,"system
How many cookies can you put in each group if you want to make 6 equal groups from 30 cookies without any leftovers?",3,"system
How many cupcakes can you put on each plate if you have 24 cupcakes and want to make sure there is an equal number on each plate with no leftovers?",4
"Create a single moderate mixed-operation problem with addition and subtraction for a student learning basic mathematics in the context of a sports day, using three quantities. Use familiar vocabulary. Return only the question in plain text, with no answer or explanation.","system
In the morning relay race, Team A runs 150 meters, then skips 30 meters. In the afternoon, they run another 200 meters but skip 40 meters. How much farther did Team A run compared to skipping?",2,"system
The track team ran 4 laps around the oval track. Each lap is 1/8th of a mile. How many miles did they run in total?",4,"system
In the morning relay race, Team A runs 150 meters, then skips 30 meters. In the afternoon, they run another 200 meters but skip 40 meters. How much farther did Team A run compared to skipping?",3,"system
In the morning relay race at the sports day, Team Alpha completed 15 laps around the track. In the afternoon, they ran an additional 7 laps due to rain stopping their earlier attempt. How many laps did Team Alpha run in total?",1
"Make one simple question using one unknown value for a primary school student learning advanced topics in the context of a school library, using division with no remainder. Make the situation realistic. Use plain text only and provide no solution or explanation.","system
A teacher wants to divide 48 books equally among 6 students. How many books does each student get?",2,"system
A librarian has 120 books to distribute equally among 5 shelves. How many books will each shelf have?",3,"system
If there are 45 books on the shelf and each row can hold 9 books, how many rows will be needed to display all the books?",4,"system
How many books can you evenly distribute among 5 shelves if each shelf must have exactly 12 books?",1
"Prepare a single easy question with more than one useful piece of information for an upper elementary student in the context of a classroom, combining addition and multiplication. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation.","system
What is the total number of cookies if you have 3 bags, each containing 4 cookies? And how many cookies would be left if you eat 2 from each bag?",4,"system
What is 3 times 4 added to 5?",2,"system
What is 3 times 4 plus 5?",3,"system
What is the total number of books if there are 4 shelves each holding 5 books, and then you add another shelf that holds 7 books?",1
"Make one simple question about the greatest common divisor for an upper elementary student in the context of a bakery, using numbers below 30. Make all needed information explicit. Use plain text only and provide no solution or explanation.","system
What is the greatest common divisor (GCD) of 24 and 18?",1,"system
What is the greatest common divisor (GCD) of 24 and 18?",2,"system
What is the greatest common divisor (GCD) of 12 and 18?",3,"system
What is the greatest common divisor (GCD) of 24 and 18?",4
"Generate a single moderate question about equal groups for an elementary student in the context of a beach visit, using facts from 2 to 10. Use whole numbers only. Give only the question as plain text. Do not include the solution.","system
How many different ways can you group 15 sandcastles into equal teams if each team must have at least one sandcastle?",1,"system
How many different ways can you group 15 sandcastles into equal teams if each team must have at least one sandcastle?",2,"system
How many different ways can you group 15 sandcastles into equal teams if each team must have at least one sandcastle?",3,"system
How many different ways can you group 15 sandcastles into equal teams if each team must have at least one sandcastle?",4
"Generate a single basic logic-based elementary math question for an upper elementary student in the context of a birthday party, combining geometry and arithmetic. Use one direct question at the end. Output only the question in text form, without hints or an answer.","system
What is the total area of two circular tables with diameters 4 feet each if they are placed side by side to form a rectangle?",1,"system
What is the total area covered by 4 square cakes each with a side length of 3 inches if they are arranged to form a larger square?",2,"system
What is the area of a rectangular cake that measures 8 inches long and 6 inches wide?",3,"system
What is the area of a rectangular cake that measures 8 inches long and 6 inches wide?",4
"Generate a single simple ratio word problem for an upper elementary student in the context of a book fair, using an equivalent-ratio situation described with words. Use whole numbers only. Return only the question in plain text, with no answer or explanation.","system
At the book fair, 3 children bought books at $2 each and another group of 4 children bought books at $1.50 each. What is the total cost difference between these two groups?",2,"system
At the school book fair, 3 students bought books at $2 each and another 4 students bought books at $1.50 each. How many more dollars did the first group spend compared to the second group?",3,"system
At the school book fair, 3 students bought 12 books each. How many books did they buy in total?",1,"system
At the book fair, 3 children bought books at $2 each and another group bought books at $1.50 each. If both groups spent the same amount, how many times more expensive was the first group's purchase compared to the second?",4
"Prepare one simple question about a daily schedule for an elementary student in the context of a sports day, using quarter hours. Use whole numbers only. Return one question only, written as plain text.","system
What time will the morning run start?",3,"system
What time should I wake up to have enough time for breakfast and morning exercises before school?",1,"system
What time will the morning run start?",4,"system
What time should I wake up to be ready for the morning run at 7:15 AM?",2
"Prepare one simple question about sides and vertices for a student learning basic mathematics in the context of a school library, about finding one missing side length. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation.","system
How do you find the missing side length when two sides and an angle between them are known?",1,"system
How do you find the length of an unknown side when two sides and the included angle between them are known?",2,"system
How do you find the missing side length when two sides and an angle between them are known?",3,"system
How do you find the missing side length when two sides and an angle between them are known?",4
"Make one simple question about equal groups for an elementary student in the context of a fruit shop, without showing an array. Make the situation realistic. Give only the question as plain text. Do not include the solution.","system
Question: If there are 5 baskets of apples and each basket has 8 apples, how many apples are there in total?",1,"system
How many different ways can you buy 12 apples if each type of apple costs differently?",2,"system
How many different ways can you buy 12 apples if each person gets at least one apple?",3,"system
Question: If there are 5 baskets of apples and each basket contains 8 apples, how many apples are there in total?",4
"Generate one basic addition word problem for an upper elementary student in the context of a science fair, using three small whole numbers. Use one direct question at the end. Return one question only, written as plain text.","system
A science project needs 5 beakers and 3 more than twice that number of test tubes. How many total items does the project need?",2,"system
At the science fair, there were 5 projects about plants and twice as many projects about animals. How many projects were there in total?",1,"system
A biology team is growing plants under different conditions to see which grows fastest. They have 3 pots of sunflowers and each pot needs 4 seeds. How many seeds do they need in total?",3,"system
A science project requires 5 balloons to be inflated and tied into a model rocket. If each balloon costs $2, how much money is needed to buy all the balloons?",4
"Create a single simple multiplication word problem for a primary school student in the context of a fruit shop, without showing an array. Use one direct question at the end. Give only the question as plain text. Do not include the solution.","system
At the fruit shop, there are 5 baskets of apples. Each basket contains 8 apples. How many apples are there in total?",1,"system
A fruit shop has 5 baskets of apples. Each basket contains 8 apples. How many apples does the shop have in total?",2,"system
At the local fruit shop, there are 4 baskets of apples. Each basket contains 5 apples. How many apples are there in total?",3,"system
At the local fruit shop, there are 4 baskets of apples. Each basket contains 5 apples. How many apples are there in total?",4
"Create one easy simple ratio question for a primary school student learning advanced topics in the context of a beach visit, using small whole numbers. Use one direct question at the end. Return only the question in plain text, with no answer or explanation.","system
What is the simplest form of the ratio 24:36?",2,"system
At the beach, there were 3 times as many seashells as starfish. If there were 12 starfish, how many seashells were there?",4,"system
At the beach, there were 15 seashells and 20 starfish. What is the ratio of seashells to starfish?",1,"system
At the beach, there were 30 seashells and 15 starfish. What is the ratio of seashells to starfish? 

The ratio can be simplified as:

- Seashells : Starfish = 30 : 15

What is this ratio in its simplest form?",3
"Create one basic question comparing two quantities for an upper elementary student in the context of a classroom, using numbers up to 20. Keep the wording clear and age-appropriate. Return one question only, written as plain text.","system
How many more pencils does Sarah have than Tom if Sarah has 15 pencils and Tom has 7?",2,"system
How many more pencils does Sarah have than books if she has 15 pencils and 8 books?",1,"system
How many more pencils does Sarah have than Tom if Sarah has 15 pencils and Tom has 7 pencils?",3,"user
How many more pencils does Sarah have than Tom if Sarah has 15 pencils and Tom has 7?",4
"Write a single simple question comparing two quantities for an elementary student in the context of a beach visit, using numbers up to 20. Make the situation realistic. Give only the question as plain text. Do not include the solution.","system
How many more shells did you find at the beach than seashells?",1,"system
How many more shells did you find at the beach than seashells?",2,"system
How many more shells did you find at the beach than seashells?",3,"system
How many more shells did Sarah find than John? Sarah found 15 shells, and John found 8 shells.",4
"Prepare a single basic problem that requires two or three steps for a young learner ready for a challenge in the context of a fruit shop, with a clear and solvable situation. Keep the wording clear and age-appropriate. Return one question only, written as plain text.","system
How can you calculate the total cost of buying 3 apples and 2 bananas if each apple costs $0.50 and each banana costs $0.25?",3,"system
Problem: At the local fruit shop, there are 15 apples and 20 oranges. If you buy 3 apples and 4 oranges, how many fruits do you have left? 

Question: How many fruits did you start with initially?",4,"system
Question: At the local fruit shop, there are 12 apples and 8 oranges. If you buy 3 apples and 4 oranges, how many fruits do you have left?",1,"system
Question: At the fruit shop, there are 12 apples and 8 oranges. If you buy 3 apples and 4 oranges, how many fruits do you have left?",2
"Prepare a single slightly challenging addition question with three addends for a student learning basic mathematics in the context of a bakery, using two-digit numbers. Use one direct question at the end. Output only the question in text form, without hints or an answer.","system
What is the total cost if you buy 2 loaves of bread for $15 each and 3 boxes of muffins priced at $8 per box?",1,"system
What is the total cost if you buy 2 loaves of bread for $3 each and 1 cake priced at $5?",2,"system
What is the total cost if you buy 2 boxes of flour priced at $35 each and 1 bag of sugar costing $18?",4,"system
What is the total cost if you buy 2 loaves of bread for $3 each and 1 cake priced at $5?",3
"Prepare a single moderate question using repeated addition for a young math learner in the context of a camping trip, using facts from 2 to 10. Use whole numbers only. Give only the question as plain text. Do not include the solution.","system
How many total marshmallows did they collect if they collected 3 marshmallows each day for 5 days?",2,"system
How many total marshmallows did they collect if they collected 5 marshmallows each day for 7 days?",3,"system
How many total marshmallows did they collect if they collected 3 marshmallows on Monday and added another 3 each day until Friday?",1,"system
How many total marshmallows did they collect if they collected 3 marshmallows on the first day and doubled that amount each subsequent day for three days?",4
"Make a single easy question about the greatest common factor for a young learner ready for a challenge in the context of a playground, with no remainder after grouping. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation.","system
What is the largest number that can evenly divide both 18 and 24?",1,"system
What is the greatest number of kids you can have on each team if there are 24 boys and 36 girls at a playdate?",2,"system
What is the greatest number of friends you can have at playtime if each group must have exactly 4 friends?",3,"system
What is the greatest number of friends you can have on your team if each group must have exactly 4 members?",4
"Prepare a single slightly challenging question about finding a total and then what remains for a primary school student in the context of a science fair, using three quantities. Use one direct question at the end. Use plain text only and provide no solution or explanation.","system
What is the formula to calculate the remaining amount after subtracting 25 grams from a starting weight of 100 grams?",3,"system
What is the formula to calculate the remaining quantity after subtracting 25 grams from a starting mass of 100 grams?",4,"system
What is the formula to calculate the remaining amount when you subtract 25 grams from a total weight of 100 grams?",2,"system
What is the formula to calculate the total amount spent on materials for a science project before subtracting any remaining budget?",1
"Write one moderate question using repeated addition for an upper elementary student in the context of a school cafeteria, with a product below 50. Keep the question concise. Give only the question as plain text. Do not include the solution.","system
How many apples will there be if you start with 12 apples and add 8 more each day for 3 days?",1,"system
How many apples are there if you add 12 to itself 4 times?",2,"system
How many apples will be left if you start with 24 apples and give away 18 apples?",3,"system
How many apples will be left if you start with 24 apples and give away 18 apples?",4
"Prepare a single basic question about making equal groups for a young math learner in the context of a music class, using divisors from 2 to 5. Make the situation realistic. Give only the question as plain text. Do not include the solution.","system
How many different ways can you divide a group of 10 students into equal teams if each team must have at least 2 members?",1,"system
How many different ways can you divide your group of 10 students into equal teams if each team must have at least 2 members?",2,"system
How many different ways can you divide your group of 10 students into smaller teams if each team must have at least two members and no more than five members?",3,"system
How many different ways can you divide a group of 10 students into pairs for a music class activity?",4
