,pregunta,skill,level,claridad,signature
28692,"Based on the story, if 10 typists can type 20 letters in 20 minutes, then how many, approximately, letters will 40 typists working at the same rate complete in 1 hour ?",otro,OTRO,0.75,physics
575,"How many minutes are there between 10:23 PM and 7:13 AM?. There are numbers like 10, 23, 7, 13. Use them and decide the answer, but the exact operation is not clearly stated.",time,ELEMENTARY,0.50,mathematics
628,"Using some numbers and the thing about person, standing, motionless, earth's, surface, choose or calculate the answer.",otro,MIDDLE,0.25,science
2097,Scientists noted that muscles and bones would need physical stress to remain healthy during manned space flights . Which option seems to be of these had to be planned for because of this need? (A) practicing space walking (B) counseling activities for tension (C) exercising to maintain strength (D) monitoring circadian rhythms,otro,MIDDLE,0.75,science
1280,"Raising livestock, such as sheep and cattle, results in the production of large amounts of methane gas (CH4). Methane has the same effect in the atmosphere as carbon dioxide (CO2). As more livestock. Then answer it somehow from the given data.",otro,HIGH,0.50,science
1593,"parallelogram, base, four, time, size. Numbers: four, 2, 304. What is it?",geometry,ELEMENTARY,0.25,mathematics
5355,"Read this situation and answer: a cistern 10 meters long and 4 meters wide contains water up to a depth of 1 meter 25 cm . what is, more or less, the total area of the wet surface ?",otro,OTRO,0.75,physics
21976,"About long, train, crosses, tree, time: a 1500 m long train crosses a tree in 120 sec , how much time will it take to pass a platform 500 m long ?. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
501,"in measuring the sides of a rectangle , one side is taken 5 % in excess , and the other 4 ... with one, 5, 4. The question is missing some details, answer it.",geometry,ELEMENTARY,0.25,mathematics
31038,"Using the information given, a car is running at a speed of 96 kmph . what distance will it cover in 14 sec ?",otro,OTRO,0.75,physics
499,"In this situation: Oliver had 33 dollars in January.. With 33, 4, 32, what should be calculated?",algebra,ELEMENTARY,0.50,mathematics
2990,"There is a problem about half, good, work, they, finish; 14; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
1728,"Based on the story, After finding some bottle caps at the park danny has 32 bottle caps in his collection. If he had 25 bottle caps in his collection earlier How many, approximately, bottle caps did he find at the park?",challenge,ELEMENTARY,0.75,mathematics
9969,"a is twice as good a work man as b and together they finish the work in 8 days . in how many days a alone can finish the work ?. There are numbers like 8. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
19205,"Using 6, 4, 1, 25 and the thing about cistern, long, wide, contains, water, choose or calculate the answer.",otro,OTRO,0.25,physics
524,"A waiter had 3 customers . After some more arrived he had 8 customers . How many, approximately, new customers arrived?",subtraction,ELEMENTARY,0.75,mathematics
329,Calculate -1596 divided by 1.. Then answer it somehow from the given data.,division,ELEMENTARY,0.50,mathematics
30751,"pump, fill, tank, water, hours. Numbers: 2, 1 / 5. What is it?",otro,OTRO,0.25,physics
1139,"Read this situation and answer: 22 students are going on a field trip and 18 students are staying at school. What is, more or less, the ratio of the number of students who are going on the field trip to the number of students who are staying at school?",ratio,ELEMENTARY,0.75,mathematics
6680,"About membership, committee, consists, english, teachers: the membership of a committee consists of 3 english teachers , 4 mathematics teachers , and 2 social studies teachers . if 2 committee members are to be. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,probability
22623,"a man walking at a constant rate of 5 miles per hour is passed by a woman traveling in the ... with 5, 25. The question is missing some details, answer it.",otro,OTRO,0.25,physics
2236,"Faye's team won their baseball game and scored sixty-eight points total. If Faye scored twenty-eight of the points and everyone else scored eight points each, how many, approximately, players were on her team ?",division,ELEMENTARY,0.75,mathematics
13,Which of these will most likely harm a habitat? / planting trees / water pollution / rainfall / sunlight. Then answer it somehow from the given data.,otro,ELEMENTARY,0.50,science
12910,"There is a problem about complete, project, days, start, working; 20, 30, 15; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
20932,"Based on the story, a train traveling with constant speed crosses a 90 m long platform in 12 seconds and a 120 m long platform in 15 seconds . try to find the length of the train and its speed .",otro,OTRO,0.75,physics
735,"Winter is almost here and most animals are migrating to warmer countries. There are 41 bird families living near the mountain. If 35 bird families flew away. There are numbers like 41, 35, 62. Use them and decide the answer, but the exact operation is not clearly stated.",subtraction,ELEMENTARY,0.50,mathematics
403,"Using two, one, 50, 600 and the thing about thin, rectangular, slab, potato, pieces, choose or calculate the answer.",geometry,ELEMENTARY,0.25,mathematics
364,"Mike went to 15 basketball games this year, but missed 41 . He went to 39 games last year . How many, approximately, basketball games did Mike go to in total ?",addition-subtraction,ELEMENTARY,0.75,mathematics
20075,two trains are moving in opposite directions at 60 km / hr and 90 km / hr . their lengths are 1.10 km and 0.9. Then answer it somehow from the given data.,otro,OTRO,0.50,physics
1352,"genetics, investigation, students, used, straws. Numbers: two, one. What is it?",otro,MIDDLE,0.25,science
406,"Read this situation and answer: triangle xyz is an isosceles right triangle . if side xy is longer than side yz, and the area of the triangle is 49, what is, more or less, the measure of side xy ?",geometry,ELEMENTARY,0.75,mathematics
13137,"About train, covers, distance, hour, speed: a train covers a distance of 100 km in 1 hour . if its speed is decreased by 20 km / hr , the time taken by the car to cover the same distance will be ?. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
20343,"carl can wash all the windows of his house in 6 hours . ... with 6, 5. The question is missing some details, answer it.",otro,OTRO,0.25,physics
25498,"a man swims downstream 60 km and upstream 40 km taking 4 hours each time, what is, more or less, the speed of the current ?",otro,OTRO,0.75,physics
20630,"In this situation: sides of a rectangular park are in the ratio 3 : 2 and its area is 7350 sq m , the cost of fencing it at 50 ps per meter is ?. With 3, 2, 7350, 50, what should be calculated?",otro,OTRO,0.50,physics
999,"There is a problem about octopus, squirts, black, around, itself; some numbers; not sure which part is needed, find the answer.",otro,ELEMENTARY,0.25,science
37631,"Based on the story, a fill pipe can fill 1 / 2 of cistern in 20 minutes . in how many, approximately, minutes, it can fill 1 / 2 of the cistern ?",otro,OTRO,0.75,physics
20069,"in a certain animal population , for each of the first 3 months of life , the probability that an animal will die during that month is 1 / 10 . for a. There are numbers like 3, 1 / 10, 500. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,probability
37439,"Using two, 120, 300, 42, 30 and the thing about trains, length, running, towards, other, choose or calculate the answer.",otro,OTRO,0.25,physics
7252,"a, b and c can do a piece of work in 14, 30 and 40 days respectively . they start the work together but c leaves 4 days before the completion of the work . in how many, approximately, days is the work done ?",otro,OTRO,0.75,physics
210,"In this situation: -3.133 + 2. With 3.133, 2, what should be calculated?",addition-subtraction,ELEMENTARY,0.50,mathematics
12986,"train, long, crosses, platform, find. Numbers: 100, 125, 2. What is it?",otro,OTRO,0.25,physics
1143,Read this situation and answer: Which option seems to be of the following is a result of the tilt of Earth's axis? (A) seasonal changes (B) hours in a day (C) heights of tides (D) moon phases,otro,ELEMENTARY,0.75,science
4034,"About train, long, running, speed, kmph: a train 360 m long is running at a speed of 45 kmph . in what time will it pass a bridge 140 m long ?. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
551,"a circular well with a diameter of 2 metres , is dug to a depth of 14 metres . ... with 2, 14. The question is missing some details, answer it.",geometry,ELEMENTARY,0.25,mathematics
35192,"a 160 meter long train crosses a man standing on the platform in 16 sec . what is, more or less, the speed of the train ?",otro,OTRO,0.75,physics
37465,"In this situation: two trains , one from howrah to patna and the other from patna to howrah , start simultaneously .. With two, one, 9, 49, what should be calculated?",otro,OTRO,0.50,physics
1137,"There is a problem about peaches, yellow, green, basket; 7, 15, 8; not sure which part is needed, find the answer.",challenge,ELEMENTARY,0.25,mathematics
1466,"Based on the story, how many, approximately, shots of 1 cm radius can be prepared from a sphere of 5 cm radius ?",otro,OTRO,0.75,physics
1308,"carol and jordan draw rectangles of equal area . if carol ' s rectangle measures 12 inches by 15 inches. There are numbers like 12, 15, 6. Use them and decide the answer, but the exact operation is not clearly stated.",geometry,ELEMENTARY,0.50,mathematics
1297,"Using 13, 17, 8, 12 and the thing about jake, apples, fewer, peaches, steven, choose or calculate the answer.",challenge,ELEMENTARY,0.25,mathematics
717,"A summer sports camp had 88 soccer campers, basketball campers and football campers . If 24 of them were basketball campers and 32 of them were football campers, how many, approximately, soccer campers were there?",subtraction,ELEMENTARY,0.75,mathematics
1055,"Last year, Jefferson County's event hall was used for 18 wedding receptions and 12 anniversary parties. This year it was used for 17 wedding receptions and. Then answer it somehow from the given data.",comparison,MIDDLE,0.50,mathematics
34658,"bruce, bhishma, running, circular, track. Numbers: 600, 30, 20. What is it?",otro,OTRO,0.25,physics
1490,"Read this situation and answer: Using the information given, a horse is tethered to one corner of a rectangular grassy field 42 m by 26 m with a rope 16 m long . over how much area of the field can it graze ?",geometry,ELEMENTARY,0.75,mathematics
1855,"About baker, made, cakes, pastries, sold: Baker made 7 cakes and 148 pastries. If he sold 15 cakes and 103 pastries How many pastries would baker still have?. Find the result from the information, although some parts are not explicit.",challenge,ELEMENTARY,0.50,mathematics
178,"-37.5+0.24 ... with 37.5, 0.24. The question is missing some details, answer it.",addition-subtraction,ELEMENTARY,0.25,mathematics
473,Gasoline is a nonrenewable energy resource used in most cars and trucks. Gasoline is made from which option seems to be source (A) oil (B) hydrogen (C) natural gas (D) water vapor ?,otro,ELEMENTARY,0.75,science
2372,Which would be a safe practice to exercise during laboratory investigations? / using open flames to heat all materials / keeping your cell phone on the laboratory. Then answer it somehow from the given data.,otro,MIDDLE,0.50,science
16907,"There is a problem about train, long, running, speed, will; 630, 63; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
9616,"Based on the story, there is food for 760 men for 22 days . how many, approximately, more men should join after two days so that the same food may last for 16 days more ?",otro,OTRO,0.75,physics
266,"the diagonals of a rhombus are 20 cm and 25 cm . find its area ?. There are numbers like 20, 25. Use them and decide the answer, but the exact operation is not clearly stated.",geometry,ELEMENTARY,0.50,mathematics
2618,"Using 6, 1 / 2 and the thing about cistern, filled, hours, leak, bottom, choose or calculate the answer.",otro,OTRO,0.25,physics
5808,"Using the information given, two trains 200 m and 150 m long are running on parallel rails at the rate of 40 kmph and 45 kmph respectively . in how much time will they cross each other, if they are running in the same direction ?",otro,OTRO,0.75,physics
15800,if two projectiles are launched at the same moment from 1386 km apart and travel directly towards each other at 445. Then answer it somehow from the given data.,otro,OTRO,0.50,physics
30077,"train, overtakes, persons, walking, direction. Numbers: two, 2, 4, 9, 10. What is it?",otro,OTRO,0.25,physics
23021,"Read this situation and answer: Using the information given, in what time will a train 100 meters long cross an electric pole, if its speed is 360 km / hr",otro,OTRO,0.75,physics
11367,"About circumference, front, wheel, cart, long: the circumference of the front wheel of a cart is 30 ft long and that of the back wheel is 45 ft long . what is the. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
577,"I have 80 cents to buy candy. ... with 80, 4. The question is missing some details, answer it.",division,ELEMENTARY,0.25,mathematics
1462,"A book has 2 chapters. The second chapter is 36 pages long. If there are a total of 67 pages in the book How many, approximately, pages are in the first chapter ?",challenge,ELEMENTARY,0.75,mathematics
1419,"In this situation: The Razorback t-shirt shop sells each t-shirt for $ 51 dollars.. With 51, 8, 130, what should be calculated?",challenge,ELEMENTARY,0.50,mathematics
23699,"There is a problem about excluding, stoppages, speed, including, minutes; 48, 24; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
294,"Based on the story, Her last stop was the post office. There she sent her rock collection to the Geological Museum in London. She was left with her 15 favorite stones after sending away a part of her collection. If she originally has 78 stones in her collection, how many, approximately, did she send away?",subtraction,ELEMENTARY,0.75,mathematics
17333,"how many plants will be there in a circular bed whose outer edge measure 33 cms , allowing 4 cm 2 for each plant ?. There are numbers like 33, 4, 2. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
1182,"Using some numbers and the thing about class, puts, planters, window, plants, choose or calculate the answer.",otro,ELEMENTARY,0.25,science
481,"Using the information given, 63*(-11)/(-198)*-2*1",algebra,ELEMENTARY,0.75,mathematics
248,Photosynthesis and respiration are both parts of which cycle? / carbon cycle / nitrogen cycle / phosphorous cycle / rock cycle. Then answer it somehow from the given data.,otro,ELEMENTARY,0.50,science
34856,"danny, steve, running, towards, other. Numbers: one, 35, two. What is it?",otro,OTRO,0.25,physics
25232,Read this situation and answer: . a car covers a distance of 742 km in 7 hours . try to find its speed ?,otro,OTRO,0.75,physics
521,"About frank, fencemaker, needs, fence, rectangular: frank the fencemaker needs to fence in a rectangular yard . he fences in the entire yard , except for one full side of the yard. Find the result from the information, although some parts are not explicit.",geometry,ELEMENTARY,0.50,mathematics
2252,"Abnormal cell division in humans may result in (1) cancer (2) fertilization (3) asexual re ... with 1, 2, 3, 4. The question is missing some details, answer it.",otro,MIDDLE,0.25,science
1780,Which option seems to be two processes are common to all living things (A) flying and breathing (B) migrating and reproducing (C) using nutrients and growing (D) eliminating waste and hibernating ?,otro,ELEMENTARY,0.75,science
2088,Which part of Earth's structure exists in the solid phase due to low temperatures? / . Then answer it somehow from the given data.,otro,HIGH,0.50,science
1947,"There is a problem about scientist, most, likely, study, changes; some numbers; not sure which part is needed, find the answer.",otro,ELEMENTARY,0.25,science
29,"Based on the story, Using the information given, 0.0069+(-0.86)=",algebra,ELEMENTARY,0.75,mathematics
13817,"points x , y , and z lie , in that order , on a straight railroad track . the distance from point x to point y is twice the distance from point y to point z . a train traveled from point x to point z without stopping . the train ' s average speed when traveling from point x. There are numbers like 300, 100. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
25598,"Using 21, 19, two and the thing about ways, books, english, hindi, placed, choose or calculate the answer.",otro,OTRO,0.25,probability
7087,"x, y, and z are all unique numbers . if x is chosen randomly from the set { 10, 11 } and y and z are chosen randomly from the set { 20, 21, 22, 23 }, what is, more or less, the probability that x and y are prime and z is not ?",otro,OTRO,0.75,probability
101,Mrs. Snyder made 86 heart cookies. She made 36 red cookies and the rest are pink. How many pink cookies did she make?. Then answer it somehow from the given data.,subtraction,ELEMENTARY,0.50,mathematics
2267,"matthew, crackers, gave, equal, numbers. Numbers: 27, 9. What is it?",division,ELEMENTARY,0.25,mathematics
22424,"Read this situation and answer: in a bag containing 3 balls, a white ball was placed and then 1 ball was taken out at random . what is, more or less, the probability that the extracted ball would turn on to be white, if all possible hypothesis concerning the color of theballs that initiallyin the bag were equally possible ?",otro,OTRO,0.75,probability
2096,"About following, properties, best, describes, material's: Which of the following properties best describes a material's ability to resist scratching? / weight / flexibility / length / hardness. Find the result from the information, although some parts are not explicit.",otro,ELEMENTARY,0.50,science
26211,"on a scale of map , 0.4 cm represents 5.3 km . ... with 0.4, 5.3, 64. The question is missing some details, answer it.",otro,OTRO,0.25,physics
715,"At a carnival, there are 87 kids, teenagers, and adults waiting to get in. 24 are teenagers, 19 are adults, and the rest are kids. How many, approximately, kids are waiting in line at the carnival ?",subtraction,ELEMENTARY,0.75,mathematics
1379,"In this situation: how many seconds will it take for a car that is traveling at a constant rate of 120 miles per hour to travel a distance of 77 yards ?. With 120, 77, 1, 160, what should be calculated?",otro,OTRO,0.50,physics
1653,"There is a problem about birds, storks, sitting, fence, came; 4, 6, 2; not sure which part is needed, find the answer.",challenge,ELEMENTARY,0.25,mathematics
32489,"Based on the story, it takes joey the postman 1 hours to run a 1 mile long route every day . he delivers packages and then returns to the post office along the same path . if the average speed of the round trip is 5 mile / hour, what is, more or less, the speed with which joey returns ?",otro,OTRO,0.75,physics
1168,"A grocery store had a total of 17 bottles of which 9 were bottles of regular soda and the rest were. There are numbers like 17, 9, 29. Use them and decide the answer, but the exact operation is not clearly stated.",challenge,ELEMENTARY,0.50,mathematics
24970,"Using 42, 8, 1, 3 and the thing about hollow, iron, pipe, long, external, choose or calculate the answer.",otro,OTRO,0.25,physics
33748,"a monkey ascends a greased pole 26 meters high . he ascends 2 meters in the first minute and then slips down 1 meter in the alternate minute . if this pattern continues until he climbs the pole, in how many, approximately, minutes would he reach at the top of the pole ?",otro,OTRO,0.75,physics
27964,ravi can do a piece of work in 24 days while prakash can do it in 40 days . in how many days will they finish it together ?. Then answer it somehow from the given data.,otro,OTRO,0.50,physics
27288,"pipes, fill, tank, minutes, outlet. Numbers: two, 12, 15, 10. What is it?",otro,OTRO,0.25,physics
134,"Read this situation and answer: how many, approximately, cubes of edge 2 dm can be cut out of a meter cube ?",geometry,ELEMENTARY,0.75,mathematics
1639,"About important, protect, soil, covers, bedrock: Why is it important to protect soil? / It covers the bedrock layer in the earth. / It has nutrients used. Find the result from the information, although some parts are not explicit.",otro,ELEMENTARY,0.50,science
17588,"a man swims downstream 72 km and upstream 45 km taking 12 hours each time ; what is the sp ... with 72, 45, 12. The question is missing some details, answer it.",otro,OTRO,0.25,physics
452,"Using the information given, the area of the largest circle that can be drawn inside a rectangle with sides 18 cm by 14 cm is ?",geometry,ELEMENTARY,0.75,mathematics
19876,"In this situation: machine a can finish a job in 4 hours , machine в can finish the job in 2 hours , and machine с can finish the job in 6 hours .. With 4, 2, 6, what should be calculated?",otro,OTRO,0.50,physics
1776,"There is a problem about katie, math, problems, homework, finished; 9, 5; not sure which part is needed, find the answer.",subtraction,ELEMENTARY,0.25,mathematics
32916,"Based on the story, a bag contains 6 black and 5 white balls . one ball is drawn at random . what is, more or less, the probability that the ball drawn is white ?",otro,OTRO,0.75,probability
2134,"About feature, kitten, most, likely, inherit: Which feature is a kitten most likely to inherit from its parents? / diet / color / health / independence. Find the result from the information, although some parts are not explicit.",otro,ELEMENTARY,0.50,science
1544,"Using 3, 7, 44 and the thing about tiffany, collecting, cans, recycling, monday, choose or calculate the answer.",challenge,ELEMENTARY,0.25,mathematics
31857,"in a bag containing 3 balls, a white ball was placed and then 1 ball was taken out at random . what is, more or less, the probability that the extracted ball would turnon to be white, if all possible hypothesis concerning thecolor of theballs that initiallyin the bag were equally possible ?",otro,OTRO,0.75,probability
548,Soil that drains slowly most likely has a high amount of / ash. / sand. / clay. / peat.. Then answer it somehow from the given data.,otro,MIDDLE,0.50,science
37043,"policeman, noticed, criminal, distance, starts. Numbers: 180, 8, 9, 3. What is it?",otro,OTRO,0.25,physics
10021,Read this situation and answer: a and b can do a piece of work in 2 days and 6 days respectively . both work for 1 days and then a goes away . try to find how long will b take to complete the remaining work ?,otro,OTRO,0.75,physics
697,"About kaleb, saved, dollars, received, another: Kaleb had saved up 21 dollars. If he received another 15 dollars for his allowance, how many 6 dollar toys could he buy?. Find the result from the information, although some parts are not explicit.",algebra,ELEMENTARY,0.50,mathematics
3959,"the diameter of the driving wheel of a bus in 140 cm . ... with 140, 33. The question is missing some details, answer it.",otro,OTRO,0.25,physics
25824,"someone on a skateboard is traveling 10 miles per hour . how many, approximately, feet does she travel in 20 seconds ( 1 mile = 5280 feet ) ?",otro,OTRO,0.75,physics
893,"In this situation: There were 13 roses and 84 orchids in the vase.. With 13, 84, 91, 14, what should be calculated?",subtraction,ELEMENTARY,0.50,mathematics
24322,"There is a problem about type, machine, complete, hours, will; 5, 7, 2, 3; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
11926,"Based on the story, Using the information given, the reciprocal of the hcf and lcm of two are 1 / 16 and 1 / 312 . if one of the number is 24 then other no . is",otro,OTRO,0.75,physics
651,"Sara's mother gave her $69 to go to the store. Sara bought 3 loaves of bread and 5 cartons of orange juice. Each. There are numbers like 69, 3, 5, 2. Use them and decide the answer, but the exact operation is not clearly stated.",subtraction,ELEMENTARY,0.50,mathematics
862,"Using 24, 3, 1 and the thing about basket, there, good, oranges, rest, choose or calculate the answer.",ratio,MIDDLE,0.25,mathematics
1200,the area of a circular place is 17 .56 hectares . try to find the cost of fencing it at the rate of rs . 3 / meter approximately .,geometry,ELEMENTARY,0.75,mathematics
871,"Oscar needs to ship 14 rock CDs, 12 classical CDs, and 8 pop CDs. He can pack only one type of CD in each box and he must. Then answer it somehow from the given data.",gcd,ELEMENTARY,0.50,mathematics
468,"evaluate. Numbers: 7, 14, 12, 4, 8. What is it?",algebra,ELEMENTARY,0.25,mathematics
1278,"Read this situation and answer: Jerry had 9 action figures on a shelf in his room. Later he added 7 more action figures to the shelf. If he also has 10 books on the shelf How many, approximately, more action figures than books were on his shelf?",challenge,ELEMENTARY,0.75,mathematics
7575,"About piece, work, hours, long, will: a can do a piece of work in 4 hours ; b and c together can do it in 3 hours , which a and. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
36645,"tim came second in math . ... with 7. The question is missing some details, answer it.",otro,OTRO,0.25,physics
30731,"if 3 spiders make 3 webs in 3 days, then 1 spider will make 1 web in how many, approximately, days ?",otro,OTRO,0.75,physics
11066,"In this situation: the length of the bridge , which a train 110 metres long and travelling at 45 km / hr can cross in 30 seconds , is :. With 110, 45, 30, what should be calculated?",otro,OTRO,0.50,physics
349,"There is a problem about length, train, platform, equal, speed; 90, one; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
571,"Based on the story, Using the information given, the rhombus ( afce ) is inscribed in rectangle ( abcd ) . the length of bf = de . if the rectangle has a width of 20 yards and a length of 25 yards, what would be the total length ( the perimeter ) of a fence along the sides defined by afce ?",geometry,ELEMENTARY,0.75,mathematics
727,"Kendra took a road trip. In the afternoon, she saw 4 minivans like hers. Later, in the evening,. There are numbers like 4, one. Use them and decide the answer, but the exact operation is not clearly stated.",addition,ELEMENTARY,0.50,mathematics
1513,"Using 6, 120 and the thing about packs, dvds, bought, dollars, pack, choose or calculate the answer.",challenge,ELEMENTARY,0.25,mathematics
858,"Using the information given, Apple slices were divided evenly between two identical metal boxes . A lighted 20-watt incandescent light bulb was placed in box A, and a lighted 20-watt fluorescent light was placed in box B . The apple slices in box A dried faster than those in box B because (A) fluorescent light is a luminous light . (B) incandescent light produces more heat . (C) fluorescent light has a lower frequency . (D) incandescent light causes a chemical reaction .",otro,MIDDLE,0.75,science
30859,"a man swims downstream 36 km and upstream 18 km taking 6 hours each time , what is the speed of the man in still water ?. Then answer it somehow from the given data.",otro,OTRO,0.50,physics
751,"greatest, common, factor. Numbers: 17856, 16. What is it?",gcd,ELEMENTARY,0.25,mathematics
14839,"Read this situation and answer: two cars are traveling in the same direction along the same route . the red car travels at a constant speed of 30 miles per hour, and the black car is traveling at a constant speed of 50 miles per hour . if the red car is 20 miles ahead of the black car, how many, approximately, hours will it take the black car to overtake the red car ?",otro,OTRO,0.75,physics
12794,"About runs, around, circular, track, beats: a and b runs around a circular track . a beats b by one round or 10 minutes . in this race , they had. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
7431,"a hall 36 m long and 15 m broad is to be paved with stones , each measuring 5 dm by 5 dm . ... with 36, 15, 5. The question is missing some details, answer it.",otro,OTRO,0.25,physics
8191,"the speed of a car is 120 km in the first hour and 70 km in the second hour . what is, more or less, the average speed of the car ?",otro,OTRO,0.75,physics
21597,"In this situation: the speed of a boat in still water in 42 km / hr and the rate of current is 6 km / hr .. With 42, 6, 44, what should be calculated?",otro,OTRO,0.50,physics
665,"There is a problem about remainder, divided; 129, 61; not sure which part is needed, find the answer.",division,ELEMENTARY,0.25,mathematics
884,"Based on the story, Maddie, Luisa, and Amy counted their books. Maddie had 15 books. Luisa had 18 books. Together, Amy and Luisa had 9 more books than Maddie. How many, approximately, books did Amy have?",algebra,MIDDLE,0.75,mathematics
28982,"in what time will a railway train 90 m long moving at the rate of 36 kmph pass a telegraph post on its way ?. There are numbers like 90, 36. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
23093,"Using 51 and the thing about traveled, diego, francisco, average, speed, choose or calculate the answer.",otro,OTRO,0.25,physics
31752,"Using the information given, pipe b that can fill a tank in an hour and pipe a that can fill the tank in half an hour are opened simultaneously when the tank is empty . pipe a is shut 15 minutes before the tank overflows . when will the tank overflow ?",otro,OTRO,0.75,physics
27677,car a runs at the speed of 65 km / hr & reaches its destination in 8 hr . car b runs at the speed of 70 km / h &. Then answer it somehow from the given data.,otro,OTRO,0.50,physics
1843,"octopus, releases, black, water, feeling. Numbers: some numbers. What is it?",otro,ELEMENTARY,0.25,science
36459,"Read this situation and answer: Using the information given, if two girls starting from same point, walking in the opposite directions with 7 km / hr and 3 km / hr as average speeds respectively . then the distance between them after 12 hours is ?",otro,OTRO,0.75,physics
10515,"About number, selected, random, first, natural: a number is selected at random from the first 30 natural numbers . what is the probability that the number is a multiple of either 2 or 19 ?. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,probability
18370,"johnny makes $ 8.25 per hour at his work . ... with 8.25, 2. The question is missing some details, answer it.",otro,OTRO,0.25,physics
3055,"Using the information given, a train covers a distance of 54 km in 15 min . if it takes 8 sec to pass a telegraph post, then the length of the train is ?",otro,OTRO,0.75,physics
1606,A hot pack is a product that releases heat when chemicals inside of it interact. What is taking place inside an active. Then answer it somehow from the given data.,otro,MIDDLE,0.50,science
71,"There is a problem about most, plants, begin, their, life; some numbers; not sure which part is needed, find the answer.",otro,ELEMENTARY,0.25,science
1379,"Based on the story, Which option seems to be of the following is a characteristic of the ""steady state theory"" of the universe? (A) The universe is constantly growing and changing. (B) A great explosion caused the origin of the universe. (C) The nature of the universe has always been the same. (D) Light moving from the center of the universe appears red.",otro,MIDDLE,0.75,science
17171,"a boat can travel with a speed of 14 km / hr in still water . if the speed of the stream is 6 km / hr , find the time taken by the boat to go 72 km downstream .. There are numbers like 14, 6, 72. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
7478,"Using three, 6, 8, 10 and the thing about three, cubes, iron, whose, edges, choose or calculate the answer.",otro,OTRO,0.25,physics
28209,"Using the information given, a leak in the bottom of a tank can empty the full tank in 6 hours . an inlet pipe fills water at the rate of 3 liters per minute . when the tank is full in inlet is opened and due to the leak the tank is empties in 8 hours . the capacity of the tank is ?",otro,OTRO,0.75,physics
1019,"The instructions below outline the procedure for a demonstration. Materials: four 100 g metal blocks, each of a different metal four polystyrene foam cups, each containing 150 g of 10°C water Procedure: 1. Place the four cups of water next to each other on the lab bench. 2. Heat each block to a temperature of 60°C. 3. Place each heated block in a separate cup of 10°C water. 4. Measure the. Then answer it somehow from the given data.",otro,HIGH,0.50,science
308,"also, aquariums, saltwater, animals, freshwater. Numbers: 56, 10, 39. What is it?",multiplication,ELEMENTARY,0.25,mathematics
25998,"Read this situation and answer: Using the information given, two pipes a and b can fill a tank in 24 and 48 minutes respectively . if both the pipes are used together, then how long will it take to fill the tank ?",otro,OTRO,0.75,physics
1260,"About diane, wants, package, cookies, cost: Diane wants to buy a package of cookies. The cookies cost 65 cents. Diane has 27 cents.. Find the result from the information, although some parts are not explicit.",comparison,ELEMENTARY,0.50,mathematics
13518,"15 people can write 90 book in 20 days working 7 hour a day . ... with 15, 90, 20, 7, 240. The question is missing some details, answer it.",otro,OTRO,0.25,physics
1793,Warm air masses that rise over Earth's equator move north or south. This movement is primarily the result of which option seems to be of the following processes (A) conduction (B) convection (C) insulation (D) radiation ?,otro,MIDDLE,0.75,science
1369,"In this situation: the area of a square is 144 m ² .. With 144, what should be calculated?",geometry,ELEMENTARY,0.50,mathematics
126,"There is a problem about buys, white, shirts, purchased, packages; 70, 14; not sure which part is needed, find the answer.",division,ELEMENTARY,0.25,mathematics
32579,"Based on the story, Using the information given, a car traveling at a certain constant speed takes 2 seconds longer to travel 1 kilometer than it would take to travel 1 kilometer at 60 kilometers per hour . at what speed, in kilometers per hour, is the car traveling ?",otro,OTRO,0.75,physics
19661,"a can do a piece of work in 15 days and b in 20 days . they began the work together but 5. There are numbers like 15, 20, 5. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
123,"Using 56, 105 and the thing about kelly, apples, need, pick, choose or calculate the answer.",subtraction,ELEMENTARY,0.25,mathematics
1349,A field is in the shape of an equilateral triangle attached to the width of the rectangular region where width of the rectangle and side of the triangle measures the same . The length of rectangular region is 76 ft and the side of triangular region measures 42 ft . Try to find the perimeter of the field .,algebra,MIDDLE,0.75,mathematics
