,pregunta,skill,level,claridad,signature
27770,walking at 75 % of his usual speed a man takes 24 minutes more to cover a distance . what is his usual time to cover this distance ?,otro,OTRO,1,physics
1797,"A certain snake species in an ecosystem eats small rodents. If a bird species is introduced into the ecosystem that also eats small rodents, which of these will most likely increase? (A) parasitism (B) migration (C) mutualism (D) competition",otro,MIDDLE,1,science
12884,what is the probability of randomly selecting one of the shortest diagonals from all the diagonals of a regular hexagon ?,otro,OTRO,1,probability
1244,There are 7 baskets of peaches. Each basket has 10 red peaches and 2 green peaches. How many green peaches are in the baskets altogether?,challenge,ELEMENTARY,1,mathematics
16931,"working alone , tom finishes cleaning half the house in a third of the time it takes nick to clean the entire house alone . tom alone cleans the entire house in 6 hours . how many hours will it take nick and tom to clean the entire house if they work together ?",otro,OTRO,1,physics
1193,"in a rectangular coordinate system , what is the area of a rhombus whose vertices have the coordinates ( 0 , 3.5 ) , ( 10 , 0 ) , ( 0 , - 3.5 ) , ( - 10 , 0 ) ?",geometry,ELEMENTARY,1,mathematics
14429,an employer pays rs . 20 for each day a worker works and for felts rs . 3 for each day is ideal at the end of sixty days a worker gets rs . 280 . for how many days did the worker remain ideal ?,otro,OTRO,1,physics
29470,the citizens of planet nigiet are 5 fingered and have thus developed their decimal system in base 8 . a certain street in nigiet contains 1000 ( in base 5 ) buildings numbered 1 to 1000 . how many 3 s are used in numbering these buildings ? express result in terms of base 10 .,otro,OTRO,1,physics
788,What is the lowest common multiple of 245 and 5495?,lcm,ELEMENTARY,1,mathematics
6291,10 : 4 seconds : : ? : 6 minutes,otro,OTRO,1,physics
1819,Which characteristic of an element determines its placement in the periodic table? (A) mass (B) size (C) number of neutrons (D) number of protons,otro,MIDDLE,1,science
372,"three pipes of same capacity can fill a tank in 8 hours . if there are only two pipes of same capacity , the tank can be filled in .",otro,OTRO,1,physics
941, A store had 120 coloring books in stock. They ended up putting them on sale and getting rid of 39 of them. The put the ones they still had onto shelves with 9 on each shelf. How many shelves did they use? ,algebra,ELEMENTARY,1,mathematics
20,the diameter of a cylindrical tin is 14 cm and height is 5 cm . find the volume of the cylinder ?,geometry,ELEMENTARY,1,mathematics
117,a cubical block of metal weighs 6 pounds . how much will another cube of the same metal weigh if its sides are twice as long ?,geometry,ELEMENTARY,1,mathematics
1124,"Two numbers are in the ratio 3:8. Their sum is 44.
What is the difference between the two numbers?",comparison,MIDDLE,1,mathematics
325,Calculate 14010 divided by 3.,division,ELEMENTARY,1,mathematics
1689,He has 9 apples more than Adam and Jackie together do. Adam and Jackie have 7 apples between them. How many apples does He have?,challenge,ELEMENTARY,1,mathematics
260,"Ron weighed 2 colored metal balls during a science class . The blue ball weighed 6 pounds and the brown ball weighed 3.12 pounds . If Ron places both balls on the scale at the same time , what will the scale read ? ",addition-subtraction,ELEMENTARY,1,mathematics
219,"Baker made 144 cakes. He sold 71 of them. Then he made 111 more cakes.
How many more cakes did baker make than those he sold?",subtraction,ELEMENTARY,1,mathematics
162,"Which characteristic would best help a rabbit survive in snow? (A) short legs (B) dim eyesight (C) thick, white fur (D) slow movement",otro,ELEMENTARY,1,science
1716,"When coal is burned to produce electricity, the electrical energy produced is less than the potential energy in the coal. Which best explains this observation? (A) As coal is heated, some of the molecules move so fast that they are destroyed. (B) Some of the energy in coal is destroyed by the intense heat required to release its potential energy. (C) Some of the potential energy in coal is converted into forms of energy other than electricity. (D) The amount of potential energy in fuels is overestimated.",otro,MIDDLE,1,science
839," Adam bought 13 boxes of chocolate candy and gave 7 to his little brother. If each box has 6 pieces inside it, how many pieces did Adam still have? ",algebra,ELEMENTARY,1,mathematics
13997,the speed of a boat in still water is 20 km / hr and the rate of current is 5 km / hr . the distance traveled downstream in 15 minutes is :,otro,OTRO,1,physics
922," Kaleb had 39 pieces of clothing to wash. He put 19 of them in one load, but decided to split the rest into 5 equal loads. How many pieces of clothing could go in each of the small loads? ",algebra,ELEMENTARY,1,mathematics
1126,The Sun transforms matter into energy through nuclear fusion. What can be inferred about the Sun from this fact? (A) The Sun is losing mass and hydrogen. (B) The Sun is losing volume and hydrogen. (C) The Sun is losing mass and helium. (D) The Sun is losing volume and helium.,otro,HIGH,1,science
8271,the minute hand of a clock overtakes the hour hand at intervals of 65 minutes of correct time . how much does the clock gain or lose in 12 hours ?,otro,OTRO,1,physics
16639,how many seconds will a train 110 meters long take to cross a bridge 150 meters long if the speed of the train is 36 kmph ?,otro,OTRO,1,physics
16543,a train 100 m in length crosses a telegraph post in 12 seconds . the speed of the train is ?,otro,OTRO,1,physics
4746,in what time will a railway train 52 m long moving at the rate of 24 kmph pass a telegraph post on its way ?,otro,OTRO,1,physics
2287,"Albert is inviting 34 friends to a party. He has 1802 cookies.
How many cookies will each friend get?",division,ELEMENTARY,1,mathematics
221,"Paco 's Countertop Company purchased pieces of marble from a quarry . The weights of the pieces they purchased were 0.3333333333333333 ton , 0.3333333333333333 ton , and 0.08333333333333333 ton . How many tons of marble did Paco 's Countertop Company purchase in all ? ",addition-subtraction,ELEMENTARY,1,mathematics
1193,"Trevor turns on a lamp. When the lamp is on, electrical energy changes into which other form of energy? (A) chemical (B) light (C) mechanical (D) potential",otro,ELEMENTARY,1,science
910,find the area of a parallelogram with base 32 cm and height 15 cm .,geometry,ELEMENTARY,1,mathematics
17309,jack and jill are marathon runners . jack can finish a marathon ( 41 km ) in 4.5 hours and jill can run a marathon in 4.1 hours . what is the ratio of their average running speed ? ( jack : jill ),otro,OTRO,1,physics
30741,a train running at the speed of 54 km / hr crosses a pole in 7 seconds . find the length of the train .,otro,OTRO,1,physics
37331,"a boy wants to make cuboids of dimension 5 m , 6 m and 7 m from small cubes of . 03 m 3 . later he realized he can make same cuboids by making it hollow . then it takes some cubes less . what is the number of the cubes to be removed ?",otro,OTRO,1,physics
571,"Paul had 134 books. After giving 39 books to his friend and selling some books in a garage sale he had 68 books left.
How many books did he sell in the garage sale?",subtraction,ELEMENTARY,1,mathematics
315,Which of the following best describes how plants use the energy they receive from sunlight? (A) They change water into heat. (B) They produce their own food. (C) They make minerals for their roots. (D) They break down nutrients into rocks.,otro,ELEMENTARY,1,science
102,"29 birds were sitting in a tree. Some more fly up to the tree. Then there were 42 birds in the tree.
How many more flew up to the tree?",subtraction,ELEMENTARY,1,mathematics
1615,Jake brought 6 balloons to the park. If Jake brought 4 more balloons than the number of balloons that Allan brought How many balloons did Allan bring to the park?,challenge,ELEMENTARY,1,mathematics
24911,the inner circumference of a circle race track 18 m wide is 880 m . find the radius of the outer circle .,otro,OTRO,1,physics
317,"Dan joined his school 's band . He bought a clarinet for $ 130.30 , and a song book which was $ 11.24 . Dan found $ 12.32 in his pocket . How much did Dan spend at the music store ? ",addition-subtraction,ELEMENTARY,1,mathematics
509,"Marco and his dad went strawberry picking. Marco's strawberries weighed 15 pounds. If together their strawberries weighed 37 pounds.
How much did his dad's strawberries weigh?",subtraction,ELEMENTARY,1,mathematics
1368,Scientists are developing new satellite technology to help predict the weather. How will developing this technology most likely benefit people? (A) It will show people that storms can be prevented. (B) It will show people that science is interesting. (C) It will help warn people about dangerous storms. (D) It will help people drive in the rain.,otro,ELEMENTARY,1,science
19997,two mba admissions committees are to be formed randomly from 6 second year mbas with 3 members each . what is the probability q that jane will be on the same committee as albert ?,otro,OTRO,1,probability
1369,Which statement about gravity is written as a law? (A) The reason gravity works is because masses bend time and space. (B) The effect of gravity on plants might be reduced if certain minerals are added to the soil. (C) The force of gravity between two objects depends upon their masses and the distance between them. (D) The experiments being done on gravity today are better than what were done in the past and a full understanding is only a few years away.,otro,MIDDLE,1,science
971,"A student investigated the effect of the color of light on the growth of plants. Red, yellow, and green lights were used in the experiment. If another student were to conduct the same experiment, which would be the most important procedure to follow to yield the same results? (A) to do the investigation at the same time of year (B) to use the same chart for recording growth (C) to do the investigation in the same room (D) to use the same colors of lights",otro,MIDDLE,1,science
1806,"Tiffany was buying hand towels for her house. She bought 9 packs with each pack having 3 towels in it.
How many towels did she buy?",multiplication,ELEMENTARY,1,mathematics
457, Debby bought two coloring books. One had 16 pictures and the other had 40. After one week she had already colored 33 of the pictures. How many pictures does she still have to color? ,algebra,ELEMENTARY,1,mathematics
1133,"In 3 seconds, Kevin can dribble a basketball 13 times. If Kevin dribbles at this same rate for 27 seconds,
how many times will he dribble the basketball?",ratio,MIDDLE,1,mathematics
1258,Allan brought 2 balloons and Jake brought 3 balloons to the park. How many more balloons did Jake have than Allan in the park?,challenge,ELEMENTARY,1,mathematics
29308,"tanks a and b are each in the shape of a right circular cylinder . the interior of tank a has a height of 8 meters and a circumference of 8 meters , and the interior of tank b has a height of 8 meters and a circumference of 10 meters . the capacity of tank a is what percent of the capacity of tank b ?",otro,OTRO,1,physics
1913,The school is planning a field trip. The school has 66 classrooms. There are 102 students in the school and 8 seats on each school bus. If 22 students do n't want to go for the trip How many buses are needed to take the trip?,challenge,ELEMENTARY,1,mathematics
23501,a train is 100 meter long and is running at the speed of 30 km per hour . find the time it will take to pass a man standing at a crossing .,otro,OTRO,1,physics
1025,Tiffany was collecting cans for recycling. On monday she had 7 bags of cans. The next day she found 12 more bags worth of cans. How many more bags did she find on the next day than she had on monday?,challenge,ELEMENTARY,1,mathematics
29399,"the circumference of the front wheel of a cart is 30 ft long and that of the back wheel is 40 ft long . what is the distance traveled by the cart , when the front wheel has done five more revolutions than the rear wheel ?",otro,OTRO,1,physics
38,70÷61=,algebra,ELEMENTARY,1,mathematics
261,"A bee colony produced 0.36 pounds of honey , but bears ate 0.05 pounds of it . How much honey remains ? ",addition-subtraction,ELEMENTARY,1,mathematics
1975,a cistern 8 m long and 4 m wide contains water up to a depth of 1 m 25 cm . the total area of the wet surface is :,otro,OTRO,1,physics
11,The circulatory system and the endocrine system work together in the human body. Which describes one way in which these systems interact? (A) taking in oxygen and transporting it to cells of the body (B) releasing hormones and transporting them to cells of the body (C) absorbing nutrients from food and transporting them to cells in the body (D) collecting waste products from the cells and transporting it out of the body,otro,MIDDLE,1,science
34,"Mrs. Hilt made 5 Rice Krispie Treats. She used 8 large marshmallows and 10 mini marshmallows.
How many marshmallows did she use altogether?",addition,ELEMENTARY,1,mathematics
10235,"working at a constant rate , p can finish a job in 3 hours . q , also working at a constant rate , can finish the same job in 18 hours . if they work together for 2 hours , how many more minutes will it take p to finish the job , working alone at his constant rate ?",otro,OTRO,1,physics
183,"Brenda's mother made cookies for 14. If each of them had 30 cookies
How many cookies did she prepare?",multiplication,ELEMENTARY,1,mathematics
1072,Allan brought 5 balloons and Jake brought 4 balloons to the park. Allan then bought 3 more balloons at the park. How many balloons did Allan bring to the park?,challenge,ELEMENTARY,1,mathematics
340,a cubical block of metal weighs 5 pounds . how much will another cube of the same metal weigh if its sides are twice as long ?,geometry,ELEMENTARY,1,mathematics
27400,"4 men and 6 women finish a job in 8 days , while 3 men and 7 women finish it in 10 days . in how many days will 10 women working together finish it ?",otro,OTRO,1,physics
433,"Bobby ate 33 pieces of candy. Then he ate 4 more. He also ate 14 pieces of chocolate.
How many pieces of candy and chocolate did Bobby eat altogether?",addition,ELEMENTARY,1,mathematics
1216,"a cube has a volume of 27 cubic feet . if a similar cube is twice as long , twice as wide , and twice as high , then the volume , in cubic feet of such cube is ?",geometry,ELEMENTARY,1,mathematics
986,"The third graders are having a fair. They have 90 tickets to sell. They sold 38 tickets the first week and 17 tickets the second week.
How many tickets do they have left to sell?",time,ELEMENTARY,1,mathematics
399,"Before they end the meeting, Tom counted the total number of robots in his collection. He has 6 sets of robots and each set is composed of 7 robots.
How many robots does Tom have in his collection?",multiplication,ELEMENTARY,1,mathematics
9632,"with a uniform speed a car covers the distance in 8 hours . had the speed been increased by 2 km / hr , the same distance could have been covered in 7 1 / 2 hours . what is the distance covered ?",otro,OTRO,1,physics
1564,Paige was helping her mom plant flowers in 8 flowerbeds. They planted 32 seeds altogether. If they put same number of seeds in each flower bed How many seeds did they plant in each flowerbed?,challenge,ELEMENTARY,1,mathematics
2266,"When a butterfly emerges from its chrysalis, its wings are crumpled. In order to expand its wings, the butterfly hangs upside down, causing fluid to be pumped into the veins of its wings. This pumping most likely expands the wings by (A) increasing the pressure inside the wings (B) decreasing the density of the wings (C) increasing the temperature inside the wings (D) decreasing the mass of the wings",otro,MIDDLE,1,science
26443,"a can run 2 km distance in 2 min . , while b can run this distance in 2 min 40 sec . by how much distance can a beat b ?",otro,OTRO,1,physics
2259,"A trivia team had 9 members total, but during a game 3 members didn't show up. If each member that did show up scored 2 points,
how many points were scored total?",multiplication,ELEMENTARY,1,mathematics
1144,"a full stationary oil tank that is a right circular cylinder has a radius of 100 feet and a height of 25 feet . oil is pumped from the stationary tank to an oil truck that has a tank that is a right circular cylinder until the truck ' s tank is completely filled . if the truck ' s tank has a radius of 4 feet and a height of 10 feet , how far ( in feet ) did the oil level drop in the stationary tank ?",geometry,ELEMENTARY,1,mathematics
1550,"three rugs have a combined area of 212 square meters . by overlapping the rugs to cover floor area of 140 square meters , the area that is covered by exactly two layers of rug is 24 square meters . what is the area that is covered with three layers of rug ?",geometry,ELEMENTARY,1,mathematics
671," Bianca was organizing her book case making sure each of the shelves had exactly 8 books on it. If she had 5 shelves of mystery books and 4 shelves of picture books, how many books did she have total? ",algebra,ELEMENTARY,1,mathematics
93,"When a rock is placed in a graduated cylinder containing water, the height of the water will (A) decrease (B) increase (C) remain the same",otro,ELEMENTARY,1,science
290,Why are diseases transmitted through the bites of infected animals not considered contagious diseases? (A) The infected animals do not show symptoms. (B) The person in direct contact is the only one infected. (C) Humans do not become sick from animal diseases. (D) The diseases are treatable with antibiotics.,otro,MIDDLE,1,science
912,"Approximately 14,000 years ago, the climate in North America began to warm rapidly. At the same time, human hunters migrated to the continent. Which of these most likely resulted from a combination of these two factors? (A) a reduction in the rate of species change (B) an increase in the rate of large mammal extinctions (C) an increase in the amount of interspecies cooperation (D) a reduction in the total number of small parasitic insects",otro,HIGH,1,science
1595,Which form of energy is produced when a rubber band vibrates? (1) chemical (2) light (3) electrical (4) sound,otro,MIDDLE,1,science
12279,"a boat can travel with a speed of 22 km / hr in still water . if the speed of the stream is 5 km / hr , find the time taken by the boat to go 81 km downstream",otro,OTRO,1,physics
615,"Aerogels are compounds formed by the drying of certain gels. Although the aerogel hardens into a solid material, the particles in the gel are much farther apart than those of most solids and particles are held together by strong bridges of covalently bonded atoms. Which of the following is a likely property of aerogels? (A) very low density (B) high electrical conductivity (C) very low melting point (D) very flexible",otro,HIGH,1,science
1312,"Sum of a number and 15 is 96.
Find the number.",algebra,MIDDLE,1,mathematics
27160,the distance between delhi and mathura is 100 kms . a starts from delhi with a speed of 50 kmph at 7 a . m . for mathura and b starts from mathura with a speed of 45 kmph at 8 p . m . from delhi . when will they meet ?,otro,OTRO,1,physics
6525,"recently , i decided to walk down an escalator of a tube station . i did some quick calculation in my mind . i found that if i walk down 20 ` ` 6 steps , i require thirty seconds to reach the bottom . however , if i am able to step down thirty ` ` 4 stairs , i would only require eighteen seconds to get to the bottom . if the time is measured from the moment the top step begins to descend to the time i step off the last step at the bottom ?",otro,OTRO,1,physics
1153,"Jemma filled one-fourth of a barrel with compost on Saturday. Then she filled the remaining space with 4200 g of compost on Sunday.
How many kilograms of compost are in the barrel?",division,MIDDLE,1,mathematics
34891,"a train 125 m long passes a man , running at 5 km / hr in the same direction in which the train is going , in 15 seconds . the speed of the train is :",otro,OTRO,1,physics
927,The mineral quartz naturally forms in various colors. Which difference in quartz formation results in the different colors? (A) pressure at which the processes occurred (B) temperature at which the processes occurred (C) chemical impurities present as the processes occurred (D) amount of time passed since the processes occurred,otro,MIDDLE,1,science
30411,a is twice as good as b . and together they finish a piece of work in 20 days . in how many days will a alone finish the work,otro,OTRO,1,physics
135,"Before December , customers buy 1346 ear muffs from the mall . During December , they buy 6444 , and there are none . In all , how many ear muffs do the customers buy ? ",addition-subtraction,ELEMENTARY,1,mathematics
14167,the speed of a car is 98 km in the first hour and 60 km in the second hour . what is the average speed of the car ?,otro,OTRO,1,physics
7390,the sum of three consecutive even numbers is 63 . find the middle number of the three ?,otro,OTRO,1,physics
5977,a and b start walking towards each other at 5 am at speed of 4 kmph and 8 kmph . they were initially 36 km apart . at what time do they meet ?,otro,OTRO,1,physics
194,What is the distance between -7.077 and -45?,addition-subtraction,ELEMENTARY,1,mathematics
484,What is 265/106*((-16)/5)/2?,algebra,ELEMENTARY,1,mathematics
2231,How does no-till farming help the environment? (A) It decreases soil erosion. (B) It increases soil removal. (C) It increases fertilizer use. (D) It decreases crop yield.,otro,MIDDLE,1,science
28536,"two trains , one from howrah to patna and the other from patna to howrah , start simultaneously . after they meet , the trains reach their destinations after 9 hours and 25 hours respectively . the ratio of their speeds is :",otro,OTRO,1,physics
460,"Zachary did 19 push-ups in gym class today. David did 39 more push-ups than Zachary. John did 13 push-ups less than david.
How many push-ups did David do?",addition,ELEMENTARY,1,mathematics
1566,"A new video game console needs five computer chips. If a machine can create four hundred sixty-seven computer chips a day,
how many video game consoles can be created in a day?",division,ELEMENTARY,1,mathematics
16415,"the distance from city a to city b is 180 miles . while driving from city a to city b , cara drives at a constant speed of 30 miles per hour . dan leaves city a 120 minutes after cara . what is the minimum constant speed in miles per hour that dan must exceed in order to arrive in city b before cara ?",otro,OTRO,1,physics
1420,"A two digit number is four times the sum of its digits and twice the product of the digits.
Find the number.",algebra,MIDDLE,1,mathematics
1881,"Adam put eighteen items in the shopping cart. After deleting some, he had eight left.
How many items did Adam delete?",subtraction,ELEMENTARY,1,mathematics
4629,laxmi and prasanna set on a journey . laxmi moves northwards at a speed of 20 kmph and prasanna moves southward at a speed of 30 kmph . how far will be prasanna from laxmi after 60 minutes ?,otro,OTRO,1,physics
2208,Which is the most accurate model to show how amino acids form proteins? (A) bees in a hive (B) cars on a train (C) petals on a flower (D) pieces in a jigsaw puzzle,otro,MIDDLE,1,science
2359,What keeps the planets in orbit around the Sun? (A) tides (B) gravity (C) electricity (D) magnetism,otro,MIDDLE,1,science
408,"5 red peaches and 11 green peaches are in the basket.
How many more green peaches than red peaches are in the basket?",subtraction,ELEMENTARY,1,mathematics
3286,39 men can complete a piece of work in 18 days . in how many days will 27 men complete the same work ?,otro,OTRO,1,physics
4100,"three pipes , a , b , & c are attached to a tank . a & b can fill it in 20 & 30 minutes respectively while c can empty it in 20 minutes . if a , b & c are kept open successively for 1.5 minute each , how soon will the tank be filled ?",otro,OTRO,1,physics
1584,"An industrial machine made 196 shirts. If it made one minute to make 7 shirts,
how many minutes was it working?",division,ELEMENTARY,1,mathematics
130,"Carla has some marbles. She bought 134 marbles. Now she has 187 marbles.
How many did she start with?",subtraction,ELEMENTARY,1,mathematics
1698,Paul had 50 books. After buying some in a garage sale he had 151 left. How many books did he buy?,challenge,ELEMENTARY,1,mathematics
958,"It is hypothesized that in the next 200 years, the lowest land areas on Earth could be submerged beneath rising oceans. Which climate change would most likely cause this to occur? (A) global warming (B) decreased winds (C) the start of an ice age (D) increased desertification",otro,MIDDLE,1,science
1226,"a rectangular tiled patio is composed of 48 square tiles . the rectangular patio will be rearranged so that there will be 2 fewer columns of tiles and 4 more rows of tiles . after the change in layout , the patio will still have 48 tiles , and it will still be rectangular . how many rows are in the tile patio before the change in layout ?",geometry,ELEMENTARY,1,mathematics
576,"Julia played tag with 15 kids on monday, 18 kids on tuesday and 7 kids on wednesday.
How many more kids did she play with on monday and tuesday than on wednesday?",subtraction,ELEMENTARY,1,mathematics
3661,"hcf and lcm two numbers are 16 and 396 respectively . if one of the numbers is 36 , then the other number is ?",otro,OTRO,1,physics
649, Lana's favorite band was holding a concert where tickets were 6 dollars each. Lana bought 8 tickets for herself and her friends and 2 extra tickets in case anyone else wanted to go. How much did she spend? ,algebra,ELEMENTARY,1,mathematics
318,"A ball is dropped from the top of a tall building. As the ball falls, the upward force of air resistance becomes equal to the downward pull of gravity. When these two forces become equal in magnitude, the ball will     (A) flatten due to the forces. (B) fall at a constant speed. (C) continue to speed up. (D) slow to a stop.",otro,MIDDLE,1,science
934,what is the ratio between perimeters of two squares one having 2 times the diagonal then the other ?,geometry,ELEMENTARY,1,mathematics
1937,"Paige used three of her pencils. Now she has ninety-one pencils.
How many pencils did Paige have to begin with? ",addition,ELEMENTARY,1,mathematics
342,"For the first main dish, they were asked to cook steak. If the third and second team cooked 240 plates of steak. And the first team cooked 75 plates less than what the second and third team made,
how many steaks did they cook altogether?",addition,ELEMENTARY,1,mathematics
17367,"a cistern is normally filled in 2 hrs , but takes 2 hrs longer to fill because of a leak on its bottom , if cistern is full , how much time citern would empty ?",otro,OTRO,1,physics
2333,"if a truck is traveling at a constant rate of 108 kilometers per hour , how many seconds will it take the truck to travel a distance of 600 meters ? ( 1 kilometer = 1000 meters )",otro,OTRO,1,physics
28415,"if 12 men do a work in 80 days , in how many days will 16 men do it ?",otro,OTRO,1,physics
700,"a sporting good store sells one type of baseball bat and one type of baseball . the cost for 2 bats and 4 balls is $ 220 . the cost for 1 bat and 6 balls is $ 190 , as well . if someone were to buy an equal number of bats and balls , at most how many bats can he purchase if he has a budget of $ 270 for the purchase ?",geometry,ELEMENTARY,1,mathematics
1731,Paul got a box of 65 crayons for his birthday. During the school year he gave 213 crayons to his friends while he lost 16 crayons. How many crayons had been lost or given away?,challenge,ELEMENTARY,1,mathematics
667,what is the least number of squares tiles required to pave the floor of a room 15 m 17 cm long and 9 m 2 cm broad,otro,OTRO,1,physics
5754,"a man can row upstream at 40 kmph and downstream at 52 kmph , and then find the speed of the man in still water ?",otro,OTRO,1,physics
41,"Danny collects bottle caps and wrappers. He found 46 wrappers and 50 bottle caps at the park. Now he has 21 bottle caps and 52 wrappers in his collection.
How many more bottle caps than wrappers did danny find at the park?",subtraction,ELEMENTARY,1,mathematics
1317,"difference between the length and breadth of a rectangle is 23 m . ifits perimeter is 206 m , then its area is ? ?",geometry,ELEMENTARY,1,mathematics
820,"Paul had some books. After selling 137 in a garage sale he had 105 left.
How many books did he have at the start?",addition,ELEMENTARY,1,mathematics
1149,Substances enter any plant or animal cell by passing through which of the following structures? (A) nucleus (B) cell membrane (C) vacuole (D) chloroplast,otro,MIDDLE,1,science
25283,"in order to fence a square manish fixed 48 poles . if the distance between two poles , is 1 metres then what will be the area of the square so formed ?",otro,OTRO,1,physics
34946,"find the l . c . m of 12 , 8 , 24 and 16 .",otro,OTRO,1,physics
1541,"how many bricks , each measuring 25 cm x 11.25 cm x 6 cm , will be needed to build a wall of 9 m x 6 m x 22.5 cm ?",otro,OTRO,1,physics
5081,"there are 28 stations between hyderabad and bangalore . how many second class tickets have to be printed , so that a passenger can travel from any station to any other station ?",otro,OTRO,1,physics
246,"At the beach , Janet and her sister both built sandcastles and then measured their heights . Janet 's sandcastle was 3.6666666666666665 feet tall and her sister 's was 2.3333333333333335 feet tall . How much taller was Janet 's sandcastle than her sister 's ? ",addition-subtraction,ELEMENTARY,1,mathematics
976,"Which of the following best explains why the pressure inside a high-flying airplane must be controlled? (A) At high altitudes there is greater atmospheric pressure than on the surface of the Earth. (B) At high altitudes there is lower atmospheric pressure than on the surface of the Earth. (C) If the cabin is not pressurized, ozone and other upper atmospheric gases will enter the airplane. (D) If the cabin is not pressurized, carbon dioxide will escape from the airplane.",otro,MIDDLE,1,science
337,The solar system containing Earth consists of a sun and planets. Which statement best describes the motion of the planets in our solar system? (A) The planets rotate around the sun. (B) The sun rotates around the planets. (C) The planets revolve around the sun. (D) The sun revolves around the planets.,otro,MIDDLE,1,science
23180,"a and b finish the job in 15 days . while a , b and c can finish it in 3 days . c alone will finish the job in",otro,OTRO,1,physics
1569,Why do trees like oaks and walnuts depend upon squirrels? (A) to control population size (B) to pollinate their flowers (C) to remove dead wood (D) to aid in seed distribution,otro,MIDDLE,1,science
672,"89 cookies are being shared equally among 4 people.
How many does each person get?",division,ELEMENTARY,1,mathematics
36259,"how many seconds does sandy take to cover a distance of 700 meters , if sandy runs at a speed of 18 km / hr ?",otro,OTRO,1,physics
18594,"when working alone , painter w can paint a room in 2 hours , and working alone , painter x can paint the same room in h hours . when the two painters work together and independently , they can paint the room in 3 / 4 of an hour . what is the value of h ?",otro,OTRO,1,physics
414,"Danny collects bottle caps and wrappers. He found 11 bottle caps and 28 wrappers at the park. Now he has 68 bottle caps and 51 wrappers in his collection.
How many more wrappers than bottle caps did danny find at the park?",subtraction,ELEMENTARY,1,mathematics
21520,"if it takes a machine 2 ⁄ 3 minute to produce one item , how many items will it produce in 1 hours ?",otro,OTRO,1,physics
1554,Randy has 79 blocks. He uses 14 blocks to build a tower and 11 blocks to build a house. How many blocks are left?,challenge,ELEMENTARY,1,mathematics
1450,4 birds and 46 storks were sitting on the fence. 6 more birds came to join them. How many birds are sitting on the fence?,challenge,ELEMENTARY,1,mathematics
2845,what is the least number of squares tiles required to pave the floor of a room 4 m 5 cm long and 2 m 25 cm broad ?,otro,OTRO,1,physics
19276,x can do a piece of work in 40 days . he works at it for 8 days and then y finished it in 32 days . how long will y take to complete the work ?,otro,OTRO,1,physics
25558,"an intern wants to label folders with numbers using digit stickers only . if the intern uses 999 stickers , how many folders have been numbered ? ( the numbers of the folders are consecutive and the number of the first folder is 1 ) .",otro,OTRO,1,physics
29021,"tim came second in math . when his mother asked him how much he had scored , he answered that he got the sum of the first 8 even numbers . his mother immediately worked out the answer . how much had he scored in math ?",otro,OTRO,1,physics
13178,a cistern 8 m long and 6 m wide contains water up to a depth of 1 m 25 cm . the total area of the wet surface is :,otro,OTRO,1,physics
452,"Determined to have fun, they travelled to the next amusement park, HappyLand. If they cover a distance of 328 feet for every minute of travel and they travelled for 9 minutes,
how far is HappyLand from SFL?",multiplication,ELEMENTARY,1,mathematics
25832,in what time will a railway train 30 m long moving at the rate of 36 kmph pass a telegraph post on its way ?,otro,OTRO,1,physics
378,Calculate 13*314.,multiplication,ELEMENTARY,1,mathematics
3611,"two spherical balls lie on the ground touching . if one of the balls has a radius of 7 cm , and the point of contact is 10 cm above the ground , what is the radius of the other ball ( in centimeters ) ?",otro,OTRO,1,physics
2076,The layered mixture of gases surrounding Earth is called the (1) atmosphere (2) hydrosphere (3) lithosphere (4) hemisphere,otro,MIDDLE,1,science
1616,Which of the following tools would be most useful in determining the length and width of a school cafeteria? (A) scale (B) centimeter ruler (C) tape measure (D) thermometer,otro,ELEMENTARY,1,science
35778,"the mall charges 40 cents for the first hour of parking and $ 3 for each additional hour until the customer reaches 4 hours , after that the parking fee is $ 2 per hour . if mr . park parked his car in the mall for 7 hours and 30 minutes , how much is he going to pay ?",otro,OTRO,1,physics
259,a man walking at the rate of 5 km / hr crosses a bridge in 15 minutes . the length of the bridge ( in meters ) is :,otro,OTRO,1,physics
549,"Chris gave his 35 friends 12 pieces of candy each.
How many pieces of candy did Chris give his friends?",multiplication,ELEMENTARY,1,mathematics
466,Which of these materials transfers heat energy quickest? (A) metal (B) glass (C) plastic (D) wood,otro,MIDDLE,1,science
311,"if the area of a circle decreases by 36 % , then the radius of a circle decreases by",geometry,ELEMENTARY,1,mathematics
2141,the sum of three consecutive numbers is 102 . the greatest among these three number is :,otro,OTRO,1,physics
2063,Fossil fuels are considered nonrenewable because they (1) produce pollution (2) are no longer used by humans (3) often contain microscopic animals (4) take millions of years to form,otro,MIDDLE,1,science
250,"Winter is almost here and most animals are migrating to warmer countries. There are 3 bird families living near the mountain. 26 new bird families came to live near the mountain from the arctic while 2 bird families flew away further south for winter.
How many bird families were left near the mountain?",addition,ELEMENTARY,1,mathematics
1948,"A pet store had 2 white cats, 10 black cats and 3 gray cats.
How many cats did they have total? ",addition,ELEMENTARY,1,mathematics
1606,"if the radius of a circle is decreased 50 % , what happens to the area ?",geometry,ELEMENTARY,1,mathematics
