,prompt,response_1,response_2,response_3,response_4
395,"Create a single basic short sum problem for an upper elementary student in the context of a classroom, with simple regrouping. Keep the wording clear and age-appropriate. Return one question only, written as plain text.","system
A class has 23 students who each brought 4 cookies to share at lunch. If they decide to put all the cookies together on a large plate, how many cookies will be on the plate?","system
Question: 

During a math game, Sarah has 23 stickers. She gives 7 stickers to her friend. How many stickers does Sarah have left?","system
A class has 23 students who each need 4 pencils for their math class. How many pencils does the teacher need to buy?","system
A class has 23 students who each need 4 notebooks for their classes. How many notebooks does the teacher need to buy?"
396,"Prepare a single simple question asking how many groups can be formed for a young math learner in the context of a community park, using a dividend below 50. Use one direct question at the end. Return only the question in plain text, with no answer or explanation.",system How many different ways can you divide a group of 24 children into teams if each team must have exactly 6 members?,"system
How many different groups of children can be formed if there are 48 kids playing in the playground?",system How many different ways can you divide up into groups if there are fewer than 50 people to form teams?,"system
How many different group formations can be made if there are 48 people attending a community park event?"
397,"Prepare one easy short division fact problem for a primary school student in the context of a bus trip, with a small remainder. Make all needed information explicit. Give only the question as plain text. Do not include the solution.","system
Question: A bus has 45 students on board and stops at 7 different stations. If each station can hold up to 10 students before needing an additional bus, how many students will be left without a seat after reaching all stations?","system
Question: A bus has 45 students on board and stops at a location where there are exactly 3 buses waiting to pick up more passengers. If each bus can carry 10 students, how many students will be left over after all the buses have stopped?","system
Question: A bus has 45 students on it. If each seat is occupied and there are no empty seats, how many full buses can be filled if each bus has 10 seats?","system
Question: A bus can hold 45 students. If there are already 27 students on the bus and you want to add 10 more students, how many seats will be left empty?"
398,"Generate one slightly challenging simple ratio question for an upper elementary student in the context of a bakery, using two types of objects. Make the situation realistic. Return only the question in plain text, with no answer or explanation.","system
A bakery makes 30 chocolate chip cookies and 20 oatmeal raisin cookies every day. How many more chocolate chip cookies than oatmeal raisin cookies does the bakery make?","system
At the bakery, there are 12 cupcakes and 8 cookies on display. If each cupcake costs $0.75 and each cookie costs $0.50, what is the total cost to buy all the cupcakes and cookies?","system
A bakery made 120 cupcakes and 80 cookies. If they decide to pack them into boxes that can hold either 6 cupcakes or 4 cookies each, how many total boxes will be needed if all items are packed completely?","system
A bakery made 120 cupcakes and 80 cookies. If they decide to pack them into boxes that can hold either 5 cupcakes or 4 cookies each, how many total boxes will be needed if all items are packed?"
399,"Prepare one simple problem that requires two or three steps for an upper elementary student in the context of a farm, combining time and addition. Use familiar vocabulary. Give only the question as plain text. Do not include the solution.","system
How many apples does Sarah have if she picks 5 apples from her tree every hour for 3 hours?","system
How many apples does Sarah have if she picks 5 apples from her tree every hour for 3 hours?","system
How many apples did Sarah pick if she picked 5 apples in the morning and then added 3 more to her basket?","system
How many apples did Sarah pick if she picked 4 baskets with 12 apples each on Monday morning?"
400,"Write a single moderate addition word problem for a student learning basic mathematics in the context of a sports day, using numbers up to 50. Use whole numbers only. Return only the question in plain text, with no answer or explanation.","system
A relay race is being set up at the school sports day. The first runner has to run 25 meters before passing the baton to the second runner who needs to cover 30 meters. How many meters will the second runner need to run after receiving the baton?","system
At the school sports day, there were 3 teams participating in the relay race. Each team had 4 members. How many total participants were there?","system
At the school sports day, there were 3 teams competing in relay races. Each team had 4 members. How many total participants were there?","system
A relay race is being set up at the school sports day. The first runner has to run 30 meters, then pass the baton to the second runner who runs 25 meters, and finally, the third runner completes the final leg of 15 meters. How many total meters does each participant need to run?"
401,"Prepare a single basic geometry question about shape properties for an elementary student in the context of a music class, using whole-number side lengths. Use whole numbers only. Give only the question as plain text. Do not include the solution.","system
What is the perimeter of a rectangle with length 5 units and width 3 units?","system
What is the perimeter of a rectangle with length 5 units and width 3 units?","system
What is the perimeter of a rectangle with length 5 units and width 3 units?","system
What is the perimeter of a rectangle with length 5 units and width 3 units?"
402,"Prepare one moderate question asking when two schedules meet again for a young learner ready for a challenge in the context of a sports day, using a repeating-pattern situation. Use whole numbers only. Give only the question as plain text. Do not include the solution.","system
When will the two schedules meet again at the sports day?","system
When will the two schedules meet again at the sports day?","system
When will the two schedules meet again at the sports day?","system
When will the two schedules meet again at the sports day?"
403,"Generate one basic question about sides and vertices for a student learning basic mathematics in the context of a book fair, about identifying a shape. Use one direct question at the end. Output only the question in text form, without hints or an answer.","system
What is the difference between the number of sides and the number of vertices in a polygon?","system
What is the difference between sides and vertices in geometry?","system
What is the difference between sides and vertices in geometry?","system
What is the difference between sides and vertices in geometry?"
404,"Create one easy simple GCD word problem for a young learner ready for a challenge in the context of a classroom, with no remainder after grouping. Keep the question concise. Output only the question in text form, without hints or an answer.","system
Find the greatest number that can be used to evenly divide 48 and 60.","system
What is the greatest number of cookies that can be equally divided into bags if there are 45 chocolate chip cookies and 60 oatmeal cookies?","system
What is the greatest number of cookies that can be equally distributed among 5 friends if you have exactly 120 cookies?","system
What is the greatest number of cookies that can be equally divided among 5 friends if there are exactly 120 cookies?"
405,"Create one easy question comparing two groups with a ratio for a young learner ready for a challenge in the context of a music class, using two types of objects. Make all needed information explicit. Return only the question in plain text, with no answer or explanation.","system
Which group has more instruments: Group A with 12 guitars and 8 trumpets, or Group B with 6 violins and 4 cellos?","system
Which group has more instruments: Group A with 12 guitars and 8 violins, or Group B with 9 trumpets and 7 trombones?","system
Which group has more objects? Group A has 3 drums and 4 guitars, while Group B has 5 trumpets and 2 violins.","system
Which group has more instruments: Group A with 12 guitars and 8 trumpets, or Group B with 9 violins and 7 cellos?"
406,"Prepare one simple challenging multi-step math word problem for an upper elementary student in the context of a sports day, without requiring a drawing. Use one direct question at the end. Use plain text only and provide no solution or explanation.","system
At the school's annual sports day, there were three events: running, jumping, and throwing. The total number of participants was 120. 

- In the running event, twice as many students participated as in the jumping event.
- The number of students who threw objects was half the number of those who jumped.

How many students participated in each event?","system
At the school's annual sports day, there was a relay race where each team had to complete four laps around the track. The first team completed 3 laps before running out of fuel. Each lap is 100 meters long. How many meters did the first team run?","system
At the school's annual sports day, there were three events: running, jumping, and throwing. The total number of participants was 120. 

- In the running event, half as many students participated as in the jumping event.
- In the throwing event, twice as many students participated as in the running event.

How many students participated in each event?","system
At the school's annual sports day, there was a relay race where each team had to complete four laps around the track. The first team finished their laps in 15 minutes, while the second team took 20 minutes. How much longer did it take the second team to finish compared to the first team?"
407,"Make a single slightly challenging short multiplication fact problem for a primary school student in the context of a bus trip, using facts from 2 to 10. Use one direct question at the end. Output only the question in text form, without hints or an answer.","system
What is 7 times 8?","system
What is 7 multiplied by 9?","system
What is 7 times 8?","system
What is 7 times 8?"
408,"Prepare a single basic addition word problem for a student learning basic mathematics in the context of a farm, using two-digit numbers. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation.","system
At the farm, there were 34 chickens and 27 ducks. How many birds were there in total?","system
At the farm, there were 34 chickens and 27 cows. How many animals were there in total?","system
At the farm, there are 34 chickens and 27 ducks. How many birds are there in total?","system
At the farm, there were 34 chickens and 27 cows. How many animals were there in total?"
409,"Write one slightly challenging question comparing two geometric shapes for a primary school student in the context of a school cafeteria, about identifying a shape. Use familiar vocabulary. Give only the question as plain text. Do not include the solution.","system
Which shape has more sides: a triangle or a hexagon?","system
Which shape has more sides: a triangle or a hexagon?","system
Which shape has more sides: a triangle or a hexagon?","system
What is the difference between a square and a rectangle?"
410,"Write one basic question comparing two geometric shapes for a young math learner in the context of a garden, with measurements below 20 units. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","system
What is the difference between a square and a rectangle?","system
What is the difference between a square and a rectangle?","system
What is the difference between the perimeter and area of a square flower bed that measures 5 units on each side compared to a rectangular vegetable patch measuring 4 units by 3 units?","system
What is the difference between the area and perimeter of a square flower bed that measures 5 meters on each side compared to a rectangular vegetable patch measuring 4 meters by 3 meters?"
411,"Write a single simple question about finding a total and then what remains for a primary school student in the context of a school cafeteria, with one clear final question. Make the situation realistic. Use plain text only and provide no solution or explanation.","system
At the end of lunchtime, if there were 120 apples available at the cafeteria and 35 students ate their lunches, how many apples would be left?","system
At the end of the day, if there were 120 apples served at lunchtime and 35 students ate their share, how many apples remain?","system
At the end of lunchtime, there are 50 apples left after distributing them equally among all students. If each student received 4 apples, how many students were there? What is the number of remaining apples?","system
At the end of the day, if there were 120 apples available at the school cafeteria and 35 students ate their lunch, how many apples would be left?"
412,"Generate a single slightly challenging word problem that can be solved with one equation for an upper elementary student in the context of a toy store, using subtraction. Use familiar vocabulary. Output only the question in text form, without hints or an answer.","system
A toy store had 25 toys on hand at the start of the week. By the end of the week, they sold 17 toys. How many toys were left unsold?","system
A toy store had 45 toys on hand at the start of the week. By the end of the week, they sold 17 toys. How many toys were left in the store?","system
A toy store had 25 toys at the start of the week. By the end of the week, they sold 17 toys. How many toys were left?","system
A toy store had 25 toys on Monday. By Wednesday, they sold some toys and were left with 10 toys. How many toys did they sell from Tuesday to Wednesday?"
413,"Write one simple question about reading a written clock time for an elementary student in the context of a community park, using half hours. Use whole numbers only. Return only the question in plain text, with no answer or explanation.","system
What is 30 minutes past 2 o'clock?","system
What time is it now on the big clock at the community park?","system
What is 30 minutes past 12 o'clock?","system
What is 30 minutes past 1:00?"
414,"Write one basic question using one unknown value for an upper elementary student in the context of a farm, using subtraction. Use whole numbers only. Give only the question as plain text. Do not include the solution.","system
How many apples did you pick today if you picked 15 apples this morning and 20 more in the afternoon?","system
How many apples did you pick today if you picked 15 apples yesterday and now have 28 apples?","system
How many apples did you have initially if you ended up with 15 apples after giving away 8?","system
How many apples did Sarah have initially if she gave away 15 apples and now has 30 left?"
415,"Write one slightly challenging ratio word problem for an upper elementary student in the context of a toy store, using two types of objects. Keep the question concise. Return only the question in plain text, with no answer or explanation.","user
A toy store has 30 dolls and 20 action figures. If they decide to buy 5 more dolls and 10 more action figures, what is the new ratio of dolls to action figures?","system
A toy store has 450 toys in total. If they have twice as many action figures as dolls, how many dolls and action figures do they have?","user
A toy store has 450 toys in total. If 3/5 of them are action figures and the rest are dolls, how many dolls does the store have?","user
A toy store has 30 dolls and 45 action figures. If they decide to create equal groups of toys without any leftovers, what is the largest number of groups they can make?"
416,"Make one basic question about the greatest common divisor for an upper elementary student in the context of a bus trip, using numbers below 30. Use familiar vocabulary. Return one question only, written as plain text.","system
What is the greatest common divisor (GCD) of 12 and 18?","system
What is the greatest common divisor (GCD) of 24 and 18?","system
What is the greatest common divisor (GCD) of 12 and 18?","system
What is the greatest common divisor (GCD) of 24 and 18?"
417,"Prepare one slightly challenging word problem that can be solved with one equation for a young learner ready for a challenge in the context of a school library, using subtraction. Make the situation realistic. Output only the question in text form, without hints or an answer.","system
A school library had 250 books at the beginning of the year. By the end of the year, they had lost 30 books due to damage and received a donation of 45 new books. How many books does the library have now?","system
A librarian had 120 books on a shelf. She took away 35 books to restock another section. How many books are left on the original shelf?","system
A librarian had 120 books on a shelf. She checked out 35 books to students and then returned 10 books after finding they were misplaced. How many books are left on the shelf?","system
A school library had 250 books at the start of the year. By the end of the year, they had lost 30 books due to damage and given away 10 more than what was damaged. How many books were left in the library?"
418,"Generate a single basic geometry question about shape properties for a young math learner in the context of a book fair, without using a diagram. Make all needed information explicit. Output only the question in text form, without hints or an answer.","system
What is the sum of the interior angles of a pentagon?","system
What is the sum of the interior angles of a triangle?","system
What is the sum of the interior angles of a triangle?","system
What is the sum of the interior angles of a pentagon?"
419,"Write one easy question about making equal groups for a student learning basic mathematics in the context of a playground, using divisors from 2 to 5. Keep the wording clear and age-appropriate. Give only the question as plain text. Do not include the solution.","system
How many different ways can you divide 10 children into groups where each group has either 2 or 3 children?","system
How many different ways can you divide 10 children into groups where each group has either 2 or 3 children?","system
How many different ways can you divide 10 children into groups where each group has either 2 or 3 children?","system
How many different ways can you divide 10 children into groups where each group has either 2 or 3 children?"
420,"Generate one slightly challenging question about adding two quantities for an upper elementary student in the context of a bus trip, using numbers up to 100. Keep the question concise. Use plain text only and provide no solution or explanation.","system
What is the total distance traveled if the first part of the journey covers 45 miles and the second part covers 37 miles?","system
If a bus travels 45 miles east and then turns around to travel back west for 30 miles, how many miles is it from the starting point?","system
What is the total distance traveled if the first leg of the journey covers 45 miles and the second leg covers 37 miles?","system
What is the total distance traveled if the first part of the journey covers 45 miles and the second part covers 37 miles?"
421,"Write one moderate simple ratio question for a primary school student learning advanced topics in the context of a bakery, using a clear part-to-part comparison. Use familiar vocabulary. Output only the question in text form, without hints or an answer.","system
At the bakery, there are 12 cupcakes and 8 cookies. What is the ratio of cupcakes to cookies?","system
In a bakery, there are 12 cupcakes and 8 cookies. What is the ratio of cupcakes to cookies?","system
At the bakery, there are 5 chocolate chip cookies and 3 sugar cookies. What is the ratio of chocolate chip cookies to sugar cookies?","system
In a bakery, there are 12 cupcakes and 8 cookies. What is the ratio of cupcakes to cookies?"
422,"Create a single simple question about perimeter for an upper elementary student in the context of a beach visit, using rectangles and squares. Use whole numbers only. Output only the question in text form, without hints or an answer.","system
What is the perimeter of a rectangular sandcastle that measures 5 feet long and 3 feet wide?","system
What is the perimeter of a rectangular sandcastle that has a length of 10 feet and a width of 5 feet?","system
What is the perimeter of a rectangular sandcastle that measures 5 feet long and 3 feet wide?","system
What is the perimeter of a rectangular sandcastle that measures 5 meters long and 3 meters wide?"
423,"Create a single moderate question about two repeating events for a primary school student learning advanced topics in the context of a camping trip, with an LCM below 60. Avoid unnecessary details. Return one question only, written as plain text.","system
What is the least common multiple (LCM) of 12 and 18 that can be used to plan activities for a group of campers?","system
What is the least common multiple (LCM) of 12 and 18 that can help us plan activities for a group of 36 campers?","system
What is the least common multiple (LCM) of 12 and 18 that can be used to plan activities on a camping trip?","system
What is the least common multiple (LCM) of 12 and 18 that would help us plan activities for our upcoming camping trip?"
424,"Prepare one moderate question about equal sharing for an upper elementary student in the context of a music class, using a dividend below 100. Make all needed information explicit. Return one question only, written as plain text.","system
How many ways can you divide 75 apples equally among 9 students?","system
How many ways can you divide 75 apples equally among 9 students?","system
How many ways can you divide 75 apples equally among 5 students?","system
How many ways can you divide 72 apples equally among 9 students?"
425,"Create one moderate question about rows and columns described with words for a primary school student in the context of a science fair, using four equal groups. Keep the question concise. Give only the question as plain text. Do not include the solution.","system
How many different ways can you arrange 4 items into two rows and two columns?","system
How can you arrange 16 items into two rows and three columns for a science project?","system
How many different ways can you arrange 4 items into two rows?","system
How many groups can you make if each group has 4 items?"
426,"Write a single slightly challenging subtraction word problem for a student learning basic mathematics in the context of a book fair, with no borrowing. Avoid unnecessary details. Use plain text only and provide no solution or explanation.","system
At the local bookstore, there were initially 120 books on display. By the end of the day, 35 books had been sold. How many books remain on display?","system
At the school book fair, there were 150 books on display. By the end of the day, 78 books had been sold. How many books remain at the fair?","system
At the school's annual book fair, there were 120 books on display. By the end of the day, 35 books had been sold. How many books remained unsold?","system
At the school library, there were 120 books on the shelves before the book fair started. During the event, they sold 35 books to students. How many books remain on the shelves after the book fair?"
427,"Generate one moderate question that requires finding a total for a primary school student in the context of a bakery, using three small whole numbers. Use whole numbers only. Give only the question as plain text. Do not include the solution.","system
What is the total number of cookies if there are 5 boxes with 12 cookies each?","system
What is the total number of cookies and cupcakes if there are 5 batches of cookies with 24 cookies each, and 3 batches of cupcakes with 16 cupcakes each?","system
What is the total number of cookies if there are 5 boxes with 12 cookies each?","system
What is the total number of cookies and cupcakes made if 12 chocolate chip cookies, 8 vanilla cupcakes, and 5 strawberry shortcakes were baked?"
428,"Make one easy question requiring the GCD of two numbers for a young learner ready for a challenge in the context of a school library, using numbers below 30. Avoid unnecessary details. Return one question only, written as plain text.","system
What is the greatest common divisor (GCD) of 24 and 36?","system
What is the greatest common divisor (GCD) of 24 and 36?","system
What is the greatest common divisor (GCD) of 24 and 36?","system
What is the greatest common divisor (GCD) of 24 and 36?"
429,"Create a single moderate elapsed-time word problem for a student learning basic mathematics in the context of a bus trip, using whole hours. Use one direct question at the end. Return only the question in plain text, with no answer or explanation.","system
A bus travels from City A to City B, which is 300 miles away. If the bus takes 5 hours to complete the journey, what is the average speed of the bus?","system
A bus travels from City A to City B, which is 300 miles away. If the bus takes 5 hours to complete the journey, what is the average speed of the bus?","system
A bus travels from City A to City B, which is 300 miles away. If the bus takes 5 hours to complete the journey, what is the average speed of the bus?","system
A bus travels from City A to City B and then returns to City A. The total travel time is 6 hours. If the return journey takes 1 hour longer than the outbound journey, how long does each leg of the trip take?"
430,"Create a single basic elapsed-time word problem for an upper elementary student in the context of a toy store, using an afternoon activity. Use whole numbers only. Output only the question in text form, without hints or an answer.","system
At the toy store, Sarah spent 3 hours looking at toys and another 2 hours playing with them before deciding to leave. How many total hours did Sarah spend at the toy store?","system
Lena spent 15 minutes looking at toys and another 20 minutes choosing a gift. How long did Lena spend shopping?","system
At the toy store, Sarah spent 3 hours looking at toys before deciding to buy her favorite action figures. How many minutes did she spend shopping?","system
Lily spent 15 minutes looking at dolls and 20 minutes playing with cars. How long did Lily spend shopping?"
431,"Prepare a single easy question about equal groups for an elementary student in the context of a school cafeteria, using three equal groups. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation.","system
How many different ways can you divide 12 apples into three equal groups?","system
How many different ways can you divide 12 apples into 3 equal groups?","system
How many apples are there if each group has 5 apples and there are 3 groups?","system
How many apples are there if each group has 5 apples and there are 3 groups?"
432,"Write one easy question about rows and columns described with words for a student learning basic mathematics in the context of a bus trip, with a product below 100. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation.","system
What is the total number of seats on the bus if there are 5 rows of seats and each row has 8 seats?","system
How many seats are there on each row if there are 5 rows on the bus?","system
How many seats are there on each row if there are 5 rows and each row has 8 seats?","system
How many seats are there on each row if there are 5 rows on the bus?"
433,"Write one basic question about making equal groups for a primary school student in the context of a bakery, using a dividend below 50. Use familiar vocabulary. Return one question only, written as plain text.","system
How many cookies can you put in each group if you have 48 cookies and want to make 6 equal groups?","system
How many cookies can you put in each group if you have 48 cookies and want to make 6 equal groups?","system
How many cookies can you put in each group if you have 48 cookies and want to make 6 equal groups?","system
How many cookies can you put in each group if you have 48 cookies and want to make 6 equal groups?"
434,"Make one simple elapsed-time word problem for a student learning basic mathematics in the context of a family picnic, using quarter hours. Use familiar vocabulary. Return only the question in plain text, with no answer or explanation.","system
How many quarter-hour intervals have passed since the family started their picnic at 2:15 PM if they finished eating at 3:45 PM?","system
How many quarter-hour intervals will pass between 1:30 PM and 2:45 PM?","system
How many quarter-hour intervals will pass between 1:30 PM and 2:45 PM?","system
How many quarter-hour intervals have passed since the family started their picnic at 1:30 PM if they finished eating at 2:45 PM?"
435,"Generate a single slightly challenging question that requires finding a total for a student learning basic mathematics in the context of a garden, with simple regrouping. Make all needed information explicit. Give only the question as plain text. Do not include the solution.","system
A gardener has 24 rows of flowers, each row containing 15 plants. After planting, she decides to add 3 more plants to each row. How many plants does the gardener have now?","system
A gardener is planting flowers in rows. Each row can hold 12 flowers. If the gardener plants 3 full rows and then adds enough flowers to make a total of 40 flowers, how many additional flowers does the gardener need?","system
A gardener is planting flowers in rows. Each row contains 12 flowers. If there are 3 full rows and an additional 4 flowers to plant, what is the total number of flowers the gardener will plant?","system
A gardener has 3 rows of flowers, each row containing 5 red roses and 4 yellow daisies. How many flowers does the gardener have in total?"
436,"Create one slightly challenging question comparing two quantities for a primary school student in the context of a fruit shop, using the words greater, less, or equal. Use familiar vocabulary. Return one question only, written as plain text.","system
Which is more: 5 apples or 3 oranges?","system
Which is more expensive: 3 apples at $1 each or 2 oranges at $0.75 each?","system
Which is more expensive: 3 apples costing $1 each or 2 oranges costing $0.75 each?","system
Which is more: 5 apples or 3 oranges?"
437,"Write one easy short multiplication fact problem for an elementary student in the context of a birthday party, using facts from 2 to 10. Avoid unnecessary details. Return one question only, written as plain text.","system
What is 7 x 8?","system
What is 7 times 8?","system
What is 7 x 3?","system
What is 7 x 8?"
438,"Create a single moderate mixed-operation problem with addition and subtraction for a young math learner in the context of a book fair, using numbers up to 50. Make all needed information explicit. Use plain text only and provide no solution or explanation.","system
At the local bookstore, there were initially 27 books on the shelf. By the end of the day, 14 books had been sold. How many books remained on the shelf?","system
At the Book Fair, Sarah bought 23 books on Monday and 17 more books on Tuesday. How many books did she buy in total?","system
At the school's annual book fair, there were initially 32 books on display. By the end of the day, 17 books had been sold. How many books remained unsold?","system
At the local book fair, there were initially 34 books on display. By the end of the day, 17 books had been sold. How many books remained at the fair?"
439,"Write one simple question asking when two schedules meet again for an upper elementary student in the context of a bakery, using a school schedule situation. Use one direct question at the end. Give only the question as plain text. Do not include the solution.","system
When will the baking schedule and the delivery schedule next coincide?","system
When will the baking schedule and the delivery schedule next coincide?","system
When will the baking schedule and the delivery schedule next coincide?","system
When will the baking schedule and the delivery schedule next overlap?"
440,"Create one slightly challenging question comparing two whole numbers for a primary school student in the context of a school cafeteria, using the words greater, less, or equal. Use familiar vocabulary. Use plain text only and provide no solution or explanation.","system
Which number is greater, 345 or 278?","system
Which number is greater between 345 and 278?","system
Which number is greater between 3456789012 and 2345678901?","system
Which number is greater between 3456789012 and 2345678901?"
441,"Generate a single basic question about two repeating events for an upper elementary student in the context of a fruit shop, using a school schedule situation. Avoid unnecessary details. Output only the question in text form, without hints or an answer.","system
When does the fruit shop open and close?",system What time does the teacher's meeting with parents usually occur?,"system
When does the fruit shop open and close?","system
When does the fruit shop open and close?"
442,"Make a single basic challenging multi-step math word problem for an upper elementary student in the context of a toy store, without requiring a drawing. Make all needed information explicit. Return only the question in plain text, with no answer or explanation.","system
At the local toy store, there were 24 toys on display. By noon, 15 toys had been sold. How many toys remain unsold?","system
A toy store is having a sale on action figures and robots. The price of each action figure is $15, and the price of each robot is $20. If Sarah buys 3 action figures and 4 robots, how much does she spend?","system
A toy store is having a sale on action figures and dolls. If you buy 2 action figures, you get one doll free. The regular price for each action figure is $15 and each doll is $8. How much would it cost to buy 4 action figures and 3 dolls?","system
At the toy store, Sarah bought 3 dolls and 2 action figures. Each doll costs $5 and each action figure costs $7. How much did Sarah spend in total?"
443,"Generate one moderate question about the greatest common factor for a primary school student learning advanced topics in the context of a fruit shop, with no remainder after grouping. Avoid unnecessary details. Use plain text only and provide no solution or explanation.","system
What is the greatest number of fruits you can buy if each type of fruit must be grouped without any leftovers?","system
What is the greatest number of fruits you can buy if each type of fruit must be grouped without any leftovers?","system
What is the greatest number of fruits you can buy if each type of fruit must be grouped without any leftovers?","system
What is the greatest number of fruits you can buy if each type of fruit must be grouped without any leftovers?"
444,"Write a single basic question about two repeating events for a young learner ready for a challenge in the context of a bakery, using two small multiples. Make all needed information explicit. Return only the question in plain text, with no answer or explanation.",system What is the difference between a croissant and a danish?,system What is the difference between a croissant and a danish?,system What is the difference between a croissant and a danish?,"system
What is the difference between a croissant and a danish?"
445,"Create one simple question asking when two schedules meet again for an upper elementary student in the context of a farm, using a school schedule situation. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","system
When will the school lunch schedule and the field trip schedule next overlap?","system
When will the school bus leave and the milk truck arrive at the same time?","system
When will the school bus leave the school at 8:00 AM and arrive back at the same time as the farmer's truck that leaves at 9:30 AM?","system
When will the school's lunchtime (12:00 PM) and the farmer's market open time (9:00 AM) next coincide?"
446,"Prepare a single moderate question requiring the GCD of two numbers for a primary school student learning advanced topics in the context of a bus trip, using two small whole numbers. Make all needed information explicit. Use plain text only and provide no solution or explanation.","system
What is the greatest common divisor (GCD) of 24 and 36?","system
What is the greatest common divisor (GCD) of 24 and 36?","system
What is the greatest common divisor (GCD) of 24 and 36?","system
What is the greatest common divisor (GCD) of 24 and 36?"
447,"Generate a single easy greater-than or less-than question for a student learning basic mathematics in the context of a toy store, with a short real-life situation. Make the situation realistic. Return one question only, written as plain text.","system
Question: At the toy store, you have $20 to spend on action figures priced at $5 each. Can you buy 4 action figures? (Hint: Calculate the total cost and compare it to your budget.)","system
Question: At the toy store, Sarah has $20 to spend on action figures priced at $5 each. Can she buy 4 action figures? Greater than or less than?","system
Question: At the toy store, if you buy 3 dolls and get an additional doll free, how many dolls do you end up with? Is it more than or less than 4 dolls?","system
Question: At the toy store, you have $20 to spend on action figures priced at $5 each. Can you buy 4 action figures? (Hint: Use < for less than and > for more than)"
448,"Write a single slightly challenging simple GCD word problem for an upper elementary student in the context of a bakery, with no remainder after grouping. Use one direct question at the end. Return one question only, written as plain text.","system
A baker has 48 cupcakes and wants to pack them into boxes so that each box contains the same number of cupcakes without any left over. What is the greatest number of cupcakes that can go into each box?","system
A baker has 48 cupcakes and wants to pack them equally into boxes without any leftovers. What is the greatest number of cupcakes that can be placed in each box?","system
A baker has 48 cupcakes and wants to pack them into boxes that can hold exactly 6 cupcakes each without any leftovers. How many boxes does the baker need?","system
A baker has 48 cupcakes and wants to pack them equally into boxes without any leftovers. What is the greatest number of cupcakes that can be placed in each box?"
449,"Prepare a single basic question about making equal groups for a primary school student learning advanced topics in the context of a book fair, asking for the largest possible group size. Use whole numbers only. Use plain text only and provide no solution or explanation.","system
What is the maximum number of books that can be placed on each shelf if there are 120 books to be evenly distributed across shelves?","system
What is the maximum number of books that can be placed on each shelf if there are 120 books to be evenly distributed?","system
What is the maximum number of books that can be placed on each shelf if there are 120 books to be evenly distributed across 8 shelves?","system
What is the maximum number of books that can be placed on each shelf if there are 120 books to be evenly distributed across shelves?"
450,"Generate one simple question requiring the LCM of two numbers for a primary school student learning advanced topics in the context of a garden, using two repeating time intervals. Use one direct question at the end. Output only the question in text form, without hints or an answer.","system
What is the least common multiple (LCM) of 12 and 18?","system
What is the least common multiple (LCM) of 12 and 18?","system
What is the least common multiple (LCM) of 12 and 18?","system
What is the least common multiple (LCM) of 12 and 18?"
451,"Generate one moderate mixed-operation problem with addition and subtraction for a primary school student in the context of a pet shelter, with exactly two operations. Use one direct question at the end. Return one question only, written as plain text.","system
A pet shelter has 24 cats and 17 dogs. If they receive 5 more cats and then lose 3 dogs, how many pets do they have now?","system
How many pets are left if there were initially 15 cats and 20 dogs at the pet shelter, but 5 cats and 3 dogs were adopted?","system
A pet shelter has 24 cats and 17 dogs. If they sell 5 cats but buy 8 more dogs, how many pets does the shelter have now?","system
A pet shelter has 15 cats and 20 dogs. They receive 7 more cats and then lose 3 cats. How many pets do they have now?"
452,"Create one slightly challenging division word problem for a student learning basic mathematics in the context of a toy store, using divisors from 2 to 5. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","system
A toy store is organizing its inventory and needs to divide 140 toys equally among 7 different shelves. How many toys will each shelf receive?","system
A toy store is organizing its inventory and needs to divide 140 toys equally among 7 different shelves. How many toys should be placed on each shelf?","system
A toy store has 140 toys that need to be evenly distributed among 7 different shelves. How many toys will each shelf receive?","system
A toy store is organizing its inventory and needs to divide 140 toys equally among 7 different shelves. How many toys will each shelf receive?"
453,"Write a single moderate question comparing two whole numbers for a student learning basic mathematics in the context of a school cafeteria, with equal values as one possible result. Make all needed information explicit. Give only the question as plain text. Do not include the solution.","system
What is the difference between 245 and 178?","system
What is the sum of 123 and 456?","system
What is the sum of 345 and 278?","system
What is the sum of 24 and 36?"
454,"Generate a single simple question about hours and minutes for an elementary student in the context of a science fair, without an image of a clock. Use whole numbers only. Give only the question as plain text. Do not include the solution.","system
How many minutes are there in 2 hours?","system
How many minutes are there in one hour?","system
How many minutes make up one hour?",system Question: How many minutes are there in 2 hours?
455,"Create one easy question about making equal groups for an upper elementary student in the context of a playground, using numbers below 30. Use one direct question at the end. Return only the question in plain text, with no answer or explanation.","system
How many different ways can you divide 24 children into equal groups if each group must have more than one child and less than 10 children?","system
How many different ways can you divide 24 children into equal groups if each group must have more than one child but fewer than 10?","system
How many different ways can you make 15 using two numbers from 1 to 7?","system
How many different ways can you divide 24 children into equal teams for a game?"
