,prompt,response_1,response_2,response_3,response_4
450,"Generate one simple question requiring the LCM of two numbers for a primary school student learning advanced topics in the context of a garden, using two repeating time intervals. Use one direct question at the end. Output only the question in text form, without hints or an answer.","assistant

What is the least common multiple of 12 and 15?","assistant

What is the least common multiple of 12 and 18?","assistant

What is the LCM of 18 and 24?","assistant

What is the LCM of 12 and 18, and how will it be affected by the 3-hour time interval?"
451,"Generate one moderate mixed-operation problem with addition and subtraction for a primary school student in the context of a pet shelter, with exactly two operations. Use one direct question at the end. Return one question only, written as plain text.","assistant

Tom has 15 dogs in his pet shelter. He receives 8 more dogs from a friend. How many dogs does Tom have now?

 
Answer: 23","assistant

Maria has 15 cats in her pet shelter. She receives 8 more cats from her friend. How many cats does Maria have now?

   15 + 8 = ?","assistant

**Problem:**

Tom has 15 dogs at the pet shelter. He receives 7 more dogs from his friend. How many dogs does Tom have now?

**Solution:**

Tom has 15 dogs at the pet shelter. He receives 7 more dogs from his friend. To find the total number of dogs, we need to add 15 + 7.","assistant

Tom has 15 pencils in his pencil case. He gives 3 pencils to his friend Emma. How many pencils does Tom have left?

 
1. Tom has 15 pencils and gives 3 to Emma. How many pencils does Tom have left?
2. Tom has 15 pencils and buys 7 pencils from the pet store. How many pencils does Tom have now?"
452,"Create one slightly challenging division word problem for a student learning basic mathematics in the context of a toy store, using divisors from 2 to 5. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","assistant

Tom has 18 boxes of crayons in his toy store. Each box contains 3 crayons. How many crayons does Tom have in total?","assistant

A toy store has 4 shelves, and each shelf can hold 3 boxes of toys. If the store has 12 boxes of toys, how many shelves can be filled with the boxes?","assistant

Tom's Toy Store has 3 shelves of 4 boxes each, and 2 shelves of 5 boxes each. How many boxes of toys does Tom's Toy Store have in total?","assistant

Tom has 18 boxes of toys to pack for a store. Each box contains 3 rows of 6 toys. How many toys will Tom have to pack in total?"
453,"Write a single moderate question comparing two whole numbers for a student learning basic mathematics in the context of a school cafeteria, with equal values as one possible result. Make all needed information explicit. Give only the question as plain text. Do not include the solution.","assistant

What is the difference between 25 and 17?","assistant

What is the difference between 12 and 18?","assistant

What is the difference between 12 and 8?","assistant

What is the difference between 24 and 18?"
454,"Generate a single simple question about hours and minutes for an elementary student in the context of a science fair, without an image of a clock. Use whole numbers only. Give only the question as plain text. Do not include the solution.","assistant

What is the time it takes for the sun to rise and set on a clear day in a location with a latitude of 40 degrees north?","assistant

What is the time when the sun rises in the morning and sets in the evening?","assistant

What is the time it takes for the sun to rise and set on the Earth in 24 hours?","assistant

What is the time it takes for a car to travel 200 miles in 4 hours?"
455,"Create one easy question about making equal groups for an upper elementary student in the context of a playground, using numbers below 30. Use one direct question at the end. Return only the question in plain text, with no answer or explanation.","assistant

What is the best way to divide 24 students into groups of 4 for a playground game?","assistant

What is the best way to divide the swings in a playground so that everyone can sit comfortably?","assistant

How many groups of 5 can be made from 15 students?","assistant

What is the best way to divide the swings in a playground so that each group of 5 kids can sit on one swing?"
456,"Write a single easy question about finding a total and then what remains for a student learning basic mathematics in the context of a bakery, with exactly two operations. Keep the question concise. Give only the question as plain text. Do not include the solution.","assistant

What is the total cost of 3 loaves of bread, 2 loaves of bread, and 5 loaves of bread?","assistant

What is the total cost of 3 dozen eggs and 2 loaves of bread?","assistant

What is the total cost of 3 dozen eggs, 2 loaves of bread, and 5 bags of flour for a bakery?","assistant

What is the total cost of 3 dozen eggs and 2 loaves of bread?"
457,"Generate one easy question about the greatest common divisor for a primary school student learning advanced topics in the context of a birthday party, using two small whole numbers. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","assistant

What is the greatest common divisor of 12 and 18?","assistant

What is the greatest common divisor of 24 and 36?","assistant

What is the greatest common divisor of 12 and 18?","assistant

What is the greatest common divisor (GCD) of 24 and 36?"
458,"Prepare a single simple question about rows and columns described with words for a young math learner in the context of a toy store, using three equal groups. Avoid unnecessary details. Return one question only, written as plain text.","assistant

What is the total number of rows in a 3x4 toy store?","assistant

What is the total number of rows in a 3x3 grid?","assistant

What is the number of rows in a 3x4 grid?","assistant

What is the total number of rows in a 3x4 toy store?"
459,"Make one moderate question about equal sharing for a primary school student in the context of a classroom, using divisors from 2 to 10. Use familiar vocabulary. Return only the question in plain text, with no answer or explanation.","assistant

What is the best way to share a toy equally among 5 friends in a classroom?","assistant

What is the best way to share a toy among 5 friends in a classroom?","assistant

What is the best way to share a 5 pencils among 5 friends in a classroom?","assistant

What is the best way to share a toy among 5 friends in a classroom?"
460,"Write a single simple question that requires finding a total for a primary school student in the context of a science fair, with simple regrouping. Make all needed information explicit. Return one question only, written as plain text.","assistant

What is the total surface area of a rectangular garden with a length of 15 meters and a width of 8 meters?","assistant

What is the total surface area of a rectangular garden with a length of 15 meters and a width of 8 meters?","assistant

What is the total amount of water in a 500ml bottle of juice?","assistant

What is the total area of a rectangular garden that measures 15 meters by 8 meters?"
461,"Write one simple question about finding what remains for a young math learner in the context of a science fair, using two-digit numbers. Use whole numbers only. Output only the question in text form, without hints or an answer.","assistant

What is the sum of the tens and ones digits of 17?","assistant

What is the sum of the tens and units digits of the number 34?","assistant

What is the sum of the tens and ones digits of the number 17?","assistant

What is the sum of the tens and units digits of 17?"
462,"Generate a single basic simple LCM word problem for a primary school student learning advanced topics in the context of a fruit shop, with no more than two numbers. Make the situation realistic. Give only the question as plain text. Do not include the solution.","assistant

A fruit shop has 5 apples and 8 oranges. What is the least common multiple of 5 and 8?","assistant

A fruit shop owner has 15 apples and 20 bananas. How many total fruits does the shop owner have?","assistant

A fruit shop has 5 apples and 8 pears on the shelves. If they want to display them together in a fruit display case, how many different ways can they arrange the apples and pears so that the apples are always together?","assistant

A fruit shop has 5 apples and 8 oranges. If they want to put them in boxes of 3 apples and 4 oranges, how many boxes can they fill?"
463,"Generate a single simple challenging multi-step math word problem for an upper elementary student in the context of a farm, with one piece of extra information. Use familiar vocabulary. Output only the question in text form, without hints or an answer.","assistant

Tom's family owns a small farm where they grow a variety of crops. They have 15 rows of corn, 8 rows of wheat, and 12 rows of vegetables. If they want to harvest 240 bushels of corn, 120 bushels of wheat, and 180 bushels of vegetables, and they want to put the crops in baskets that hold 20 bushels each, how many baskets will they need to fill?","assistant

A farmer has 15 baskets of apples, and each basket contains 8 apples. If the farmer wants to pack the apples into boxes that hold 5 apples each, how many boxes can the farmer fill with the apples from the baskets?","assistant

Tom's farm has 15 cows, and he wants to put them in 3 pens. If each pen can hold 5 cows, how many pens will Tom need to buy to accommodate all the cows?","assistant

Tommy's family owns a small farm, and they have 15 chickens that they collect eggs from every day. Each chicken lays 2 eggs per day. If they collect eggs for 5 days a week, how many eggs do they collect in total?"
464,"Generate a single moderate question about making equal groups for a young math learner in the context of a community park, using a dividend below 50. Use whole numbers only. Give only the question as plain text. Do not include the solution.","assistant

How many groups of 10 can be made from 25 people in a community park?","assistant

How can you divide 36 into equal groups of 8 for a community park so that each group has an equal number of children?","assistant

What is the best way to divide 27 people into equal groups for a community event in a park?","assistant

How many groups of 10 can be made from 30 items in a community park?"
465,"Create one slightly challenging subtraction question with a missing number for a young math learner in the context of a family picnic, with no borrowing. Make all needed information explicit. Use plain text only and provide no solution or explanation.","assistant

Tom has 15 sandwiches, and his sister gives him 8 more. How many sandwiches does Tom have now?","assistant

Tommy has 15 cookies and his sister gives him 7 more. How many cookies does Tommy have now?","assistant

Tommy has 15 sandwiches, and his sister has 7 more. How many sandwiches does Tommy have left?","assistant

Tom has 15 sandwiches, and his sister gives him 7 more. How many sandwiches does Tom have now?"
466,"Make one slightly challenging question about taking away for an upper elementary student in the context of a book fair, with no borrowing. Make all needed information explicit. Output only the question in text form, without hints or an answer.","assistant

What is the main reason why the librarian decided to put all the books on the upper elementary book fair shelves in alphabetical order?","assistant

What is the main reason why some books are labeled as ""for mature readers"" and others are not?","assistant

What is the main reason why the librarian in the story decided not to allow the character to take a book from the book fair, despite the character asking for it?","assistant

What is the main reason why the librarian decided to keep the book on ""The Magic Tree House"" series by Mary Pope Osborne from the book fair, but not the book on ""The Diary of a Wimpy Kid"" series by Jeff Kinney?"
467,"Generate one easy question about equal sharing for a student learning basic mathematics in the context of a toy store, with no remainder. Keep the question concise. Use plain text only and provide no solution or explanation.","assistant

What is the total cost of 5 toy boxes of crayons?","assistant

What is the total cost of 5 toy boxes of pencils, if each box costs $8?","assistant

What percentage of toys are sold in the toy store?","assistant

What percentage of toys are sold in the store?"
468,"Generate one easy geometry question about shape properties for a student learning basic mathematics in the context of a bakery, using rectangles and squares. Use whole numbers only. Return one question only, written as plain text.","assistant

What is the perimeter of a square with a side length of 8 cm?","assistant

What is the perimeter of a square with a side length of 6 cm?","assistant

What is the perimeter of a square with a side length of 8 cm?","assistant

What is the perimeter of a square with a side length of 8 cm?"
469,"Create a single slightly challenging short division fact problem for an upper elementary student in the context of a science fair, using a dividend below 100. Keep the question concise. Output only the question in text form, without hints or an answer.","assistant

What is the quotient when 48 ÷ 6?","assistant

What is the quotient when 48 ÷ 6?","assistant

What is the quotient when 48 is divided by 6?","assistant

What is the quotient when 48 ÷ 6?"
470,"Generate a single moderate question about making equal groups for a student learning basic mathematics in the context of a bus trip, using a dividend below 50. Keep the question concise. Use plain text only and provide no solution or explanation.","assistant

How many groups of 5 students can be made from 20 students for a bus trip?","assistant

How many groups of 5 can be made from 24 students?","assistant

How many groups of 5 can be made from 20 students for a bus trip?","assistant

How many groups of 5 students can be made from 20 students for a bus trip?"
471,"Create one simple subtraction question with a missing number for an upper elementary student in the context of a toy store, using two-digit numbers. Use one direct question at the end. Give only the question as plain text. Do not include the solution.","assistant

Tom has 15 boxes of crayons in his toy store. He gives 7 boxes to his friend. How many boxes of crayons does Tom have left?","assistant

Tom has 15 boxes of crayons in his toy store. He sells each box for $8. How much money does Tom make in total from selling the crayons?","assistant

Tom has 25 pencils in his pencil case. He gives 17 pencils to his friend. How many pencils does Tom have left?","assistant

Tom has 25 boxes of crayons in his toy store. He sells each box for $3. How much money does Tom make in total from selling the crayons?"
472,"Generate a single moderate problem that requires two or three steps for an upper elementary student in the context of a toy store, combining subtraction and division. Make the situation realistic. Output only the question in text form, without hints or an answer.","assistant

Tommy has 15 boxes of crayons in his toy store. He gives 3 boxes to his friend Emma. How many crayons does Tommy have left?","assistant

Tommy has 15 boxes of crayons in his toy store. He gives 3 boxes to his friend Emma. How many crayons does Tommy have left?","assistant

Tommy has 15 boxes of crayons in his toy store. He gives 3 boxes to his friend Emma. How many crayons does Tommy have left?","assistant

Tommy has 15 boxes of crayons in his toy store. He wants to put them on the shelves, but he needs to put 3 boxes of crayons on each shelf. How many shelves can he put crayons on?"
473,"Generate a single easy subtraction word problem for an elementary student in the context of a science fair, using numbers up to 100. Keep the question concise. Return one question only, written as plain text.","assistant

What is the difference between 25 and 15?","assistant

What is 45 - 27?","assistant

What is the difference between 25 and 17?","assistant

What is 75 - 25?"
474,"Make one basic question using repeated addition for a student learning basic mathematics in the context of a family picnic, with a product below 100. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation.","assistant

What is 5 + 2 + 1 + 3 + 4?","assistant

What is 5 + 2 + 8 + 1 + 9?","assistant

What is 5 + 2 + 1 + 3 + 4?","assistant

What is 5 + 2 + 1 + 3 + 4?"
475,"Prepare one easy mixed-skills mathematics challenge for an upper elementary student in the context of a toy store, without requiring a drawing. Keep the question concise. Output only the question in text form, without hints or an answer.","assistant

What is the total cost of 3 toy cars and 2 dolls if each toy costs $8 and 4 dolls cost $12?","assistant

What is the cost of a toy that costs $15 and has a 20% discount?","assistant

What is the cost of a toy that costs $15 and has a 20% discount?","assistant

What is the cost of a toy that costs $15 and has a 10% discount, and a toy that costs $25 and has a 20% discount?"
476,"Make a single slightly challenging question about finding a total and then what remains for an elementary student in the context of a family picnic, using numbers up to 50. Keep the question concise. Return only the question in plain text, with no answer or explanation.","assistant

What is 50 minus 25?","assistant

What is 25 + 17 - 8 + 3?","assistant

What is the total amount of money spent on food for a family picnic if they spend $15 on sandwiches, $8 on drinks, $12 on snacks, and $7 on games?","assistant

What is the total amount of food left for the family picnic if they start with 25 sandwiches, 18 cookies, and 12 fruits, and 7 drinks, and they eat 15 sandwiches, 20 cookies, and 5 drinks?"
477,"Make one easy challenging multi-step math word problem for an upper elementary student in the context of a family picnic, with a clear and solvable situation. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","assistant

Tommy and his family are planning a picnic in the park. They have 18 sandwiches, 24 cookies, and 30 fruit cups. If they want to share the food equally among 6 family members, how many pieces of fruit cups will each person get?","assistant

Tommy has 15 sandwiches, 8 cookies, and 12 juice boxes for a family picnic. If he wants to share them equally among 5 family members, how many sandwiches, cookies, and juice boxes will each person get?","assistant

Tom and his family are planning a picnic in the park. Tom's mom wants to pack a basket with 18 sandwiches, 12 cookies, and 24 juice boxes. If they also want to bring 6 blankets, 8 chairs, and 15 coolers, how many items will they need in total?","assistant

Tommy and his family are planning a picnic. They have 15 sandwiches, 8 fruit cups, and 12 cookies. How many pieces of food will they have in total?"
478,"Write a single easy question asking when two schedules meet again for a young learner ready for a challenge in the context of a school cafeteria, using numbers from 2 to 10. Keep the question concise. Return only the question in plain text, with no answer or explanation.","assistant

When do the lunch bell rings again for the cafeteria?","assistant

When do the lunch bell rings again for the cafeteria?","assistant

When do the lunch bell rings again?","assistant

When do the lunch bell rings again for the cafeteria?"
479,"Prepare one basic question about two repeating events for an upper elementary student in the context of a camping trip, using two repeating time intervals. Use familiar vocabulary. Use plain text only and provide no solution or explanation.","assistant

What is the time difference between 8:00 AM and 8:00 PM?","assistant

What is the time difference between 10:00 AM and 11:00 AM?","assistant

What is the time difference between the two events: 
- 9:00 AM and 11:00 AM?","assistant

What is the difference between the time it takes for the sun to rise and set on a clear day?"
480,"Write a single simple question asking when two schedules meet again for an upper elementary student in the context of a beach visit, using two repeating time intervals. Use one direct question at the end. Output only the question in text form, without hints or an answer.","assistant

When do you think the two people who met at the beach last time will meet again?","assistant

When do you think the two beach trips will meet again?","assistant

When do you think the two people who met at the beach last time will meet again?","assistant

When will the two buses meet again at the beach?"
481,"Create a single easy subtraction word problem for an upper elementary student in the context of a music class, with no borrowing. Keep the wording clear and age-appropriate. Return one question only, written as plain text.","assistant

""Tommy has 15 pencils in his pencil case. He gives 3 to his friend. How many pencils does Tommy have left?""","assistant

""Tommy has 15 pencils in his pencil case. His friend gives him 7 more pencils. How many pencils does Tommy have now?""","assistant

""Tommy has 15 pencils in his pencil case. His friend, Emma, gives him 7 more pencils. How many pencils does Tommy have now?""","assistant

""Tommy has 15 pencils in his pencil case. His friend, Emma, gives him 7 more pencils for his birthday. How many pencils does Tommy have now?"""
482,"Prepare one moderate addition word problem for an upper elementary student in the context of a birthday party, using numbers up to 100. Make the situation realistic. Output only the question in text form, without hints or an answer.","assistant

Tommy is planning a birthday party for his little sister's 8th birthday. He wants to buy 15 birthday cards, 25 party hats, and 18 balloons for the party. If he already has 12 party hats and 20 balloons, how many more party hats and balloons does Tommy need to buy?","assistant

Tommy is planning a birthday party for his little sister's 8th birthday. He wants to buy 15 birthday cards for his friends, 25 cupcakes for the party, and 30 balloons. If he has $25 to spend, how much will he spend in total on party supplies?","assistant

It's Emma's 8th birthday and she's planning a party for her friends. She wants to give each of her 12 guests a gift. If she has $25 to spend, how many different ways can she buy gifts for her friends?","assistant

Tommy is planning a birthday party for his little sister's 8th birthday. He wants to give her a gift that costs $25. He has $120 to spend. How much more money does Tommy need to buy the gift?"
483,"Generate a single slightly challenging division word problem for an upper elementary student in the context of a garden, using a dividend below 50. Avoid unnecessary details. Output only the question in text form, without hints or an answer.","assistant

Tom has 15 baskets of flowers to deliver to the garden. Each basket contains 8 bunches of daisies. How many daisies does Tom have in total?","assistant

Tom has 15 baskets of seeds to pack into boxes. Each basket can hold 8 seeds. How many boxes can Tom fill with the seeds he has?","assistant

Tom has 18 baskets of seeds to pack into boxes for a gardening project. Each box can hold 6 seeds. How many boxes can Tom fill with the seeds he has?","assistant

Tom has 15 baskets of seeds to divide among 5 garden plots. If each plot gets 3 seeds, how many seeds will each plot get?"
484,"Prepare one moderate question about sides and vertices for an elementary student in the context of a playground, without using a diagram. Use one direct question at the end. Return one question only, written as plain text.","assistant

What is the name of the shape that has three sides and four vertices?","assistant

What is the name of the shape that has four sides and four right angles?","assistant

What is the shape of the playground equipment that is used for climbing?

A) Square
B) Circle
C) Triangle
D) Rectangle","assistant

What is the name of the shape that has four sides and four vertices?

Answer: A quadrilateral."
485,"Generate one simple addition question with three addends for a young math learner in the context of a science fair, using numbers up to 100. Make the situation realistic. Give only the question as plain text. Do not include the solution.","assistant

What is the sum of 25 + 75 + 40?","assistant

What is the sum of 25 + 75 + 32?","assistant

What is the sum of 25 + 75 + 32?","assistant

What is the sum of 43, 27, and 19?"
486,"Make one moderate addition word problem for an upper elementary student in the context of a bakery, using two-digit numbers. Use whole numbers only. Use plain text only and provide no solution or explanation.","assistant

Tom's Bakery sells 15 loaves of bread per day. If they sell 25 loaves yesterday and 18 loaves today, how many loaves of bread will they sell in total?","assistant

Tom's Bakery sells 15 dozen pastries per day. If they sell 25 more pastries than usual, how many pastries does Tom's Bakery sell per day?","assistant

Tom's Bakery sells 14 dozen cupcakes. If each dozen contains 12 cupcakes, how many cupcakes does Tom's Bakery sell in total?","assistant

Tom's Bakery sells 15 loaves of bread per day. If they sell 25 loaves of bread per day, how many loaves of bread are sold in total?"
487,"Write one slightly challenging multiplication word problem for an upper elementary student in the context of a garden, using facts from 2 to 5. Use whole numbers only. Give only the question as plain text. Do not include the solution.","assistant

Tom has 4 rows of flowers in his garden. Each row has 6 flowers. How many flowers does Tom have in total?","assistant

A farmer has 3 baskets of seeds to plant in the garden. Each basket contains 4 rows of flowers, and each row has 5 flowers. How many flowers will the farmer have in total?","assistant

A farmer has 3 baskets of apples, and each basket contains 4 rows of apples. How many apples does the farmer have in total?","assistant

Tom has 3 baskets of apples. Each basket contains 4 apples. How many apples does Tom have in total?"
488,"Make one easy question comparing two quantities for a student learning basic mathematics in the context of a pet shelter, without using a table. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","assistant

What is the difference between the number of dogs and cats in the shelter, and how do you think the shelter staff will use the information to help the animals?","assistant

What is the difference between the number of dogs and cats in the shelter?","assistant

What is the difference between the number of dogs and cats in the shelter, and how do you think the shelter would be different if it only had dogs?","assistant

What is the difference between the number of dogs and cats in the shelter?"
489,"Create one slightly challenging question comparing two geometric shapes for a student learning basic mathematics in the context of a beach visit, about finding one missing side length. Use whole numbers only. Give only the question as plain text. Do not include the solution.","assistant

What is the missing side length of a triangle with two sides of lengths 8 cm and 12 cm, and an unknown third side length of 15 cm?","assistant

What is the missing side length of a triangle with two sides of lengths 6 cm and 8 cm, and an unknown third side length of 10 cm?","assistant

What is the perimeter of a triangle with sides of lengths 5 cm, 7 cm, and 8 cm if one side is missing?","assistant

What is the perimeter of a triangle with sides of length 5, 7, and 9 cm, if one side is missing?"
490,"Create one slightly challenging question about finding a total and then what remains for an elementary student in the context of a toy store, using numbers up to 50. Use familiar vocabulary. Return one question only, written as plain text.","assistant

What percentage of the toys in the store are 3-year-olds' favorite toys, and what percentage of the total toys are not 3-year-olds' favorite toys?","assistant

What is 25 - 12 + 18 - 7 + 4?","assistant

What is 27 minus 15, and what remains for a toy store owner to sell at a 20% discount?","assistant

What percentage of the toys in a toy store are blocks, and what percentage of the toys are dolls?"
491,"Generate one basic question about the least common multiple for an upper elementary student in the context of a garden, with no more than two numbers. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","assistant

What is the least common multiple of 6 and 9?","assistant

What is the least common multiple of 4 and 6?","assistant

What is the least common multiple of 6 and 9?","assistant

What is the least common multiple of 12 and 18?"
492,"Generate a single easy question asking for a part-to-part ratio for a primary school student learning advanced topics in the context of a camping trip, with a ratio that can be simplified. Make all needed information explicit. Return only the question in plain text, with no answer or explanation.","assistant

What is the ratio of the number of trees to the number of rocks in a forest?","assistant

What is the ratio of the number of people to the number of tents in a group of 12 campers, with 4 of the tents being larger than the others?","assistant

What is the ratio of the number of campers to the number of counselors in a group of 25 campers and 15 counselors?","assistant

What is the ratio of adult to child ratio for a group of 12 campers, with 6 adults and 6 children?"
493,"Prepare one slightly challenging subtraction question with a missing number for an upper elementary student in the context of a family picnic, with simple borrowing. Make all needed information explicit. Output only the question in text form, without hints or an answer.","assistant

Tommy has 15 cookies in his lunchbox. His mom gives him 7 more cookies for the picnic. How many cookies does Tommy have now?","assistant

Tommy has 15 cookies in his lunchbox. He gives 3 cookies to his sister. How many cookies does Tommy have left?","assistant

Tommy has 15 cookies in his lunchbox. He gives 3 cookies to his sister. How many cookies does Tommy have left?","assistant

Tommy has 15 cookies and his sister gives him 7 more. How many cookies does Tommy have now?"
494,"Prepare a single easy division word problem for an upper elementary student in the context of a music class, using divisors from 2 to 10. Use familiar vocabulary. Give only the question as plain text. Do not include the solution.","assistant

What is 6 ÷ 2","assistant

What is 6 ÷ 2","assistant

What is the number of groups of 3 pencils that can be made from 15 pencils if 2 pencils are kept together?","assistant

What is the number of groups of 3 pencils that can be made from 15 pencils if 2 pencils are used for each group?"
495,"Prepare a single slightly challenging question asking which amount is larger for an elementary student in the context of a playground, using numbers up to 20. Make all needed information explicit. Return only the question in plain text, with no answer or explanation.","assistant

Which of the following is larger: 5 or 15?","assistant

Which is larger: 10 or 15?","assistant

Which is larger: 15 or 18?","assistant

Which is larger: 15 or 18?"
496,"Make one simple short division fact problem for a primary school student in the context of a book fair, using divisors from 2 to 5. Avoid unnecessary details. Return one question only, written as plain text.","assistant

What number multiplied by 3 equals 18?","assistant

What number multiplied by 3 equals 24?","assistant

What is 24 ÷ 4?","assistant

What number multiplied by 3 equals 24?"
497,"Generate one simple question asking how many groups can be formed for an elementary student in the context of a bakery, with equal group sizes. Use whole numbers only. Output only the question in text form, without hints or an answer.","assistant

How many groups of 5 students can be formed from a total of 12 students in the bakery?","assistant

How many groups of 4 can be formed from a group of 8 students in the context of a bakery?","assistant

How many groups of 5 students can be formed from a class of 12 students?","assistant

How many groups of 4 can be formed from 8 students in the bakery?"
498,"Generate a single moderate two-step addition and subtraction word problem for a student learning basic mathematics in the context of a book fair, using three quantities. Keep the question concise. Return one question only, written as plain text.","assistant

Tom has 15 boxes of pencils, 8 boxes of markers, and 12 boxes of crayons for a book fair. If he wants to put 3 boxes of pencils, 5 boxes of markers, and 7 boxes of crayons in each of 4 shelves, how many boxes of each item will he have in total?","assistant

A book fair has 15 boxes of books with 8 books in each box. If 5 boxes are purchased, how many books will be in total?","assistant

A book fair has 15 boxes of 8 books each. If 5 boxes are sold, how many books are left?","assistant

A book fair has 15 boxes of 8 books each. If 5 boxes are bought, how many books will be left in the fair?"
499,"Make one easy two-step addition and subtraction word problem for an upper elementary student in the context of a garden, with simple regrouping. Keep the question concise. Use plain text only and provide no solution or explanation.","assistant

Tom has 15 carrots in his garden. He gives 3 to his friend. How many carrots does Tom have left?","assistant

Tom has 15 carrots in his garden. He gives 3 to his friend. How many carrots does Tom have left?","assistant

Tom has 15 apples in his garden. He gives 7 to his friend. How many apples does Tom have left?","assistant

Tom has 15 carrots in his garden. He gives 3 to his friend. How many carrots does Tom have left?"
500,"Generate a single easy question requiring the GCD of two numbers for a young learner ready for a challenge in the context of a family picnic, using numbers below 30. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","assistant

What is the greatest common divisor of 18 and 24?","assistant

What is the greatest common divisor (GCD) of 12 and 18?","assistant

What is the greatest common divisor of 12 and 18?","assistant

What is the greatest common divisor of 12 and 18?"
501,"Make one simple question asking how much more one group has for a young math learner in the context of a music class, using three quantities. Use one direct question at the end. Return one question only, written as plain text.","assistant

How much more do you have of the following quantities in your music class?

- 5 pencils
- 2 books
- 3 maracas","assistant

How much more do you have for a group of 5 students in the music class compared to a group of 3 students?","assistant

How much more do you have of the following quantities in the music class: pencils, paper, and pencils?","assistant

How much more do you have of the following quantities in the music class:
- 15 pencils
- 8 maracas
- 22 crayons"
502,"Write one basic question about making equal groups for a young math learner in the context of a bakery, with no remainder. Use whole numbers only. Return one question only, written as plain text.","assistant

What is the number of equal groups of 4 that can be made from 12 cupcakes?","assistant

What is the number of equal groups of 4 that can be made from 12 items?","assistant

What is the number of equal groups of 4 that can be made from 12 cupcakes?","assistant

What is the first number that, when divided by 4, leaves no remainder?"
503,"Create a single moderate mixed-operation problem with addition and subtraction for a student learning basic mathematics in the context of a sports day, using three quantities. Use familiar vocabulary. Return only the question in plain text, with no answer or explanation.","assistant

What is the total number of points scored by the team in the football match if they won 5 goals and lost 2 goals?","assistant

What is the total number of points scored by the football team in the first half of the match if they scored 15 points in the first quarter and 20 points in the second quarter?","assistant

What is the total score of the football team if they scored 25 points in the first half and 18 points in the second half?","assistant

What is the total score of the football team's points scored in the first half and the total score of the basketball team's points scored in the second half?"
504,"Make one simple question using one unknown value for a primary school student learning advanced topics in the context of a school library, using division with no remainder. Make the situation realistic. Use plain text only and provide no solution or explanation.","assistant

A bookshelf has 480 books and 15 more books are added. How many books will be on the bookshelf after the addition?","assistant

A bookshelf has 48 books on it. If 12 books are added, how many books will be on the bookshelf?","assistant

A bookshelf has 48 books. If 8 books are taken out, how many books are left?","assistant

A bookshelf has 48 books and 8 shelves. How many books can be placed on each shelf?"
505,"Prepare a single easy question with more than one useful piece of information for an upper elementary student in the context of a classroom, combining addition and multiplication. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation.","assistant

What is 4 x 9?","assistant

What is 4 x 6?","assistant

What is 4 groups of 6 pencils?","assistant

What is 4 groups of 6 pencils?

A) 24
B) 30
C) 36
D) 48"
506,"Make one simple question about the greatest common divisor for an upper elementary student in the context of a bakery, using numbers below 30. Make all needed information explicit. Use plain text only and provide no solution or explanation.","assistant

What is the greatest common divisor of 12 and 18?","assistant

What is the greatest common divisor (GCD) of 12 and 18?","assistant

What is the greatest common divisor of 12 and 18?","assistant

What is the greatest common divisor of 12 and 18?"
507,"Generate a single moderate question about equal groups for an elementary student in the context of a beach visit, using facts from 2 to 10. Use whole numbers only. Give only the question as plain text. Do not include the solution.","assistant

What is the average number of people that can fit in a beach with 5 rows of 6 chairs each?","assistant

What is the average number of shells found in a beach when you collect 5 buckets of sand?","assistant

What is the average number of people in a group of 6 friends who are going to the beach?","assistant

What is the average number of people that can swim in a group of 8 children at the beach?"
508,"Generate a single basic logic-based elementary math question for an upper elementary student in the context of a birthday party, combining geometry and arithmetic. Use one direct question at the end. Output only the question in text form, without hints or an answer.","assistant

A group of 5 friends are planning a birthday party for a boy who is turning 8 years old. They want to decorate 3 tables with balloons and streamers. If they want to put 2 balloons and 3 streamers at each table, how many balloons and streamers will they need in total?","assistant

A group of 12 friends are invited to a birthday party. The party is being held at a rectangular garden with a length of 15 meters and a width of 8 meters. If the guests are seated in rows of 4, how many rows of guests can be accommodated in the garden?","assistant

A group of 12 friends are invited to a birthday party. If 3 friends are going to be left out, how many friends will be present at the party?","assistant

A group of 12 friends are invited to a birthday party.  If 4 tables are needed for 6 tables of 2 guests each, how many guests are attending the party?"
509,"Generate a single simple ratio word problem for an upper elementary student in the context of a book fair, using an equivalent-ratio situation described with words. Use whole numbers only. Return only the question in plain text, with no answer or explanation.","assistant

What is the ratio of the price of a 12-inch book to the price of a 9-inch book?","assistant

What is the ratio of the price of a book to the price of a pencil in a book fair?","assistant

A book fair has 15 boxes of 8 books each. How many books are there in total?","assistant

What is the ratio of the number of books on the bestseller list to the number of books on the romance novel list at the book fair?"
